,#packages per GWe.y,Area per package (m2),Total area (km2),Required st (y)
3.0,11.634281925744595,0.0,0.0,10.0
5.0,11.634281925744595,0.0,0.0,10.0
10.0,11.634281925744595,371.60194780006196,0.004323321824861748,10.0
20.0,11.634281925744595,175.31731902493564,0.0020396911160018077,10.0
50.0,11.634281925744595,80.31426489615077,0.0009343988004607507,10.0
100.0,11.634281925744595,56.10719018935435,0.0006527668687243198,10.0
