Years,Waste
id,snf
n_wf,3
name,uox
pkg_diameter,0.57
pkg_length,5.0
0.0,16788.181068209582
0.0027397260273972603,11671.015141731583
0.021917808219178082,6737.883033189579
0.10410958904109589,3340.9491734560133
0.1863013698630137,2400.442521800878
1.0082191780821919,806.6889107402944
2.0082191780821916,634.2840109118033
3.0082191780821916,576.5192419270152
4.008219178082192,542.6267112280365
5.008219178082192,518.8169400643212
5.108219178082192,516.7894362446388
5.508219178082192,509.17854584214535
5.758219178082192,504.78537437842294
6.008219178082192,500.6390913300969
8.008219178082191,474.08937629628394
10.008219178082191,455.03465352827686
11.508219178082191,443.5388513205277
15.008219178082191,421.7860293871481
20.008219178082186,396.88868931353363
23.008219178082186,383.83964058747074
25.008219178082186,375.70155155765025
30.008219178082186,356.9745837620985
35.008219178082186,340.2161858528963
40.008219178082186,325.14064398961284
45.00821917808219,311.5390176476687
50.008219178082214,299.2424449066363
60.008219178082214,278.01317335411215
70.00821917808219,260.5201756014706
80.00821917808219,246.03674427134285
90.00821917808219,233.983833395533
100.00821917808219,223.8960135680963
125.00821917808219,204.98834947565416
150.0082191780822,192.08341892330802
175.00821917808221,182.78619617447995
200.00821917808224,175.7125793220374
225.00821917808227,170.05856498490803
250.00821917808227,165.35061352499935
300.0082191780823,157.74188536548564
350.0082191780823,151.6558321694137
400.0082191780823,146.55303956232635
450.0082191780823,142.15316829263975
500.0082191780823,138.2876295072999
600.0082191780823,131.74595625565945
700.0082191780821,126.36483428177806
800.0082191780822,121.83076710629504
900.0082191780822,117.95058642499133
1000.0082191780823,114.59453464751056
1250.0082191780823,107.93471122264292
1500.0082191780823,103.0342939807891
1750.0082191780823,99.30294862275318
2000.0082191780825,96.35977885594167
2250.0082191780825,93.95272114608198
2500.0082191780825,91.91349933421097
3000.008219178082,88.52460480696062
4000.008219178082,83.30243314967501
5000.008219178082,78.66111846810739
6000.008219178084,74.44875981340314
7000.008219178084,70.56901602289011
8000.008219178084,66.98014425872394
9000.008219178084,63.65358156882783
10000.008219178084,60.56536980377525
20000.00821917808,38.997752821769126
50000.00821917809,530.5258424188968
100000.00821917808,519.6159512653056
200000.00821917804,516.5469978306314
500000.00821917807,0.31330621922432833
1000000.0082191781,516.6048004347892
