,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
5.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
10.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
20.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
50.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
100.0,89.3136794299585,22.967606590909096,2051.321452333857,1.0
