,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,14.102159909993446,0.0,0.0,11.0
5.0,14.102159909993446,0.0,0.0,11.0
10.0,14.102159909993446,0.0,0.0,11.0
20.0,14.102159909993446,184.4437513331078,2601.055275698553,11.0
50.0,14.102159909993446,84.164891725061,1186.9067619140944,11.0
100.0,14.102159909993446,58.295092182213345,822.0867119213814,11.0
