,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
5.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
10.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
20.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
50.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
100.0,267.94103828987545,22.616634722222226,6059.924590095072,1.0
