Years,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y),n_wf,Decay heat (W/Pkg),Reactor
100.0,24.044795783926222,32.607249967872015,0.0007840346665529,16.0,2,338.5513664836913,Ref_PWR
100.0,13.35821987995901,40.35921619567872,0.0005391272841246,23.0,12,420.1359631355117,SPWR
100.0,17.003950506857485,36.389541923422264,0.000618765969833,4.0,78,369.7916680163337,HTGR
100.0,26.794103828987545,27.490383317816107,0.0007365801849162,4.0,60,291.63507199085217,HPR
100.0,36.23102090083222,31.039634865912923,0.001124597659581,4.0,18,302.0683967897092,HTGR_FCM
100.0,25.746289712770164,29.47556112837458,0.0007588863362575,1.0,3,223.8960135680963,SFR
