Years,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y),n_wf,Decay heat (W/Pkg),Reactor
3.0,53.43287951983604,30.507425538112404,0.0016300995932383,2.0,3,697.8507967932815,SPWR
3.0,73.68378552971576,22.967606590909096,0.0016923401981754,1.0,18,453.51242509829336,HTGR
3.0,89.3136794299585,22.967606590909096,0.0020513214523338,1.0,18,454.1015197906879,HPR
3.0,108.69306270249665,22.847729545454545,0.0024833897000937,1.0,6,418.51987994466447,HTGR_FCM
3.0,25.746289712770164,44.918325428167826,0.001156480219886,1.0,3,576.5192419270152,SFR
