Years,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y),n_wf,Decay heat (W/Pkg),Reactor
5.0,53.43287951983604,30.822758400382032,1646.9487360766,2.0,3,544.049190024602,SPWR
5.0,31.578765227021044,49.70595172739453,1569.652579985,2.0,42,825.8369763266609,HTGR
5.0,38.27729118426793,49.75646887527503,1904.5428474398,2.0,42,832.4921158859231,HPR
5.0,108.69306270249665,22.847729545454545,2483.3897000937,1.0,6,339.1580652071281,HTGR_FCM
5.0,25.746289712770164,42.510494406016406,1094.4875048103,1.0,3,518.8169400643212,SFR
