isotope,ST1-charged (g),ST1-discharged (g)
H3,0.000E+00,1.206E-01
HE4,0.000E+00,2.466E-01
LI6,0.000E+00,6.635E-04
LI7,0.000E+00,1.670E-05
BE9,0.000E+00,3.190E-05
BE10,0.000E+00,2.149E-04
C14,0.000E+00,4.345E-05
CU72,0.000E+00,5.843E-09
CU73,0.000E+00,4.236E-09
ZN66,0.000E+00,1.411E-07
ZN72,0.000E+00,2.077E-04
ZN73,0.000E+00,4.282E-08
ZN74,0.000E+00,3.000E-07
ZN75,0.000E+00,4.282E-08
ZN76,0.000E+00,3.521E-08
ZN77,0.000E+00,9.891E-09
ZN78,0.000E+00,1.333E-08
ZN79,0.000E+00,2.229E-09
ZN80,0.000E+00,1.343E-09
GA71,0.000E+00,8.468E-06
GA72,0.000E+00,6.329E-05
GA73,0.000E+00,3.455E-05
GA74,0.000E+00,1.686E-06
GA75,0.000E+00,6.890E-07
GA76,0.000E+00,2.783E-07
GA77,0.000E+00,2.135E-07
GA78,0.000E+00,9.853E-08
GA79,0.000E+00,9.000E-08
GA80,0.000E+00,3.968E-08
GA81,0.000E+00,1.275E-08
GE72,0.000E+00,1.598E-01
GE73,0.000E+00,2.566E-01
GE74,0.000E+00,4.676E-01
GE75,0.000E+00,3.000E-05
GE75M,0.000E+00,1.370E-08
GE76,0.000E+00,1.437E+00
GE77,0.000E+00,3.273E-04
GE77M,0.000E+00,9.171E-07
GE78,0.000E+00,1.902E-04
GE79,0.000E+00,3.270E-06
GE80,0.000E+00,2.357E-06
GE81,0.000E+00,1.355E-06
GE82,0.000E+00,6.291E-07
GE83,0.000E+00,2.102E-07
GE84,0.000E+00,7.011E-08
GE85,0.000E+00,2.827E-09
AS75,0.000E+00,7.601E-01
AS76,0.000E+00,5.396E-05
AS77,0.000E+00,3.041E-03
AS78,0.000E+00,2.039E-04
AS79,0.000E+00,4.571E-05
AS80,0.000E+00,2.040E-06
AS81,0.000E+00,6.488E-06
AS82,0.000E+00,4.445E-06
AS82M,0.000E+00,9.502E-07
AS83,0.000E+00,5.299E-06
AS84,0.000E+00,2.084E-06
AS85,0.000E+00,3.759E-07
AS86,0.000E+00,8.962E-08
AS87,0.000E+00,1.077E-08
SE76,0.000E+00,4.095E-02
SE77,0.000E+00,2.543E+00
SE78,0.000E+00,4.650E+00
SE79,0.000E+00,1.079E+01
SE79M,0.000E+00,1.981E-05
SE80,0.000E+00,1.614E+01
SE81,0.000E+00,2.471E-04
SE81M,0.000E+00,1.961E-05
SE82,0.000E+00,4.584E+01
SE83,0.000E+00,3.810E-04
SE83M,0.000E+00,2.708E-05
SE84,0.000E+00,2.032E-04
SE85,0.000E+00,2.013E-05
SE85M,0.000E+00,6.865E-06
SE86,0.000E+00,1.532E-05
SE87,0.000E+00,3.749E-06
SE88,0.000E+00,6.191E-07
SE89,0.000E+00,6.417E-08
SE90,0.000E+00,2.365E-08
SE91,0.000E+00,1.819E-09
BR79,0.000E+00,3.443E-04
BR80M,0.000E+00,3.661E-08
BR81,0.000E+00,2.764E+01
BR82,0.000E+00,3.289E-03
BR82M,0.000E+00,1.795E-06
BR83,0.000E+00,5.952E-03
BR84,0.000E+00,2.050E-03
BR84M,0.000E+00,1.732E-05
BR85,0.000E+00,2.018E-04
BR86,0.000E+00,4.316E-05
BR86M,0.000E+00,3.524E-06
BR87,0.000E+00,8.820E-05
BR88,0.000E+00,2.506E-05
BR89,0.000E+00,4.864E-06
BR90,0.000E+00,1.024E-06
BR91,0.000E+00,2.048E-07
BR92,0.000E+00,2.600E-08
BR93,0.000E+00,2.716E-09
KR80,0.000E+00,3.673E-04
KR81,0.000E+00,3.534E-05
KR82,0.000E+00,1.879E+00
KR83,0.000E+00,7.886E+01
KR83M,0.000E+00,4.563E-03
KR84,0.000E+00,1.454E+02
KR85,0.000E+00,2.775E+01
KR85M,0.000E+00,1.932E-02
KR86,0.000E+00,2.236E+02
KR87,0.000E+00,9.627E-03
KR88,0.000E+00,3.049E-02
KR89,0.000E+00,6.404E-04
KR90,0.000E+00,1.054E-04
KR91,0.000E+00,2.248E-05
KR92,0.000E+00,3.010E-06
KR93,0.000E+00,9.188E-07
KR94,0.000E+00,3.988E-08
KR95,0.000E+00,3.702E-08
KR96,0.000E+00,5.220E-09
RB85,0.000E+00,1.206E+02
RB86,0.000E+00,8.811E-02
RB86M,0.000E+00,5.659E-08
RB87,0.000E+00,2.853E+02
RB88,0.000E+00,3.294E-03
RB89,0.000E+00,3.634E-03
RB90,0.000E+00,5.416E-04
RB90M,0.000E+00,2.539E-04
RB91,0.000E+00,2.858E-04
RB92,0.000E+00,1.926E-05
RB93,0.000E+00,2.025E-05
RB94,0.000E+00,5.320E-06
RB95,0.000E+00,4.159E-07
RB96,0.000E+00,9.699E-08
RB97,0.000E+00,1.590E-08
RB98,0.000E+00,4.625E-09
SR86,0.000E+00,3.686E+00
SR87,0.000E+00,3.270E-02
SR87M,0.000E+00,7.526E-07
SR88,0.000E+00,3.913E+02
SR89,0.000E+00,1.735E+01
SR90,0.000E+00,5.421E+02
SR91,0.000E+00,1.884E-01
SR92,0.000E+00,6.266E-02
SR93,0.000E+00,3.485E-03
SR94,0.000E+00,5.412E-04
SR95,0.000E+00,1.794E-04
SR96,0.000E+00,1.914E-05
SR97,0.000E+00,5.638E-07
SR98,0.000E+00,1.219E-06
SR99,0.000E+00,3.059E-07
SR100,0.000E+00,1.370E-07
SR101,0.000E+00,5.257E-09
Y89,0.000E+00,4.851E+02
Y90,0.000E+00,1.419E-01
Y90M,0.000E+00,1.931E-06
Y91,0.000E+00,2.759E+01
Y91M,0.000E+00,9.540E-03
Y92,0.000E+00,8.254E-02
Y93,0.000E+00,2.914E-01
Y94,0.000E+00,9.435E-03
Y95,0.000E+00,5.969E-03
Y96,0.000E+00,1.242E-03
Y97,0.000E+00,8.556E-06
Y98,0.000E+00,1.699E-06
Y99,0.000E+00,2.948E-06
Y100,0.000E+00,1.404E-06
Y101,0.000E+00,6.902E-07
Y102,0.000E+00,5.781E-08
Y103,0.000E+00,1.319E-08
ZR90,0.000E+00,4.265E+01
ZR91,0.000E+00,6.517E+02
ZR92,0.000E+00,7.941E+02
ZR93,0.000E+00,9.560E+02
ZR94,0.000E+00,9.690E+02
ZR95,0.000E+00,5.333E+01
ZR96,0.000E+00,1.168E+03
ZR97,0.000E+00,6.480E-01
ZR98,0.000E+00,3.332E-04
ZR99,0.000E+00,2.544E-05
ZR100,0.000E+00,6.961E-05
ZR101,0.000E+00,2.149E-05
ZR102,0.000E+00,1.234E-04
ZR103,0.000E+00,3.123E-06
ZR104,0.000E+00,1.819E-06
ZR105,0.000E+00,3.628E-08
ZR106,0.000E+00,4.952E-09
NB93,0.000E+00,2.249E-04
NB93M,0.000E+00,1.155E-03
NB94,0.000E+00,2.765E-03
NB95,0.000E+00,2.944E+01
NB95M,0.000E+00,2.119E-02
NB96,0.000E+00,2.463E-03
NB97,0.000E+00,4.642E-02
NB97M,0.000E+00,6.065E-04
NB98,0.000E+00,3.092E-05
NB98M,0.000E+00,4.998E-04
NB99,0.000E+00,1.588E-04
NB99M,0.000E+00,8.468E-05
NB100,0.000E+00,1.512E-05
NB100M,0.000E+00,1.519E-05
NB101,0.000E+00,7.865E-05
NB102,0.000E+00,3.188E-05
NB103,0.000E+00,1.152E-04
NB104,0.000E+00,3.922E-06
NB105,0.000E+00,2.244E-06
NB106,0.000E+00,1.553E-07
NB107,0.000E+00,2.683E-08
NB108,0.000E+00,5.676E-09
NB109,0.000E+00,1.663E-09
MO95,0.000E+00,1.103E+03
MO96,0.000E+00,4.617E+01
MO97,0.000E+00,1.189E+03
MO98,0.000E+00,1.334E+03
MO99,0.000E+00,2.928E+00
MO100,0.000E+00,1.473E+03
MO101,0.000E+00,1.202E-02
MO102,0.000E+00,9.058E-03
MO103,0.000E+00,7.761E-04
MO104,0.000E+00,1.109E-03
MO105,0.000E+00,4.106E-04
MO106,0.000E+00,3.836E-05
MO107,0.000E+00,8.849E-06
MO108,0.000E+00,8.112E-07
MO109,0.000E+00,2.869E-07
MO110,0.000E+00,1.247E-07
MO111,0.000E+00,5.885E-09
MO112,0.000E+00,1.924E-09
TC98,0.000E+00,7.819E-02
TC99,0.000E+00,1.311E+03
TC99M,0.000E+00,2.339E-01
TC100,0.000E+00,1.970E-05
TC101,0.000E+00,1.160E-02
TC102,0.000E+00,7.246E-05
TC102M,0.000E+00,5.785E-06
TC103,0.000E+00,6.639E-04
TC104,0.000E+00,1.400E-02
TC105,0.000E+00,4.763E-03
TC106,0.000E+00,2.908E-04
TC107,0.000E+00,1.209E-04
TC108,0.000E+00,1.080E-05
TC109,0.000E+00,7.292E-05
TC110,0.000E+00,3.254E-07
TC111,0.000E+00,2.313E-07
TC112,0.000E+00,2.409E-08
TC113,0.000E+00,8.623E-09
RU99,0.000E+00,1.211E-02
RU100,0.000E+00,8.535E+01
RU101,0.000E+00,1.427E+03
RU102,0.000E+00,1.604E+03
RU103,0.000E+00,4.780E+01
RU104,0.000E+00,1.380E+03
RU105,0.000E+00,1.675E-01
RU106,0.000E+00,2.375E+02
RU107,0.000E+00,1.449E-03
RU108,0.000E+00,1.085E-03
RU109,0.000E+00,1.016E-04
RU110,0.000E+00,1.959E-05
RU111,0.000E+00,1.064E-05
RU112,0.000E+00,2.640E-07
RU113,0.000E+00,6.534E-07
RU114,0.000E+00,6.095E-07
RU115,0.000E+00,4.416E-08
RU116,0.000E+00,1.940E-08
RU118,0.000E+00,8.774E-09
RH102,0.000E+00,1.907E-02
RH103,0.000E+00,1.341E+03
RH103M,0.000E+00,4.274E-02
RH104,0.000E+00,9.569E-05
RH104M,0.000E+00,9.586E-05
RH105,0.000E+00,1.332E+00
RH105M,0.000E+00,1.321E-04
RH106,0.000E+00,2.233E-04
RH106M,0.000E+00,1.813E-04
RH107,0.000E+00,7.505E-03
RH108,0.000E+00,6.848E-05
RH108M,0.000E+00,1.696E-05
RH109,0.000E+00,2.726E-04
RH109M,0.000E+00,7.522E-05
RH110,0.000E+00,3.807E-05
RH110M,0.000E+00,2.520E-07
RH111,0.000E+00,5.592E-05
RH112,0.000E+00,2.730E-06
RH113,0.000E+00,3.817E-07
RH114,0.000E+00,4.797E-07
RH115,0.000E+00,1.438E-06
RH116,0.000E+00,9.661E-08
RH117,0.000E+00,6.044E-08
RH118,0.000E+00,3.243E-08
RH119,0.000E+00,3.596E-09
PD104,0.000E+00,1.482E+02
PD105,0.000E+00,1.006E+03
PD106,0.000E+00,7.560E+02
PD107,0.000E+00,5.617E+02
PD108,0.000E+00,4.475E+02
PD109,0.000E+00,1.568E-01
PD109M,0.000E+00,4.320E-04
PD110,0.000E+00,1.551E+02
PD111,0.000E+00,1.271E-03
PD111M,0.000E+00,2.457E-04
PD112,0.000E+00,4.546E-02
PD113,0.000E+00,4.470E-05
PD114,0.000E+00,5.580E-05
PD115,0.000E+00,1.545E-05
PD116,0.000E+00,4.105E-06
PD117,0.000E+00,1.324E-06
PD118,0.000E+00,7.560E-07
PD119,0.000E+00,2.992E-07
PD120,0.000E+00,3.064E-07
PD121,0.000E+00,1.807E-08
PD122,0.000E+00,1.154E-08
AG107,0.000E+00,1.563E-04
AG108M,0.000E+00,4.646E-06
AG109,0.000E+00,2.980E+02
AG109M,0.000E+00,1.281E-04
AG110,0.000E+00,7.463E-06
AG110M,0.000E+00,1.224E+00
AG111,0.000E+00,6.229E-01
AG111M,0.000E+00,6.241E-05
AG112,0.000E+00,7.091E-03
AG113,0.000E+00,8.715E-03
AG113M,0.000E+00,3.366E-06
AG114,0.000E+00,1.808E-06
AG115,0.000E+00,3.686E-04
AG115M,0.000E+00,2.019E-06
AG116,0.000E+00,2.643E-05
AG116M,0.000E+00,1.678E-06
AG117,0.000E+00,1.243E-05
AG117M,0.000E+00,8.648E-07
AG118,0.000E+00,7.957E-07
AG118M,0.000E+00,4.270E-07
AG119,0.000E+00,1.846E-06
AG120,0.000E+00,2.605E-07
AG121,0.000E+00,4.902E-07
AG122,0.000E+00,1.048E-08
AG123,0.000E+00,4.860E-08
AG124,0.000E+00,6.794E-09
AG125,0.000E+00,2.972E-09
CD108,0.000E+00,1.306E-02
CD109,0.000E+00,1.279E-04
CD110,0.000E+00,2.194E+01
CD111,0.000E+00,1.064E+02
CD111M,0.000E+00,8.024E-08
CD112,0.000E+00,8.405E+01
CD113,0.000E+00,6.689E+01
CD113M,0.000E+00,1.201E+00
CD114,0.000E+00,5.584E+01
CD115,0.000E+00,8.100E-02
CD115M,0.000E+00,1.483E-01
CD116,0.000E+00,4.738E+01
CD117,0.000E+00,2.189E-03
CD117M,0.000E+00,1.485E-03
CD118,0.000E+00,1.015E-03
CD119,0.000E+00,9.594E-05
CD119M,0.000E+00,3.302E-05
CD120,0.000E+00,1.656E-05
CD121,0.000E+00,4.194E-06
CD122,0.000E+00,1.776E-06
CD123,0.000E+00,2.666E-06
CD124,0.000E+00,4.943E-06
CD125,0.000E+00,3.334E-07
CD126,0.000E+00,5.199E-07
CD127,0.000E+00,4.290E-08
CD128,0.000E+00,3.239E-08
CD129,0.000E+00,4.437E-09
CD130,0.000E+00,6.773E-09
IN113,0.000E+00,1.631E-01
IN114M,0.000E+00,4.194E-04
IN115,0.000E+00,3.275E+01
IN115M,0.000E+00,6.526E-03
IN116,0.000E+00,4.563E-07
IN116M,0.000E+00,9.380E-04
IN117,0.000E+00,5.584E-04
IN117M,0.000E+00,1.891E-03
IN118,0.000E+00,1.685E-06
IN118M,0.000E+00,3.643E-08
IN119,0.000E+00,1.473E-05
IN119M,0.000E+00,2.731E-04
IN120,0.000E+00,7.488E-06
IN120M,0.000E+00,5.203E-07
IN121,0.000E+00,7.882E-06
IN121M,0.000E+00,1.389E-05
IN122,0.000E+00,3.445E-06
IN122M,0.000E+00,3.215E-08
IN123,0.000E+00,1.732E-06
IN123M,0.000E+00,5.894E-06
IN124,0.000E+00,1.470E-06
IN125,0.000E+00,6.785E-07
IN125M,0.000E+00,2.523E-06
IN126,0.000E+00,8.347E-07
IN127,0.000E+00,5.442E-07
IN127M,0.000E+00,9.908E-07
IN128,0.000E+00,1.447E-06
IN129,0.000E+00,3.009E-07
IN130,0.000E+00,2.039E-07
IN131,0.000E+00,5.036E-08
IN132,0.000E+00,5.680E-09
SN114,0.000E+00,1.370E-02
SN115,0.000E+00,2.139E+00
SN116,0.000E+00,2.868E+01
SN117,0.000E+00,4.927E+01
SN117M,0.000E+00,1.314E-03
SN118,0.000E+00,4.893E+01
SN119,0.000E+00,4.893E+01
SN119M,0.000E+00,1.205E-01
SN120,0.000E+00,4.927E+01
SN121,0.000E+00,3.488E-02
SN121M,0.000E+00,2.189E-02
SN122,0.000E+00,5.437E+01
SN123,0.000E+00,9.134E-01
SN123M,0.000E+00,8.443E-04
SN124,0.000E+00,7.028E+01
SN125,0.000E+00,2.062E-01
SN125M,0.000E+00,2.714E-04
SN126,0.000E+00,1.157E+02
SN127,0.000E+00,7.924E-03
SN127M,0.000E+00,1.174E-04
SN128,0.000E+00,7.204E-03
SN129,0.000E+00,6.095E-04
SN129M,0.000E+00,2.015E-04
SN130,0.000E+00,8.757E-04
SN131,0.000E+00,2.162E-04
SN132,0.000E+00,7.526E-05
SN133,0.000E+00,1.021E-06
SN134,0.000E+00,1.263E-07
SN135,0.000E+00,5.580E-09
SB121,0.000E+00,4.784E+01
SB122,0.000E+00,1.134E-02
SB122M,0.000E+00,7.267E-08
SB123,0.000E+00,5.793E+01
SB124,0.000E+00,1.622E-01
SB125,0.000E+00,4.642E+01
SB126,0.000E+00,4.316E-02
SB126M,0.000E+00,9.456E-06
SB127,0.000E+00,5.421E-01
SB128,0.000E+00,6.597E-03
SB128M,0.000E+00,1.396E-03
SB129,0.000E+00,5.944E-02
SB130,0.000E+00,2.615E-03
SB130M,0.000E+00,1.908E-03
SB131,0.000E+00,1.192E-02
SB132,0.000E+00,8.263E-04
SB132M,0.000E+00,7.589E-04
SB133,0.000E+00,7.581E-04
SB134,0.000E+00,1.351E-05
SB134M,0.000E+00,1.154E-05
SB135,0.000E+00,1.184E-06
SB136,0.000E+00,4.146E-08
SB137,0.000E+00,1.103E-08
TE122,0.000E+00,3.460E+00
TE123,0.000E+00,1.383E-01
TE123M,0.000E+00,3.368E-03
TE124,0.000E+00,2.186E+00
TE125,0.000E+00,4.399E+01
TE125M,0.000E+00,6.011E-01
TE126,0.000E+00,6.195E+00
TE127,0.000E+00,5.446E-02
TE127M,0.000E+00,2.054E+00
TE128,0.000E+00,2.950E+02
TE129,0.000E+00,1.591E-02
TE129M,0.000E+00,1.619E+00
TE130,0.000E+00,7.396E+02
TE131,0.000E+00,1.392E-02
TE131M,0.000E+00,1.653E-01
TE132,0.000E+00,3.926E+00
TE133,0.000E+00,8.648E-03
TE133M,0.000E+00,1.911E-02
TE134,0.000E+00,3.676E-02
TE135,0.000E+00,1.695E-04
TE136,0.000E+00,8.857E-05
TE137,0.000E+00,5.977E-06
TE138,0.000E+00,8.707E-07
TE139,0.000E+00,5.709E-08
TE140,0.000E+00,1.458E-08
I127,0.000E+00,1.810E+02
I128,0.000E+00,2.974E-04
I129,0.000E+00,4.353E+02
I130,0.000E+00,1.638E-02
I130M,0.000E+00,2.070E-05
I131,0.000E+00,7.292E+00
I132,0.000E+00,1.180E-01
I133,0.000E+00,1.364E+00
I133M,0.000E+00,6.609E-06
I134,0.000E+00,6.162E-02
I134M,0.000E+00,5.115E-04
I135,0.000E+00,4.207E-01
I136,0.000E+00,7.145E-04
I136M,0.000E+00,2.002E-04
I137,0.000E+00,1.967E-04
I138,0.000E+00,2.825E-05
I139,0.000E+00,5.031E-06
I140,0.000E+00,5.944E-07
