isotope,Batch1-charged (g),Batch1-discharged (g),Batch2-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch4-discharged (g),Batch5-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch8-discharged (g)
PR157,4.837E-22,4.683E-10,5.907E-22,1.431E-11,0.000E+00,1.651E-11,0.000E+00,1.729E-11,0.000E+00,5.475E-12
PR158,4.837E-22,1.324E-11,5.907E-22,1.890E-13,0.000E+00,2.181E-13,0.000E+00,2.285E-13,0.000E+00,7.238E-14
PR159,4.837E-22,6.249E-13,5.907E-22,2.115E-15,0.000E+00,2.441E-15,0.000E+00,2.558E-15,0.000E+00,8.132E-16
ND141,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
ND142,4.837E-22,1.328E+02,5.907E-22,6.668E+01,3.490E+01,1.986E+02,1.071E+02,3.622E+02,2.000E+02,8.176E+02
ND143,4.837E-22,3.932E+03,5.907E-22,2.244E+03,1.187E+03,4.015E+03,2.179E+03,5.290E+03,2.936E+03,7.695E+03
ND144,4.837E-22,3.497E+03,5.907E-22,1.880E+03,1.195E+03,3.789E+03,2.308E+03,5.356E+03,3.249E+03,9.036E+03
ND145,4.837E-22,2.773E+03,5.907E-22,1.539E+03,8.048E+02,2.769E+03,1.492E+03,3.678E+03,2.030E+03,5.431E+03
ND146,4.837E-22,2.429E+03,5.907E-22,1.299E+03,6.793E+02,2.448E+03,1.319E+03,3.382E+03,1.867E+03,5.347E+03
ND147,4.837E-22,9.996E+00,5.907E-22,8.272E+00,0.000E+00,9.967E+00,0.000E+00,1.080E+01,0.000E+00,3.695E+00
ND148,4.837E-22,1.357E+03,5.907E-22,7.018E+02,3.670E+02,1.260E+03,6.790E+02,1.667E+03,9.203E+02,2.437E+03
ND149,4.837E-22,3.705E-02,5.907E-22,2.643E-02,0.000E+00,3.212E-02,0.000E+00,3.501E-02,0.000E+00,1.207E-02
ND150,4.837E-22,6.326E+02,5.907E-22,2.835E+02,1.483E+02,5.069E+02,2.731E+02,6.685E+02,3.689E+02,9.711E+02
ND151,4.837E-22,2.245E-03,5.907E-22,1.292E-03,0.000E+00,1.582E-03,0.000E+00,1.733E-03,0.000E+00,6.028E-04
ND152,4.837E-22,1.323E-03,5.907E-22,7.225E-04,0.000E+00,8.331E-04,0.000E+00,8.727E-04,0.000E+00,2.759E-04
ND153,4.837E-22,7.931E-05,5.907E-22,4.380E-05,0.000E+00,5.055E-05,0.000E+00,5.293E-05,0.000E+00,1.674E-05
ND154,4.837E-22,2.475E-05,5.907E-22,9.532E-06,0.000E+00,1.100E-05,0.000E+00,1.152E-05,0.000E+00,3.643E-06
ND155,4.837E-22,7.883E-06,5.907E-22,2.443E-06,0.000E+00,2.819E-06,0.000E+00,2.953E-06,0.000E+00,9.333E-07
ND156,4.837E-22,6.971E-06,5.907E-22,1.091E-06,0.000E+00,1.260E-06,0.000E+00,1.319E-06,0.000E+00,4.173E-07
ND157,4.837E-22,1.497E-07,5.907E-22,1.753E-08,0.000E+00,2.023E-08,0.000E+00,2.118E-08,0.000E+00,6.703E-09
ND158,4.837E-22,4.328E-08,5.907E-22,3.495E-09,0.000E+00,4.033E-09,0.000E+00,4.223E-09,0.000E+00,1.337E-09
ND159,4.837E-22,7.975E-10,5.907E-22,2.208E-11,0.000E+00,2.548E-11,0.000E+00,2.669E-11,0.000E+00,8.465E-12
ND160,4.837E-22,1.084E-10,5.907E-22,1.809E-11,0.000E+00,2.088E-11,0.000E+00,2.186E-11,0.000E+00,6.912E-12
ND161,4.837E-22,1.912E-12,5.907E-22,1.065E-14,0.000E+00,1.229E-14,0.000E+00,1.288E-14,0.000E+00,4.085E-15
PM145,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PM146,4.837E-22,2.386E-01,5.907E-22,1.225E-01,2.651E-02,1.915E-01,4.272E-02,2.387E-01,5.452E-02,1.457E-01
PM147,4.837E-22,5.672E+02,5.907E-22,3.621E+02,3.047E+01,4.686E+02,4.058E+01,5.194E+02,4.605E+01,2.791E+02
PM148,4.837E-22,8.309E-01,5.907E-22,5.770E-01,4.810E-21,7.804E-01,0.000E+00,8.975E-01,0.000E+00,1.621E-01
PM148M,4.837E-22,7.994E+00,5.907E-22,5.450E+00,6.570E-19,7.401E+00,9.175E-19,8.533E+00,1.090E-18,1.586E+00
PM149,4.837E-22,1.150E+00,5.907E-22,8.207E-01,0.000E+00,9.998E-01,0.000E+00,1.092E+00,0.000E+00,3.713E-01
PM150,4.837E-22,1.015E-04,5.907E-22,7.396E-05,0.000E+00,9.279E-05,0.000E+00,1.041E-04,0.000E+00,1.467E-05
PM151,4.837E-22,3.096E-01,5.907E-22,1.781E-01,0.000E+00,2.180E-01,0.000E+00,2.387E-01,0.000E+00,8.302E-02
PM152,4.837E-22,4.781E-04,5.907E-22,2.608E-04,0.000E+00,3.010E-04,0.000E+00,3.152E-04,0.000E+00,9.963E-05
PM152M,4.837E-22,1.177E-05,5.907E-22,6.195E-06,0.000E+00,7.147E-06,0.000E+00,7.481E-06,0.000E+00,2.366E-06
PM153,4.837E-22,4.209E-04,5.907E-22,2.344E-04,0.000E+00,2.704E-04,0.000E+00,2.832E-04,0.000E+00,8.947E-05
PM154,4.837E-22,1.201E-04,5.907E-22,4.774E-05,0.000E+00,5.509E-05,0.000E+00,5.769E-05,0.000E+00,1.824E-05
PM154M,4.837E-22,9.468E-06,5.907E-22,4.493E-06,0.000E+00,5.185E-06,0.000E+00,5.430E-06,0.000E+00,1.718E-06
PM155,4.837E-22,1.831E-05,5.907E-22,6.964E-06,0.000E+00,8.027E-06,0.000E+00,8.412E-06,0.000E+00,2.658E-06
PM156,4.837E-22,3.558E-06,5.907E-22,9.059E-07,0.000E+00,1.046E-06,0.000E+00,1.094E-06,0.000E+00,3.463E-07
PM157,4.837E-22,1.010E-05,5.907E-22,2.073E-06,0.000E+00,2.393E-06,0.000E+00,2.506E-06,0.000E+00,7.924E-07
PM158,4.837E-22,1.903E-07,5.907E-22,3.121E-08,0.000E+00,3.602E-08,0.000E+00,3.772E-08,0.000E+00,1.193E-08
PM159,4.837E-22,5.032E-08,5.907E-22,4.093E-09,0.000E+00,4.724E-09,0.000E+00,4.947E-09,0.000E+00,1.566E-09
PM160,4.837E-22,2.517E-09,5.907E-22,4.624E-10,0.000E+00,5.336E-10,0.000E+00,5.589E-10,0.000E+00,1.768E-10
PM161,4.837E-22,3.006E-10,5.907E-22,1.045E-11,0.000E+00,1.206E-11,0.000E+00,1.263E-11,0.000E+00,4.004E-12
PM162,4.837E-22,4.534E-12,5.907E-22,3.074E-13,0.000E+00,3.549E-13,0.000E+00,3.716E-13,0.000E+00,1.174E-13
SM145,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
SM146,4.837E-22,5.488E-01,5.907E-22,2.743E-01,1.573E-01,1.050E+00,5.881E-01,2.025E+00,1.146E+00,5.018E+00
SM147,4.837E-22,7.553E+02,5.907E-22,3.732E+02,3.583E+02,7.835E+02,6.393E+02,1.064E+03,8.338E+02,1.972E+03
SM148,4.837E-22,5.527E+02,5.907E-22,2.720E+02,1.454E+02,6.147E+02,3.356E+02,9.490E+02,5.290E+02,1.649E+03
SM149,4.837E-22,8.237E+02,5.907E-22,4.076E+02,2.135E+02,6.992E+02,3.774E+02,9.008E+02,4.981E+02,1.265E+03
SM150,4.837E-22,2.298E+02,5.907E-22,1.038E+02,5.429E+01,2.810E+02,1.514E+02,4.763E+02,2.629E+02,9.644E+02
SM151,4.837E-22,3.348E+02,5.907E-22,1.445E+02,7.170E+01,2.373E+02,1.212E+02,3.010E+02,1.575E+02,4.092E+02
SM152,4.837E-22,4.373E+02,5.907E-22,1.767E+02,9.255E+01,3.558E+02,1.920E+02,5.115E+02,2.828E+02,8.562E+02
SM153,4.837E-22,3.022E-01,5.907E-22,1.586E-01,0.000E+00,2.179E-01,0.000E+00,2.625E-01,0.000E+00,1.111E-01
SM154,4.837E-22,1.161E+02,5.907E-22,3.818E+01,1.996E+01,6.843E+01,3.687E+01,9.042E+01,4.991E+01,1.319E+02
SM155,4.837E-22,7.839E-04,5.907E-22,3.061E-04,0.000E+00,3.733E-04,0.000E+00,4.079E-04,0.000E+00,1.414E-04
SM156,4.837E-22,1.087E-02,5.907E-22,3.178E-03,0.000E+00,3.668E-03,0.000E+00,3.840E-03,0.000E+00,1.215E-03
SM157,4.837E-22,1.088E-04,5.907E-22,2.886E-05,0.000E+00,3.331E-05,0.000E+00,3.488E-05,0.000E+00,1.103E-05
SM158,4.837E-22,3.413E-04,5.907E-22,8.112E-05,0.000E+00,9.360E-05,0.000E+00,9.805E-05,0.000E+00,3.101E-05
SM159,4.837E-22,1.023E-05,5.907E-22,1.513E-06,0.000E+00,1.745E-06,0.000E+00,1.828E-06,0.000E+00,5.785E-07
SM160,4.837E-22,1.040E-05,5.907E-22,1.463E-06,0.000E+00,1.688E-06,0.000E+00,1.768E-06,0.000E+00,5.596E-07
SM161,4.837E-22,8.702E-08,5.907E-22,6.674E-09,0.000E+00,7.705E-09,0.000E+00,8.070E-09,0.000E+00,2.555E-09
SM162,4.837E-22,1.971E-08,5.907E-22,2.495E-09,0.000E+00,2.879E-09,0.000E+00,3.015E-09,0.000E+00,9.533E-10
SM163,4.837E-22,3.060E-10,5.907E-22,1.870E-11,0.000E+00,2.159E-11,0.000E+00,2.261E-11,0.000E+00,7.153E-12
SM164,4.837E-22,5.090E-11,5.907E-22,1.949E-12,0.000E+00,2.250E-12,0.000E+00,2.356E-12,0.000E+00,7.457E-13
SM165,4.837E-22,7.296E-13,5.907E-22,1.657E-14,0.000E+00,1.913E-14,0.000E+00,2.003E-14,0.000E+00,6.337E-15
EU149,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
EU150,4.837E-22,6.840E-04,5.907E-22,2.835E-04,1.296E-04,1.366E-03,6.429E-04,2.619E-03,1.263E-03,6.108E-03
EU151,4.837E-22,5.667E+00,5.907E-22,2.174E+00,5.107E+00,4.685E+00,9.242E+00,6.251E+00,1.217E+01,1.973E+01
EU152,4.837E-22,1.886E+00,5.907E-22,7.438E-01,2.721E-01,2.498E+00,9.423E-01,3.803E+00,1.469E+00,7.613E+00
EU152M,4.837E-22,8.920E-04,5.907E-22,3.728E-04,0.000E+00,8.387E-04,0.000E+00,1.161E-03,0.000E+00,1.228E-03
EU153,4.837E-22,1.750E+02,5.907E-22,7.219E+01,3.784E+01,1.258E+02,6.810E+01,1.658E+02,9.196E+01,2.468E+02
EU154,4.837E-22,4.930E+01,5.907E-22,1.939E+01,5.766E+00,4.222E+01,1.294E+01,6.209E+01,1.949E+01,8.080E+01
EU155,4.837E-22,5.037E+01,5.907E-22,1.748E+01,3.436E+00,3.034E+01,6.145E+00,4.116E+01,8.538E+00,3.822E+01
EU156,4.837E-22,8.067E-01,5.907E-22,2.674E-01,0.000E+00,4.064E-01,0.000E+00,5.221E-01,0.000E+00,1.643E-01
EU157,4.837E-22,1.254E-02,5.907E-22,3.373E-03,0.000E+00,3.893E-03,0.000E+00,4.078E-03,0.000E+00,1.288E-03
EU158,4.837E-22,3.749E-04,5.907E-22,9.319E-05,0.000E+00,1.075E-04,0.000E+00,1.127E-04,0.000E+00,3.561E-05
EU159,4.837E-22,8.067E-05,5.907E-22,1.382E-05,0.000E+00,1.595E-05,0.000E+00,1.671E-05,0.000E+00,5.285E-06
EU160,4.837E-22,2.197E-06,5.907E-22,3.090E-07,0.000E+00,3.567E-07,0.000E+00,3.736E-07,0.000E+00,1.182E-07
EU161,4.837E-22,7.146E-07,5.907E-22,7.651E-08,0.000E+00,8.827E-08,0.000E+00,9.249E-08,0.000E+00,2.928E-08
EU162,4.837E-22,1.611E-06,5.907E-22,2.237E-07,0.000E+00,2.581E-07,0.000E+00,2.704E-07,0.000E+00,8.554E-08
EU163,4.837E-22,2.091E-08,5.907E-22,2.028E-09,0.000E+00,2.340E-09,0.000E+00,2.451E-09,0.000E+00,7.754E-10
EU164,4.837E-22,7.437E-10,5.907E-22,5.495E-11,0.000E+00,6.341E-11,0.000E+00,6.643E-11,0.000E+00,2.102E-11
EU165,4.837E-22,1.455E-10,5.907E-22,7.852E-12,0.000E+00,9.068E-12,0.000E+00,9.490E-12,0.000E+00,3.004E-12
GD152,4.837E-22,8.266E-01,5.907E-22,3.254E-01,2.028E-01,1.161E+00,7.384E-01,1.807E+00,1.173E+00,4.470E+00
GD153,4.837E-22,1.562E-01,5.907E-22,6.668E-02,2.303E-05,2.999E-01,1.067E-04,5.107E-01,1.861E-04,4.190E-01
GD154,4.837E-22,1.018E+01,5.907E-22,3.770E+00,6.341E+00,1.516E+01,1.798E+01,2.967E+01,3.115E+01,9.711E+01
GD155,4.837E-22,2.220E+01,5.907E-22,7.142E+00,9.440E+00,1.989E+01,2.092E+01,3.370E+01,3.277E+01,9.362E+01
GD155M,4.837E-22,1.557E-13,5.907E-22,6.284E-14,0.000E+00,2.640E-13,0.000E+00,5.359E-13,0.000E+00,5.881E-13
GD156,4.837E-22,7.073E+01,5.907E-22,2.067E+01,1.095E+01,4.799E+01,2.608E+01,7.923E+01,4.401E+01,1.643E+02
GD157,4.837E-22,2.268E+01,5.907E-22,5.608E+00,2.934E+00,9.825E+00,5.296E+00,1.364E+01,7.524E+00,2.334E+01
GD158,4.837E-22,2.975E+01,5.907E-22,7.183E+00,3.756E+00,1.587E+01,8.554E+00,2.498E+01,1.379E+01,4.994E+01
GD159,4.837E-22,6.351E-03,5.907E-22,1.225E-03,0.000E+00,1.822E-03,0.000E+00,2.386E-03,0.000E+00,1.225E-03
GD160,4.837E-22,5.071E+00,5.907E-22,7.491E-01,3.917E-01,1.343E+00,7.237E-01,1.775E+00,9.795E-01,2.592E+00
GD161,4.837E-22,4.867E-06,5.907E-22,6.692E-07,0.000E+00,8.374E-07,0.000E+00,9.316E-07,0.000E+00,3.348E-07
GD162,4.837E-22,7.000E-06,5.907E-22,9.373E-07,0.000E+00,1.082E-06,0.000E+00,1.133E-06,0.000E+00,3.586E-07
GD163,4.837E-22,4.521E-07,5.907E-22,4.984E-08,0.000E+00,5.752E-08,0.000E+00,6.025E-08,0.000E+00,1.907E-08
GD164,4.837E-22,3.240E-06,5.907E-22,3.098E-07,0.000E+00,3.575E-07,0.000E+00,3.745E-07,0.000E+00,1.185E-07
GD165,4.837E-22,9.235E-08,5.907E-22,7.793E-09,0.000E+00,8.994E-09,0.000E+00,9.423E-09,0.000E+00,2.981E-09
TB159,4.837E-22,8.595E+00,5.907E-22,1.543E+00,8.073E-01,2.952E+00,1.592E+00,4.258E+00,2.350E+00,7.591E+00
TB160,4.837E-22,1.581E-01,5.907E-22,3.080E-02,3.648E-13,6.254E-02,7.632E-13,9.423E-02,1.178E-12,5.769E-02
TB161,4.837E-22,1.317E-02,5.907E-22,1.824E-03,0.000E+00,2.287E-03,0.000E+00,2.551E-03,0.000E+00,9.125E-04
TB162,4.837E-22,5.192E-06,5.907E-22,6.935E-07,0.000E+00,8.008E-07,0.000E+00,8.385E-07,0.000E+00,2.654E-07
TB162M,4.837E-22,3.112E-06,5.907E-22,3.835E-07,0.000E+00,4.426E-07,0.000E+00,4.636E-07,0.000E+00,1.467E-07
TB163,4.837E-22,6.259E-06,5.907E-22,6.935E-07,0.000E+00,8.008E-07,0.000E+00,8.385E-07,0.000E+00,2.654E-07
TB163M,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
TB164,4.837E-22,5.793E-07,5.907E-22,5.722E-08,0.000E+00,6.601E-08,0.000E+00,6.918E-08,0.000E+00,2.190E-08
TB165,4.837E-22,5.420E-08,5.907E-22,4.993E-09,0.000E+00,5.762E-09,0.000E+00,6.036E-09,0.000E+00,1.911E-09
DY160,4.837E-22,1.407E+00,5.907E-22,2.671E-01,1.558E-01,7.296E-01,4.266E-01,1.258E+00,7.465E-01,2.814E+00
DY161,4.837E-22,2.221E+00,5.907E-22,3.098E-01,1.629E-01,6.490E-01,3.510E-01,1.021E+00,5.646E-01,2.075E+00
DY162,4.837E-22,1.922E+00,5.907E-22,2.639E-01,1.380E-01,5.745E-01,3.096E-01,9.236E-01,5.097E-01,1.948E+00
DY163,4.837E-22,8.149E-01,5.907E-22,9.787E-02,5.119E-02,2.195E-01,1.183E-01,3.615E-01,1.995E-01,7.954E-01
DY164,4.837E-22,4.597E-01,5.907E-22,4.821E-02,2.521E-02,1.042E-01,5.616E-02,1.682E-01,9.285E-02,3.652E-01
DY165,4.837E-22,2.096E-05,5.907E-22,2.083E-06,0.000E+00,3.174E-06,0.000E+00,4.311E-06,0.000E+00,2.448E-06
DY165M,4.837E-22,9.953E-08,5.907E-22,9.976E-09,0.000E+00,1.561E-08,0.000E+00,2.163E-08,0.000E+00,1.262E-08
DY166,4.837E-22,3.260E-04,5.907E-22,2.499E-05,0.000E+00,2.888E-05,0.000E+00,3.028E-05,0.000E+00,9.563E-06
HO165,4.837E-22,2.109E-01,5.907E-22,2.018E-02,1.055E-02,3.883E-02,2.092E-02,5.691E-02,3.142E-02,1.079E-01
HO166,4.837E-22,1.769E-04,5.907E-22,1.547E-05,0.000E+00,2.405E-05,0.000E+00,3.209E-05,0.000E+00,1.718E-05
HO166M,4.837E-22,2.354E-03,5.907E-22,2.463E-04,1.283E-04,7.265E-04,3.898E-04,1.380E-03,7.591E-04,3.532E-03
ER166,4.837E-22,1.668E-01,5.907E-22,1.435E-02,7.529E-03,3.079E-02,1.661E-02,4.787E-02,2.646E-02,9.540E-02
ER167,4.837E-22,6.394E-02,5.907E-22,6.467E-03,3.380E-03,1.202E-02,6.475E-03,1.687E-02,9.314E-03,2.887E-02
ER167M,4.837E-22,6.516E-11,5.907E-22,6.106E-12,0.000E+00,1.367E-11,0.000E+00,2.205E-11,0.000E+00,1.473E-11
ER168,4.837E-22,1.442E-02,5.907E-22,1.609E-03,8.413E-04,4.778E-03,2.575E-03,8.928E-03,4.925E-03,2.163E-02
ER169,4.837E-22,1.649E-06,5.907E-22,2.005E-07,0.000E+00,6.242E-07,0.000E+00,1.212E-06,0.000E+00,9.889E-07
ER170,4.837E-22,2.325E-08,5.907E-22,3.178E-09,2.142E-09,2.678E-08,1.680E-08,9.042E-08,5.576E-08,4.211E-07
ER171,4.837E-22,4.979E-14,5.907E-22,7.414E-15,0.000E+00,6.527E-14,0.000E+00,2.285E-13,0.000E+00,3.567E-13
ER172,4.837E-22,4.379E-18,5.907E-22,7.100E-19,0.000E+00,6.527E-18,0.000E+00,2.372E-17,0.000E+00,1.241E-17
TM169,4.837E-22,7.873E-05,5.907E-22,9.503E-06,5.076E-06,4.056E-05,2.219E-05,9.169E-05,5.125E-05,2.669E-04
TM170,4.837E-22,4.780E-06,5.907E-22,6.290E-07,3.400E-13,3.012E-06,1.679E-12,7.293E-06,4.161E-12,7.754E-06
TM170M,4.837E-22,1.458E-19,5.907E-22,1.919E-20,0.000E+00,8.548E-20,0.000E+00,2.004E-19,0.000E+00,1.956E-19
TM171,4.837E-22,2.100E-07,5.907E-22,3.015E-08,1.260E-09,1.971E-07,8.480E-09,5.653E-07,2.492E-08,3.485E-07
TM172,4.837E-22,2.251E-11,5.907E-22,3.521E-12,0.000E+00,2.405E-11,0.000E+00,7.153E-11,0.000E+00,1.479E-11
YB168,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
YB169,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
YB170,4.837E-22,1.539E-05,5.907E-22,2.095E-06,1.423E-06,1.710E-05,1.083E-05,5.598E-05,3.491E-05,2.501E-04
YB171,4.837E-22,6.360E-07,5.907E-22,9.793E-08,6.570E-08,1.409E-06,8.567E-07,6.432E-06,3.837E-06,3.850E-05
YB172,4.837E-22,2.417E-08,5.907E-22,4.242E-09,2.220E-09,1.092E-07,5.883E-08,7.220E-07,3.985E-07,6.287E-06
TL206,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.419E-19,5.781E-19,2.236E-18,2.444E-18,9.303E-18
TL207,4.837E-22,1.651E-14,0.000E+00,1.054E-08,2.476E-08,3.331E-08,4.790E-08,5.055E-08,6.442E-08,6.519E-08
TL208,0.000E+00,3.560E-12,5.907E-22,2.206E-06,3.910E-06,5.069E-06,7.130E-06,6.522E-06,8.693E-06,7.376E-06
TL209,0.000E+00,1.069E-17,0.000E+00,1.914E-11,4.327E-11,5.527E-11,8.521E-11,8.224E-11,1.160E-10,1.103E-10
PB206,4.837E-22,1.771E-11,0.000E+00,1.283E-05,6.005E-05,1.539E-04,3.387E-04,5.710E-04,9.603E-04,2.174E-03
PB207,4.837E-22,3.630E-09,0.000E+00,2.981E-03,1.312E-02,2.897E-02,5.404E-02,8.097E-02,1.215E-01,2.278E-01
PB208,0.000E+00,2.959E-06,5.907E-22,2.079E+00,1.014E+01,2.003E+01,3.682E+01,5.203E+01,7.605E+01,1.292E+02
PB209,0.000E+00,4.459E-14,0.000E+00,7.976E-08,1.803E-07,2.305E-07,3.552E-07,3.432E-07,4.833E-07,4.601E-07
PB210,4.837E-22,3.476E-10,0.000E+00,2.287E-04,1.959E-04,8.325E-04,7.251E-04,1.569E-03,1.395E-03,2.105E-03
PB211,4.837E-22,1.277E-13,0.000E+00,8.154E-08,1.915E-07,2.577E-07,3.705E-07,3.911E-07,4.983E-07,5.044E-07
PB212,0.000E+00,2.100E-09,5.907E-22,1.301E-03,2.306E-03,2.989E-03,4.205E-03,3.847E-03,5.129E-03,4.350E-03
PB214,4.837E-22,3.852E-16,0.000E+00,4.849E-13,1.849E-12,5.287E-12,1.281E-11,2.211E-11,4.192E-11,1.100E-10
BI208,0.000E+00,5.144E-15,0.000E+00,5.074E-08,5.253E-08,6.496E-07,6.930E-07,2.680E-06,2.928E-06,1.115E-05
BI209,0.000E+00,1.601E-10,0.000E+00,6.621E-04,2.359E-03,5.076E-03,9.236E-03,1.388E-02,2.062E-02,3.888E-02
BI210,4.837E-22,2.140E-13,0.000E+00,1.409E-07,1.206E-07,5.133E-07,4.463E-07,9.684E-07,8.582E-07,1.299E-06
BI210M,0.000E+00,1.654E-15,0.000E+00,1.631E-08,1.689E-08,2.088E-07,2.229E-07,8.620E-07,9.418E-07,3.583E-06
BI211,4.837E-22,7.534E-15,0.000E+00,4.812E-09,1.130E-08,1.520E-08,2.186E-08,2.308E-08,2.940E-08,2.976E-08
BI212,0.000E+00,1.992E-10,5.907E-22,1.234E-04,2.187E-04,2.836E-04,3.988E-04,3.649E-04,4.865E-04,4.126E-04
BI213,0.000E+00,1.047E-14,0.000E+00,1.874E-08,4.236E-08,5.411E-08,8.340E-08,8.050E-08,1.136E-07,1.080E-07
BI214,4.837E-22,2.860E-16,0.000E+00,3.601E-13,1.373E-12,3.926E-12,9.516E-12,1.642E-11,3.112E-11,8.162E-11
PO210,4.837E-22,4.911E-12,0.000E+00,3.240E-06,3.339E-06,1.291E-05,1.236E-05,2.518E-05,2.376E-05,3.545E-05
PO211,6.854E-20,9.240E-20,0.000E+00,5.905E-14,1.387E-13,1.866E-13,2.682E-13,2.832E-13,3.607E-13,3.652E-13
PO211M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.267E-19,0.000E+00,6.610E-19,0.000E+00,3.118E-19
PO212,0.000E+00,0.000E+00,5.907E-22,6.526E-15,1.157E-14,1.501E-14,2.110E-14,1.930E-14,2.574E-14,2.184E-14
PO213,0.000E+00,4.848E-22,0.000E+00,2.811E-17,6.353E-17,8.120E-17,1.252E-16,1.208E-16,1.704E-16,1.620E-16
PO214,4.837E-22,4.848E-22,0.000E+00,5.908E-16,1.889E-19,1.087E-15,1.309E-18,1.342E-15,4.282E-18,4.314E-16
PO215,7.928E-20,1.069E-19,0.000E+00,6.828E-14,1.604E-13,2.158E-13,3.103E-13,3.275E-13,4.173E-13,4.223E-13
PO216,0.000E+00,8.377E-15,5.907E-22,5.190E-09,9.199E-09,1.193E-08,1.678E-08,1.535E-08,2.046E-08,1.736E-08
PO218,4.837E-22,4.466E-17,0.000E+00,5.623E-14,2.144E-13,6.130E-13,1.486E-12,2.564E-12,4.860E-12,1.275E-11
AT217,0.000E+00,1.258E-19,0.000E+00,2.251E-13,5.089E-13,6.502E-13,1.002E-12,9.671E-13,1.364E-12,1.297E-12
RN218,0.000E+00,1.855E-19,0.000E+00,1.282E-13,0.000E+00,2.358E-13,0.000E+00,2.909E-13,0.000E+00,9.110E-14
RN219,4.837E-22,2.422E-16,0.000E+00,1.548E-10,3.635E-10,4.889E-10,7.030E-10,7.421E-10,9.462E-10,9.570E-10
RN220,0.000E+00,3.164E-12,5.907E-22,1.960E-06,3.474E-06,4.503E-06,6.334E-06,5.795E-06,7.724E-06,6.554E-06
RN222,4.837E-22,8.212E-14,0.000E+00,1.034E-10,3.942E-10,1.127E-09,2.731E-09,4.714E-09,8.937E-09,2.344E-08
FR221,0.000E+00,1.142E-15,0.000E+00,2.044E-09,4.621E-09,5.903E-09,9.102E-09,8.787E-09,1.239E-08,1.178E-08
FR223,4.837E-22,1.148E-15,0.000E+00,7.331E-10,1.693E-09,2.279E-09,3.265E-09,3.448E-09,4.386E-09,4.443E-09
RA222,0.000E+00,2.052E-16,0.000E+00,1.417E-10,0.000E+00,2.606E-10,0.000E+00,3.215E-10,0.000E+00,1.008E-10
RA223,4.837E-22,6.152E-11,0.000E+00,3.931E-05,9.230E-05,1.242E-04,1.786E-04,1.885E-04,2.402E-04,2.431E-04
RA224,0.000E+00,1.832E-08,5.907E-22,1.134E-02,2.012E-02,2.608E-02,3.667E-02,3.356E-02,4.474E-02,3.795E-02
RA225,0.000E+00,5.231E-12,0.000E+00,9.296E-06,2.089E-05,2.672E-05,4.114E-05,3.969E-05,5.600E-05,5.328E-05
RA226,4.837E-22,1.277E-08,0.000E+00,1.608E-05,6.133E-05,1.752E-04,4.250E-04,7.334E-04,1.390E-03,3.646E-03
RA228,0.000E+00,2.354E-13,5.907E-22,3.325E-04,3.810E-04,3.814E-04,3.990E-04,3.775E-04,3.932E-04,3.271E-04
AC225,0.000E+00,3.488E-12,0.000E+00,6.242E-06,1.411E-05,1.803E-05,2.781E-05,2.683E-05,3.784E-05,3.598E-05
AC227,4.837E-22,4.447E-08,0.000E+00,2.842E-02,6.557E-02,8.827E-02,1.265E-01,1.336E-01,1.700E-01,1.721E-01
AC228,0.000E+00,8.993E-13,5.907E-22,6.603E-07,3.978E-08,2.070E-06,4.165E-08,3.226E-06,4.105E-08,1.411E-06
TH226,0.000E+00,1.022E-14,0.000E+00,7.065E-09,0.000E+00,1.299E-08,0.000E+00,1.603E-08,0.000E+00,5.022E-09
TH227,4.837E-22,1.020E-10,0.000E+00,6.515E-05,1.514E-04,2.044E-04,2.930E-04,3.099E-04,3.940E-04,3.996E-04
TH228,0.000E+00,3.540E-06,5.907E-22,2.192E+00,3.892E+00,5.038E+00,7.097E+00,6.482E+00,8.663E+00,7.337E+00
TH229,0.000E+00,8.969E-07,0.000E+00,1.672E+00,3.848E+00,4.791E+00,7.578E+00,7.126E+00,1.032E+01,9.748E+00
TH230,4.837E-22,5.657E-04,0.000E+00,6.479E-01,7.758E-01,3.513E+00,3.968E+00,8.606E+00,9.736E+00,1.935E+01
