isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,8.072E-02,0.000E+00,3.393E-01
HE4,0.000E+00,0.000E+00,0.000E+00,6.695E+02
LI6,0.000E+00,3.209E-04,0.000E+00,1.944E-03
LI7,0.000E+00,1.329E-05,0.000E+00,4.883E-05
BE9,0.000E+00,2.556E-05,0.000E+00,9.330E-05
BE10,0.000E+00,1.708E-04,0.000E+00,6.282E-04
C14,0.000E+00,3.451E-05,0.000E+00,1.270E-04
CO72,0.000E+00,1.331E-12,0.000E+00,2.307E-12
CO73,0.000E+00,4.035E-13,0.000E+00,4.505E-13
CO74,0.000E+00,7.065E-14,0.000E+00,3.853E-14
CO75,0.000E+00,6.986E-15,0.000E+00,2.904E-15
NI72,0.000E+00,5.315E-10,0.000E+00,2.364E-09
NI73,0.000E+00,7.148E-11,0.000E+00,1.446E-10
NI74,0.000E+00,6.700E-11,0.000E+00,8.797E-11
NI75,0.000E+00,7.460E-12,0.000E+00,6.662E-12
NI76,0.000E+00,2.876E-12,0.000E+00,2.178E-12
NI77,0.000E+00,1.865E-13,0.000E+00,6.698E-14
NI78,0.000E+00,2.905E-14,0.000E+00,8.777E-15
CU66,0.000E+00,2.097E-13,0.000E+00,1.061E-12
CU67,0.000E+00,1.345E-16,0.000E+00,1.043E-16
CU72,0.000E+00,2.644E-09,0.000E+00,2.181E-08
CU73,0.000E+00,2.295E-09,0.000E+00,9.033E-09
CU74,0.000E+00,4.119E-10,0.000E+00,1.452E-09
CU75,0.000E+00,5.350E-10,0.000E+00,1.198E-09
CU76,0.000E+00,1.147E-10,0.000E+00,1.932E-10
CU77,0.000E+00,6.990E-11,0.000E+00,6.774E-11
CU78,0.000E+00,1.016E-11,0.000E+00,6.891E-12
CU79,0.000E+00,3.728E-12,0.000E+00,1.070E-12
CU80,0.000E+00,2.427E-13,0.000E+00,6.767E-14
CU81,0.000E+00,1.479E-14,0.000E+00,1.581E-15
ZN66,0.000E+00,6.814E-08,0.000E+00,2.088E-07
ZN67,0.000E+00,2.739E-09,0.000E+00,9.277E-09
ZN68,0.000E+00,3.617E-11,0.000E+00,4.122E-11
ZN69,0.000E+00,6.902E-18,0.000E+00,3.378E-18
ZN69M,0.000E+00,6.722E-18,0.000E+00,3.289E-18
ZN72,0.000E+00,8.674E-05,0.000E+00,8.751E-04
ZN73,0.000E+00,2.249E-08,0.000E+00,1.598E-07
ZN74,0.000E+00,1.618E-07,0.000E+00,1.116E-06
ZN75,0.000E+00,2.757E-08,0.000E+00,1.412E-07
ZN76,0.000E+00,2.751E-08,0.000E+00,1.103E-07
ZN77,0.000E+00,7.764E-09,0.000E+00,2.287E-08
ZN78,0.000E+00,1.285E-08,0.000E+00,2.120E-08
ZN79,0.000E+00,1.374E-09,0.000E+00,1.182E-09
ZN80,0.000E+00,8.964E-10,0.000E+00,5.942E-10
ZN81,0.000E+00,3.792E-11,0.000E+00,1.088E-11
ZN82,0.000E+00,5.333E-12,0.000E+00,1.234E-12
ZN83,0.000E+00,3.130E-13,0.000E+00,4.980E-14
GA69,0.000E+00,4.884E-14,0.000E+00,1.991E-14
GA70,0.000E+00,1.297E-20,0.000E+00,0.000E+00
GA71,0.000E+00,1.750E-06,0.000E+00,3.607E-05
GA72,0.000E+00,2.638E-05,0.000E+00,2.673E-04
GA73,0.000E+00,1.763E-05,0.000E+00,1.317E-04
GA74,0.000E+00,8.854E-07,0.000E+00,6.548E-06
GA75,0.000E+00,4.203E-07,0.000E+00,2.519E-06
GA76,0.000E+00,2.097E-07,0.000E+00,1.143E-06
GA77,0.000E+00,1.752E-07,0.000E+00,8.794E-07
