isotope,ST1-charged (g),ST1-discharged (g)
AS78,0.00E+00,8.54E-05
AS79,0.00E+00,1.82E-05
AS80,0.00E+00,8.42E-07
AS81,0.00E+00,2.44E-06
AS82,0.00E+00,1.52E-06
AS82M,0.00E+00,4.07E-07
AS83,0.00E+00,1.94E-06
AS84,0.00E+00,6.61E-07
AS85,0.00E+00,1.07E-07
AS86,0.00E+00,2.34E-08
AS87,0.00E+00,2.65E-09
AS88,0.00E+00,2.70E-10
AS89,0.00E+00,3.40E-11
SE76,0.00E+00,6.78E-01
SE77,0.00E+00,9.58E+00
SE77M,0.00E+00,6.45E-10
SE78,0.00E+00,2.30E+01
SE79,0.00E+00,4.78E+01
SE79M,0.00E+00,7.91E-06
SE80,0.00E+00,6.88E+01
SE81,0.00E+00,9.68E-05
SE81M,0.00E+00,9.92E-06
SE82,0.00E+00,1.86E+02
SE83,0.00E+00,1.63E-04
SE83M,0.00E+00,1.11E-05
SE84,0.00E+00,7.95E-05
SE85,0.00E+00,7.51E-06
SE85M,0.00E+00,2.84E-06
SE86,0.00E+00,5.38E-06
SE87,0.00E+00,1.14E-06
SE88,0.00E+00,1.64E-07
SE89,0.00E+00,1.60E-08
SE90,0.00E+00,5.73E-09
SE91,0.00E+00,4.39E-10
SE92,0.00E+00,4.93E-11
BR79,0.00E+00,6.53E-03
BR79M,0.00E+00,1.82E-13
BR80,0.00E+00,7.87E-09
BR80M,0.00E+00,2.59E-08
BR81,0.00E+00,8.83E+01
BR82,0.00E+00,5.71E-03
BR82M,0.00E+00,3.01E-06
BR83,0.00E+00,2.46E-03
BR84,0.00E+00,8.13E-04
BR84M,0.00E+00,8.93E-06
BR85,0.00E+00,8.31E-05
BR86,0.00E+00,1.74E-05
BR86M,0.00E+00,1.43E-06
BR87,0.00E+00,3.25E-05
BR88,0.00E+00,8.62E-06
BR89,0.00E+00,1.48E-06
BR90,0.00E+00,2.80E-07
BR91,0.00E+00,5.21E-08
BR92,0.00E+00,6.52E-09
BR93,0.00E+00,6.74E-10
BR94,0.00E+00,3.63E-11
BR95,0.00E+00,4.43E-12
BR96,0.00E+00,1.79E-13
KR79,0.00E+00,2.71E-11
KR80,0.00E+00,3.79E-03
KR81,0.00E+00,2.02E-03
KR81M,0.00E+00,2.09E-12
KR82,0.00E+00,2.83E+01
KR83,0.00E+00,2.77E+02
KR83M,0.00E+00,1.92E-03
KR84,0.00E+00,7.18E+02
KR85,0.00E+00,7.05E+01
KR85M,0.00E+00,7.93E-03
KR86,0.00E+00,9.96E+02
KR87,0.00E+00,3.82E-03
KR88,0.00E+00,1.19E-02
KR89,0.00E+00,2.43E-04
KR90,0.00E+00,3.98E-05
KR91,0.00E+00,7.80E-06
KR92,0.00E+00,9.44E-07
KR93,0.00E+00,2.66E-07
KR94,0.00E+00,1.07E-08
KR95,0.00E+00,9.21E-09
KR96,0.00E+00,1.28E-09
KR97,0.00E+00,2.97E-11
KR98,0.00E+00,5.90E-12
RB85,0.00E+00,5.62E+02
RB86,0.00E+00,2.27E-01
RB86M,0.00E+00,7.40E-08
RB87,0.00E+00,1.28E+03
RB88,0.00E+00,1.32E-03
RB89,0.00E+00,1.45E-03
RB90,0.00E+00,2.12E-04
RB90M,0.00E+00,1.13E-04
RB91,0.00E+00,1.12E-04
RB92,0.00E+00,7.65E-06
RB93,0.00E+00,7.56E-06
RB94,0.00E+00,1.86E-06
RB95,0.00E+00,1.26E-07
RB96,0.00E+00,2.68E-08
RB97,0.00E+00,4.28E-09
RB98,0.00E+00,1.15E-09
RB99,0.00E+00,6.85E-11
RB100,0.00E+00,9.57E-12
SR86,0.00E+00,8.56E+01
SR87,0.00E+00,3.22E+00
SR87M,0.00E+00,6.85E-06
SR88,0.00E+00,1.70E+03
SR89,0.00E+00,6.97E+00
SR90,0.00E+00,1.77E+03
SR91,0.00E+00,7.68E-02
SR92,0.00E+00,2.58E-02
SR93,0.00E+00,1.45E-03
SR94,0.00E+00,2.35E-04
SR95,0.00E+00,7.47E-05
SR96,0.00E+00,7.42E-06
SR97,0.00E+00,1.95E-07
SR98,0.00E+00,3.63E-07
SR99,0.00E+00,8.25E-08
SR100,0.00E+00,3.54E-08
SR101,0.00E+00,1.31E-09
SR102,0.00E+00,2.19E-10
SR103,0.00E+00,2.50E-12
SR104,0.00E+00,1.51E-13
Y89,0.00E+00,2.16E+03
Y89M,0.00E+00,4.97E-11
Y90,0.00E+00,4.58E-01
Y90M,0.00E+00,1.04E-06
Y91,0.00E+00,1.14E+01
Y91M,0.00E+00,3.89E-03
Y92,0.00E+00,3.41E-02
Y93,0.00E+00,1.23E-01
Y94,0.00E+00,4.13E-03
Y95,0.00E+00,2.58E-03
Y96,0.00E+00,5.32E-04
Y97,0.00E+00,3.64E-06
Y98,0.00E+00,6.78E-07
Y99,0.00E+00,1.06E-06
Y100,0.00E+00,4.68E-07
Y101,0.00E+00,2.02E-07
Y102,0.00E+00,1.61E-08
Y103,0.00E+00,3.51E-09
Y104,0.00E+00,1.32E-10
Y105,0.00E+00,7.11E-12
Y107,0.00E+00,1.67E-15
ZR90,0.00E+00,8.24E+02
ZR90M,0.00E+00,2.86E-14
ZR91,0.00E+00,2.91E+03
ZR92,0.00E+00,3.73E+03
ZR93,0.00E+00,4.43E+03
ZR94,0.00E+00,5.06E+03
ZR95,0.00E+00,2.40E+01
ZR96,0.00E+00,5.76E+03
ZR97,0.00E+00,3.00E-01
ZR98,0.00E+00,1.51E-04
ZR99,0.00E+00,1.14E-05
ZR100,0.00E+00,3.09E-05
ZR101,0.00E+00,8.65E-06
ZR102,0.00E+00,4.66E-05
ZR103,0.00E+00,1.07E-06
ZR104,0.00E+00,5.68E-07
ZR105,0.00E+00,1.05E-08
ZR106,0.00E+00,1.46E-09
ZR107,0.00E+00,1.78E-11
ZR108,0.00E+00,2.21E-11
ZR109,0.00E+00,5.87E-13
NB92,0.00E+00,4.12E-09
NB93,0.00E+00,1.23E-02
NB93M,0.00E+00,2.00E-02
NB94,0.00E+00,1.88E-02
NB94M,0.00E+00,3.11E-09
NB95,0.00E+00,1.32E+01
NB95M,0.00E+00,9.53E-03
NB96,0.00E+00,8.36E-04
NB97,0.00E+00,2.15E-02
NB97M,0.00E+00,2.81E-04
NB98,0.00E+00,1.39E-05
NB98M,0.00E+00,2.62E-04
NB99,0.00E+00,7.22E-05
NB99M,0.00E+00,4.46E-05
NB100,0.00E+00,6.98E-06
NB100M,0.00E+00,7.01E-06
NB101,0.00E+00,3.53E-05
NB102,0.00E+00,1.41E-05
NB103,0.00E+00,5.01E-05
NB104,0.00E+00,1.62E-06
NB105,0.00E+00,8.54E-07
NB106,0.00E+00,5.90E-08
NB107,0.00E+00,9.82E-09
NB108,0.00E+00,1.41E-09
NB109,0.00E+00,4.35E-10
NB110,0.00E+00,2.02E-11
NB111,0.00E+00,2.17E-12
MO95,0.00E+00,5.11E+03
MO96,0.00E+00,1.15E+03
MO97,0.00E+00,5.36E+03
MO98,0.00E+00,7.37E+03
MO99,0.00E+00,1.49E+00
MO100,0.00E+00,7.47E+03
MO101,0.00E+00,5.84E-03
MO102,0.00E+00,4.07E-03
MO103,0.00E+00,3.64E-04
MO104,0.00E+00,5.22E-04
MO105,0.00E+00,1.92E-04
MO106,0.00E+00,1.83E-05
MO107,0.00E+00,4.15E-06
MO108,0.00E+00,2.85E-07
MO109,0.00E+00,1.01E-07
MO110,0.00E+00,3.22E-08
MO111,0.00E+00,1.44E-09
MO112,0.00E+00,4.65E-10
MO113,0.00E+00,9.58E-12
MO114,0.00E+00,1.61E-12
MO115,0.00E+00,3.92E-14
TC98,0.00E+00,1.92E+00
TC99,0.00E+00,5.61E+03
TC99M,0.00E+00,1.19E-01
TC100,0.00E+00,4.91E-05
TC101,0.00E+00,5.68E-03
TC102,0.00E+00,3.23E-05
TC102M,0.00E+00,3.07E-06
TC103,0.00E+00,3.11E-04
TC104,0.00E+00,6.54E-03
TC105,0.00E+00,2.24E-03
TC106,0.00E+00,1.41E-04
TC107,0.00E+00,6.06E-05
TC108,0.00E+00,5.26E-06
TC109,0.00E+00,3.42E-05
TC110,0.00E+00,1.17E-07
TC111,0.00E+00,6.73E-08
TC112,0.00E+00,6.17E-09
TC113,0.00E+00,2.15E-09
TC114,0.00E+00,1.84E-10
TC115,0.00E+00,5.06E-11
TC116,0.00E+00,1.51E-12
TC117,0.00E+00,8.17E-14
RU99,0.00E+00,2.59E-01
RU100,0.00E+00,1.96E+03
RU101,0.00E+00,6.03E+03
RU102,0.00E+00,9.48E+03
RU103,0.00E+00,2.84E+01
RU104,0.00E+00,7.24E+03
RU105,0.00E+00,9.43E-02
RU106,0.00E+00,1.32E+02
RU107,0.00E+00,7.23E-04
RU108,0.00E+00,5.47E-04
RU109,0.00E+00,5.22E-05
RU110,0.00E+00,9.34E-06
RU111,0.00E+00,4.47E-06
RU112,0.00E+00,8.93E-08
RU113,0.00E+00,1.91E-07
RU114,0.00E+00,1.60E-07
RU115,0.00E+00,1.10E-08
RU116,0.00E+00,4.74E-09
RU117,0.00E+00,1.50E-10
RU118,0.00E+00,2.11E-09
RU120,0.00E+00,2.13E-13
RH102,0.00E+00,1.10E-01
RH103,0.00E+00,5.70E+03
RH103M,0.00E+00,2.54E-02
RH104,0.00E+00,2.35E-04
RH104M,0.00E+00,2.32E-04
RH105,0.00E+00,7.50E-01
RH105M,0.00E+00,7.43E-05
RH106,0.00E+00,1.25E-04
RH106M,0.00E+00,6.02E-05
RH107,0.00E+00,3.75E-03
RH108,0.00E+00,3.45E-05
RH108M,0.00E+00,9.19E-06
RH109,0.00E+00,1.39E-04
RH109M,0.00E+00,3.86E-05
RH110,0.00E+00,1.83E-05
RH110M,0.00E+00,1.43E-07
RH111,0.00E+00,2.50E-05
RH112,0.00E+00,1.10E-06
RH113,0.00E+00,1.36E-07
RH114,0.00E+00,1.54E-07
RH115,0.00E+00,4.04E-07
RH116,0.00E+00,2.55E-08
RH117,0.00E+00,1.49E-08
RH118,0.00E+00,7.85E-09
RH119,0.00E+00,1.17E-09
RH120,0.00E+00,5.32E-11
RH121,0.00E+00,1.16E-11
RH122,0.00E+00,6.74E-13
RH123,0.00E+00,7.43E-14
PD104,0.00E+00,3.40E+03
PD105,0.00E+00,4.50E+03
PD106,0.00E+00,7.53E+03
PD107,0.00E+00,3.14E+03
PD107M,0.00E+00,7.62E-08
PD108,0.00E+00,3.60E+03
PD109,0.00E+00,1.13E-01
PD109M,0.00E+00,2.25E-04
PD110,0.00E+00,8.08E+02
PD111,0.00E+00,7.09E-04
PD111M,0.00E+00,1.67E-04
PD112,0.00E+00,1.82E-02
PD113,0.00E+00,1.69E-05
PD114,0.00E+00,2.01E-05
PD115,0.00E+00,5.09E-06
PD116,0.00E+00,1.33E-06
PD117,0.00E+00,4.00E-07
PD118,0.00E+00,2.11E-07
PD119,0.00E+00,9.99E-08
PD120,0.00E+00,7.85E-08
PD121,0.00E+00,4.52E-09
PD122,0.00E+00,2.85E-09
PD123,0.00E+00,1.60E-10
PD124,0.00E+00,5.39E-11
PD126,0.00E+00,4.07E-13
AG106,0.00E+00,1.23E-09
AG107,0.00E+00,4.24E-03
AG108,0.00E+00,9.89E-08
AG108M,0.00E+00,5.10E-05
AG109,0.00E+00,1.67E+03
AG109M,0.00E+00,9.26E-05
AG110,0.00E+00,2.42E-05
AG110M,0.00E+00,4.67E+00
AG111,0.00E+00,3.48E-01
AG111M,0.00E+00,3.48E-05
AG112,0.00E+00,2.83E-03
AG113,0.00E+00,3.23E-03
AG113M,0.00E+00,1.26E-06
AG114,0.00E+00,6.43E-07
AG115,0.00E+00,1.22E-04
AG115M,0.00E+00,6.79E-07
AG116,0.00E+00,8.83E-06
AG116M,0.00E+00,5.71E-07
AG117,0.00E+00,3.96E-06
AG117M,0.00E+00,2.87E-07
AG118,0.00E+00,2.62E-07
AG118M,0.00E+00,1.41E-07
AG119,0.00E+00,6.31E-07
AG120,0.00E+00,7.64E-08
AG121,0.00E+00,1.36E-07
AG122,0.00E+00,2.79E-09
AG123,0.00E+00,1.27E-08
AG124,0.00E+00,1.78E-09
AG125,0.00E+00,7.91E-10
AG126,0.00E+00,9.37E-11
AG128,0.00E+00,2.53E-12
CD108,0.00E+00,3.97E-01
CD109,0.00E+00,3.69E-03
CD110,0.00E+00,6.82E+02
CD111,0.00E+00,5.62E+02
CD111M,0.00E+00,1.41E-06
CD112,0.00E+00,4.32E+02
CD113,0.00E+00,2.62E+02
CD113M,0.00E+00,6.05E+00
CD114,0.00E+00,2.28E+02
CD115,0.00E+00,3.99E-02
CD115M,0.00E+00,5.34E-02
CD116,0.00E+00,1.49E+02
CD117,0.00E+00,8.66E-04
CD117M,0.00E+00,4.86E-04
CD118,0.00E+00,3.37E-04
CD119,0.00E+00,3.16E-05
CD119M,0.00E+00,1.08E-05
CD120,0.00E+00,5.59E-06
CD121,0.00E+00,1.40E-06
CD122,0.00E+00,5.71E-07
CD123,0.00E+00,8.39E-07
CD124,0.00E+00,1.52E-06
CD125,0.00E+00,1.06E-07
CD126,0.00E+00,1.56E-07
CD127,0.00E+00,1.32E-08
CD128,0.00E+00,9.48E-09
CD129,0.00E+00,1.18E-09
CD130,0.00E+00,1.74E-09
CD131,0.00E+00,7.01E-11
CD132,0.00E+00,8.02E-12
IN113,0.00E+00,3.54E+00
IN113M,0.00E+00,1.83E-13
IN114,0.00E+00,2.80E-07
IN114M,0.00E+00,5.38E-03
IN115,0.00E+00,3.81E+01
IN115M,0.00E+00,3.22E-03
IN116,0.00E+00,3.09E-07
IN116M,0.00E+00,6.16E-04
IN117,0.00E+00,2.04E-04
IN117M,0.00E+00,7.24E-04
IN118,0.00E+00,5.59E-07
IN118M,0.00E+00,1.94E-08
IN119,0.00E+00,4.84E-06
IN119M,0.00E+00,9.07E-05
IN120,0.00E+00,2.51E-06
IN120M,0.00E+00,1.74E-07
IN121,0.00E+00,2.64E-06
IN121M,0.00E+00,4.81E-06
IN122,0.00E+00,1.14E-06
IN122M,0.00E+00,1.52E-08
IN123,0.00E+00,5.80E-07
IN123M,0.00E+00,2.08E-06
IN124,0.00E+00,5.07E-07
IN125,0.00E+00,2.48E-07
IN125M,0.00E+00,9.70E-07
IN126,0.00E+00,3.02E-07
IN127,0.00E+00,2.01E-07
IN127M,0.00E+00,3.67E-07
IN128,0.00E+00,5.10E-07
IN129,0.00E+00,9.78E-08
IN130,0.00E+00,6.66E-08
IN131,0.00E+00,1.47E-08
IN132,0.00E+00,1.47E-09
IN133,0.00E+00,1.97E-10
IN134,0.00E+00,9.03E-12
SN114,0.00E+00,1.21E+00
SN115,0.00E+00,8.58E+00
SN116,0.00E+00,2.04E+02
SN117,0.00E+00,1.65E+02
SN117M,0.00E+00,5.25E-03
SN118,0.00E+00,1.73E+02
SN119,0.00E+00,1.75E+02
SN119M,0.00E+00,8.13E-02
SN120,0.00E+00,1.68E+02
SN121,0.00E+00,1.23E-02
SN121M,0.00E+00,1.33E-01
SN122,0.00E+00,1.83E+02
SN123,0.00E+00,3.79E-01
SN123M,0.00E+00,2.80E-04
SN124,0.00E+00,2.48E+02
SN125,0.00E+00,8.01E-02
SN125M,0.00E+00,1.05E-04
SN126,0.00E+00,4.94E+02
SN127,0.00E+00,3.18E-03
SN127M,0.00E+00,5.27E-05
SN128,0.00E+00,2.91E-03
SN129,0.00E+00,2.53E-04
SN129M,0.00E+00,8.44E-05
SN130,0.00E+00,3.66E-04
SN131,0.00E+00,8.69E-05
SN132,0.00E+00,2.54E-05
SN133,0.00E+00,2.90E-07
SN134,0.00E+00,3.28E-08
SN135,0.00E+00,1.39E-09
SN136,0.00E+00,1.97E-10
SB121,0.00E+00,1.27E+02
SB122,0.00E+00,1.70E-02
SB122M,0.00E+00,1.09E-07
SB123,0.00E+00,1.78E+02
SB124,0.00E+00,2.89E-01
SB125,0.00E+00,2.93E+01
SB126,0.00E+00,1.64E-02
SB126M,0.00E+00,4.88E-06
SB127,0.00E+00,2.27E-01
SB128,0.00E+00,3.12E-03
SB128M,0.00E+00,5.73E-04
SB129,0.00E+00,2.59E-02
SB130,0.00E+00,1.26E-03
SB130M,0.00E+00,8.18E-04
SB131,0.00E+00,5.26E-03
SB132,0.00E+00,3.33E-04
SB132M,0.00E+00,3.39E-04
SB133,0.00E+00,2.87E-04
SB134,0.00E+00,4.56E-06
SB134M,0.00E+00,4.02E-06
SB135,0.00E+00,3.61E-07
SB136,0.00E+00,1.12E-08
SB137,0.00E+00,2.76E-09
SB138,0.00E+00,1.78E-10
SB139,0.00E+00,1.84E-11
TE122,0.00E+00,4.30E+01
TE123,0.00E+00,7.87E+00
TE123M,0.00E+00,2.65E-02
TE124,0.00E+00,3.59E+01
TE125,0.00E+00,2.83E+02
TE125M,0.00E+00,3.91E-01
TE126,0.00E+00,8.92E+01
TE127,0.00E+00,2.33E-02
TE127M,0.00E+00,8.85E-01
TE128,0.00E+00,1.31E+03
TE129,0.00E+00,7.51E-03
TE129M,0.00E+00,7.18E-01
TE130,0.00E+00,3.75E+03
TE131,0.00E+00,6.31E-03
TE131M,0.00E+00,7.73E-02
TE132,0.00E+00,1.76E+00
TE133,0.00E+00,3.71E-03
TE133M,0.00E+00,9.00E-03
TE134,0.00E+00,1.58E-02
TE135,0.00E+00,7.20E-05
TE136,0.00E+00,3.34E-05
TE137,0.00E+00,1.89E-06
TE138,0.00E+00,2.19E-07
TE139,0.00E+00,1.47E-08
TE140,0.00E+00,3.61E-09
TE141,0.00E+00,5.58E-11
TE142,0.00E+00,1.44E-11
I127,0.00E+00,6.50E+02
I128,0.00E+00,6.03E-04
I129,0.00E+00,1.83E+03
I130,0.00E+00,3.84E-02
I130M,0.00E+00,4.68E-05
I131,0.00E+00,3.32E+00
I132,0.00E+00,5.28E-02
I133,0.00E+00,6.10E-01
I133M,0.00E+00,3.44E-06
I134,0.00E+00,2.74E-02
I134M,0.00E+00,2.57E-04
I135,0.00E+00,1.89E-01
I136,0.00E+00,3.05E-04
I136M,0.00E+00,9.61E-05
I137,0.00E+00,8.17E-05
I138,0.00E+00,1.06E-05
I139,0.00E+00,1.69E-06
I140,0.00E+00,1.77E-07
I141,0.00E+00,1.64E-08
I142,0.00E+00,1.58E-09
I143,0.00E+00,1.92E-10
I144,0.00E+00,7.00E-12
XE127,0.00E+00,3.20E-04
XE128,0.00E+00,2.48E+02
XE129,0.00E+00,2.02E+01
XE129M,0.00E+00,2.68E-04
XE130,0.00E+00,5.87E+02
XE131,0.00E+00,5.38E+03
XE131M,0.00E+00,5.56E-02
XE132,0.00E+00,9.05E+03
XE133,0.00E+00,4.07E+00
XE133M,0.00E+00,5.33E-02
XE134,0.00E+00,1.15E+04
XE134M,0.00E+00,2.44E-08
XE135,0.00E+00,3.08E-01
XE135M,0.00E+00,1.63E-03
XE136,0.00E+00,1.13E+04
XE137,0.00E+00,1.66E-03
XE138,0.00E+00,5.04E-03
XE139,0.00E+00,2.09E-04
XE140,0.00E+00,4.18E-05
XE141,0.00E+00,2.33E-06
XE142,0.00E+00,5.50E-07
XE143,0.00E+00,2.53E-08
XE144,0.00E+00,1.71E-08
XE145,0.00E+00,2.15E-09
XE146,0.00E+00,1.46E-10
XE147,0.00E+00,4.05E-12
CS132,0.00E+00,2.84E-03
CS133,0.00E+00,7.95E+03
CS134,0.00E+00,3.27E+02
CS134M,0.00E+00,5.75E-03
CS135,0.00E+00,1.19E+04
CS135M,0.00E+00,7.41E-05
CS136,0.00E+00,1.20E+00
CS137,0.00E+00,7.29E+03
CS138,0.00E+00,1.52E-02
CS138M,0.00E+00,7.00E-05
CS139,0.00E+00,4.05E-03
CS140,0.00E+00,3.95E-04
CS141,0.00E+00,1.26E-04
CS142,0.00E+00,4.75E-06
CS143,0.00E+00,2.13E-06
CS144,0.00E+00,4.57E-07
CS145,0.00E+00,6.43E-08
CS146,0.00E+00,3.76E-09
CS147,0.00E+00,2.39E-09
CS148,0.00E+00,6.21E-11
CS150,0.00E+00,3.85E-14
BA132,0.00E+00,7.13E-02
BA134,0.00E+00,2.82E+03
BA135,0.00E+00,1.27E+02
BA135M,0.00E+00,1.02E-03
BA136,0.00E+00,7.68E+02
BA136M,0.00E+00,5.40E-08
BA137,0.00E+00,3.05E+03
BA137M,0.00E+00,1.12E-03
BA138,0.00E+00,1.06E+04
BA139,0.00E+00,3.70E-02
BA140,0.00E+00,7.53E+00
BA141,0.00E+00,7.69E-03
BA142,0.00E+00,3.93E-03
BA143,0.00E+00,7.02E-05
BA144,0.00E+00,3.96E-05
BA145,0.00E+00,1.23E-05
BA146,0.00E+00,1.78E-06
BA147,0.00E+00,4.77E-07
BA148,0.00E+00,2.80E-07
BA149,0.00E+00,5.88E-09
BA150,0.00E+00,9.27E-10
BA152,0.00E+00,1.16E-12
LA138,0.00E+00,2.43E-02
LA139,0.00E+00,9.61E+03
LA140,0.00E+00,1.05E+00
LA141,0.00E+00,9.98E-02
LA142,0.00E+00,3.51E-02
LA143,0.00E+00,4.84E-03
LA144,0.00E+00,1.94E-04
LA145,0.00E+00,1.10E-04
LA146,0.00E+00,2.15E-05
LA147,0.00E+00,1.30E-05
LA148,0.00E+00,6.97E-07
LA149,0.00E+00,4.49E-07
LA150,0.00E+00,2.18E-08
LA151,0.00E+00,4.76E-09
LA152,0.00E+00,1.99E-10
LA153,0.00E+00,3.10E-11
LA154,0.00E+00,6.04E-13
CE140,0.00E+00,9.31E+03
CE141,0.00E+00,2.04E+01
CE142,0.00E+00,8.23E+03
CE143,0.00E+00,7.28E-01
CE144,0.00E+00,1.19E+02
CE145,0.00E+00,7.50E-04
CE146,0.00E+00,2.98E-03
CE147,0.00E+00,1.95E-04
CE148,0.00E+00,9.16E-05
CE149,0.00E+00,1.32E-06
CE150,0.00E+00,6.43E-07
CE151,0.00E+00,2.22E-07
CE152,0.00E+00,8.11E-07
CE153,0.00E+00,1.97E-08
CE154,0.00E+00,5.59E-09
CE155,0.00E+00,1.40E-10
CE156,0.00E+00,2.18E-11
CE157,0.00E+00,4.77E-13
PR140,0.00E+00,8.68E-07
PR141,0.00E+00,8.62E+03
PR142,0.00E+00,1.05E-01
PR142M,0.00E+00,5.54E-05
PR143,0.00E+00,7.18E+00
PR144,0.00E+00,5.04E-03
PR144M,0.00E+00,2.52E-05
PR145,0.00E+00,8.97E-02
PR146,0.00E+00,5.11E-03
PR147,0.00E+00,2.07E-03
PR148,0.00E+00,3.30E-04
PR149,0.00E+00,2.53E-04
PR150,0.00E+00,1.63E-05
PR151,0.00E+00,3.23E-06
PR152,0.00E+00,3.36E-06
PR153,0.00E+00,1.10E-06
PR154,0.00E+00,5.71E-08
PR155,0.00E+00,2.18E-08
PR156,0.00E+00,1.23E-09
PR157,0.00E+00,2.15E-10
PR158,0.00E+00,5.39E-12
PR159,0.00E+00,2.40E-13
ND142,0.00E+00,9.98E+02
ND143,0.00E+00,6.50E+03
ND144,0.00E+00,7.54E+03
ND145,0.00E+00,4.90E+03
ND146,0.00E+00,5.46E+03
ND147,0.00E+00,3.59E+00
ND148,0.00E+00,2.81E+03
ND149,0.00E+00,1.57E-02
ND150,0.00E+00,1.66E+03
ND151,0.00E+00,1.18E-03
ND152,0.00E+00,6.06E-04
ND153,0.00E+00,3.51E-05
ND154,0.00E+00,1.32E-05
ND155,0.00E+00,4.45E-06
ND156,0.00E+00,4.40E-06
ND157,0.00E+00,9.10E-08
ND158,0.00E+00,2.56E-08
ND159,0.00E+00,4.44E-10
ND160,0.00E+00,4.99E-11
ND161,0.00E+00,7.48E-13
PM146,0.00E+00,2.19E-01
PM147,0.00E+00,2.58E+02
PM148,0.00E+00,1.85E-01
PM148M,0.00E+00,1.87E+00
PM149,0.00E+00,4.83E-01
PM150,0.00E+00,2.77E-05
PM151,0.00E+00,1.63E-01
PM152,0.00E+00,2.20E-04
PM152M,0.00E+00,6.22E-06
PM153,0.00E+00,1.88E-04
PM154,0.00E+00,6.41E-05
PM154M,0.00E+00,5.17E-06
PM155,0.00E+00,1.01E-05
PM156,0.00E+00,2.20E-06
PM157,0.00E+00,6.44E-06
PM158,0.00E+00,1.27E-07
PM159,0.00E+00,3.50E-08
PM160,0.00E+00,1.60E-09
PM161,0.00E+00,1.77E-10
PM162,0.00E+00,1.83E-12
SM146,0.00E+00,4.92E+00
SM147,0.00E+00,1.69E+03
SM148,0.00E+00,2.00E+03
SM149,0.00E+00,1.60E+03
SM150,0.00E+00,1.52E+03
SM151,0.00E+00,7.30E+02
SM152,0.00E+00,1.95E+03
SM153,0.00E+00,2.79E-01
SM154,0.00E+00,4.88E+02
SM155,0.00E+00,5.47E-04
SM156,0.00E+00,6.59E-03
SM157,0.00E+00,6.82E-05
SM158,0.00E+00,2.25E-04
SM159,0.00E+00,7.28E-06
