isotope,ST1-charged (g),ST1-discharged (g),ST2-DF-charged (g),ST2-DF-discharged (g),ST2-BB-charged (g),ST2-BB-discharged (g),ST3-charged (g),ST3-discharged (g)
CE146,0.000E+00,8.096E-03,0.000E+00,1.540E-02,0.000E+00,3.758E-03,0.000E+00,8.875E-03
CE147,0.000E+00,5.217E-04,0.000E+00,1.013E-03,0.000E+00,2.100E-04,0.000E+00,5.625E-04
CE148,0.000E+00,2.399E-04,0.000E+00,4.772E-04,0.000E+00,7.191E-05,0.000E+00,2.545E-04
CE149,0.000E+00,3.169E-06,0.000E+00,6.831E-06,0.000E+00,6.304E-07,0.000E+00,3.314E-06
CE150,0.000E+00,1.519E-06,0.000E+00,3.315E-06,0.000E+00,1.810E-07,0.000E+00,1.611E-06
CE151,0.000E+00,4.637E-07,0.000E+00,1.134E-06,0.000E+00,2.826E-08,0.000E+00,4.941E-07
CE152,0.000E+00,1.449E-06,0.000E+00,4.006E-06,0.000E+00,4.653E-08,0.000E+00,1.576E-06
CE153,0.000E+00,3.139E-08,0.000E+00,9.127E-08,0.000E+00,4.231E-10,0.000E+00,0.000E+00
CE154,0.000E+00,7.577E-09,0.000E+00,2.523E-08,0.000E+00,3.089E-11,0.000E+00,0.000E+00
CE155,0.000E+00,1.719E-10,0.000E+00,6.156E-10,0.000E+00,3.418E-13,0.000E+00,0.000E+00
CE156,0.000E+00,2.649E-11,0.000E+00,9.445E-11,0.000E+00,4.035E-14,0.000E+00,0.000E+00
CE157,0.000E+00,6.368E-13,0.000E+00,1.993E-12,0.000E+00,3.215E-16,0.000E+00,0.000E+00
PR140,0.000E+00,7.197E-08,0.000E+00,8.100E-07,0.000E+00,8.813E-08,0.000E+00,1.129E-07
PR141,0.000E+00,1.639E+03,0.000E+00,3.206E+03,0.000E+00,5.735E+02,0.000E+00,1.907E+03
PR142,0.000E+00,9.136E-02,0.000E+00,9.791E-02,0.000E+00,1.066E-02,0.000E+00,1.435E-01
PR142M,0.000E+00,2.279E-04,0.000E+00,5.169E-05,0.000E+00,5.627E-06,0.000E+00,3.572E-04
PR143,0.000E+00,1.949E+01,0.000E+00,3.539E+01,0.000E+00,1.157E+01,0.000E+00,2.181E+01
PR144,0.000E+00,1.629E-02,0.000E+00,2.661E-02,0.000E+00,6.677E-03,0.000E+00,1.711E-02
PR144M,0.000E+00,8.076E-05,0.000E+00,1.330E-04,0.000E+00,3.380E-05,0.000E+00,8.491E-05
PR145,0.000E+00,2.509E-01,0.000E+00,4.649E-01,0.000E+00,1.266E-01,0.000E+00,2.759E-01
PR146,0.000E+00,1.390E-02,0.000E+00,2.639E-02,0.000E+00,6.601E-03,0.000E+00,1.525E-02
PR147,0.000E+00,5.528E-03,0.000E+00,1.076E-02,0.000E+00,2.428E-03,0.000E+00,6.031E-03
PR148,0.000E+00,8.587E-04,0.000E+00,1.720E-03,0.000E+00,3.204E-04,0.000E+00,9.388E-04
PR149,0.000E+00,6.169E-04,0.000E+00,1.311E-03,0.000E+00,1.748E-04,0.000E+00,6.716E-04
PR150,0.000E+00,3.850E-05,0.000E+00,8.460E-05,0.000E+00,8.422E-06,0.000E+00,4.234E-05
PR151,0.000E+00,7.055E-06,0.000E+00,1.688E-05,0.000E+00,9.950E-07,0.000E+00,7.699E-06
PR152,0.000E+00,6.637E-06,0.000E+00,1.752E-05,0.000E+00,6.005E-07,0.000E+00,7.164E-06
PR153,0.000E+00,1.999E-06,0.000E+00,5.665E-06,0.000E+00,9.977E-08,0.000E+00,2.181E-06
PR154,0.000E+00,8.337E-08,0.000E+00,2.891E-07,0.000E+00,1.484E-09,0.000E+00,9.260E-08
PR155,0.000E+00,2.419E-08,0.000E+00,1.075E-07,0.000E+00,2.185E-10,0.000E+00,0.000E+00
PR156,0.000E+00,1.230E-09,0.000E+00,6.001E-09,0.000E+00,5.460E-12,0.000E+00,0.000E+00
PR157,0.000E+00,2.449E-10,0.000E+00,1.004E-09,0.000E+00,4.501E-13,0.000E+00,0.000E+00
PR158,0.000E+00,6.856E-12,0.000E+00,2.416E-11,0.000E+00,2.424E-14,0.000E+00,0.000E+00
PR159,0.000E+00,3.159E-13,0.000E+00,1.056E-12,0.000E+00,1.200E-16,0.000E+00,0.000E+00
ND142,0.000E+00,5.167E+01,0.000E+00,6.465E+01,0.000E+00,5.133E+00,0.000E+00,7.528E+01
ND143,0.000E+00,1.089E+03,0.000E+00,2.626E+03,0.000E+00,4.923E+02,0.000E+00,1.088E+03
ND144,0.000E+00,1.689E+03,0.000E+00,1.813E+03,0.000E+00,2.705E+02,0.000E+00,1.839E+03
ND145,0.000E+00,9.754E+02,0.000E+00,1.916E+03,0.000E+00,3.014E+02,0.000E+00,9.624E+02
ND146,0.000E+00,1.089E+03,0.000E+00,1.720E+03,0.000E+00,2.417E+02,0.000E+00,1.144E+03
ND147,0.000E+00,7.378E+00,0.000E+00,1.492E+01,0.000E+00,3.288E+00,0.000E+00,8.063E+00
ND148,0.000E+00,5.627E+02,0.000E+00,1.120E+03,0.000E+00,1.219E+02,0.000E+00,5.495E+02
ND149,0.000E+00,2.989E-02,0.000E+00,6.447E-02,0.000E+00,8.965E-03,0.000E+00,3.314E-02
ND150,0.000E+00,2.739E+02,0.000E+00,6.751E+02,0.000E+00,4.664E+01,0.000E+00,2.759E+02
ND151,0.000E+00,1.969E-03,0.000E+00,4.764E-03,0.000E+00,4.446E-04,0.000E+00,2.245E-03
ND152,0.000E+00,1.289E-03,0.000E+00,3.177E-03,0.000E+00,2.459E-04,0.000E+00,1.455E-03
ND153,0.000E+00,7.558E-05,0.000E+00,1.860E-04,0.000E+00,1.061E-05,0.000E+00,8.383E-05
ND154,0.000E+00,2.429E-05,0.000E+00,6.962E-05,0.000E+00,1.527E-06,0.000E+00,2.716E-05
ND155,0.000E+00,6.257E-06,0.000E+00,2.326E-05,0.000E+00,2.643E-07,0.000E+00,6.994E-06
ND156,0.000E+00,5.228E-06,0.000E+00,2.304E-05,0.000E+00,1.053E-07,0.000E+00,5.945E-06
ND157,0.000E+00,1.059E-07,0.000E+00,4.724E-07,0.000E+00,1.090E-09,0.000E+00,1.208E-07
ND158,0.000E+00,3.059E-08,0.000E+00,1.322E-07,0.000E+00,5.895E-10,0.000E+00,0.000E+00
ND159,0.000E+00,5.297E-10,0.000E+00,2.304E-09,0.000E+00,5.830E-13,0.000E+00,0.000E+00
ND160,0.000E+00,5.696E-11,0.000E+00,2.457E-10,0.000E+00,6.559E-14,0.000E+00,0.000E+00
ND161,0.000E+00,1.020E-12,0.000E+00,3.361E-12,0.000E+00,3.666E-16,0.000E+00,0.000E+00
PM146,0.000E+00,9.147E-03,0.000E+00,1.757E-01,0.000E+00,1.210E-02,0.000E+00,9.859E-03
PM147,0.000E+00,1.449E+02,0.000E+00,6.396E+02,0.000E+00,1.084E+02,0.000E+00,1.228E+02
PM148,0.000E+00,1.629E+00,0.000E+00,1.143E+00,0.000E+00,1.161E-01,0.000E+00,1.733E+00
PM148M,0.000E+00,1.529E+00,0.000E+00,1.134E+01,0.000E+00,1.152E+00,0.000E+00,1.366E+00
PM149,0.000E+00,1.429E+00,0.000E+00,2.001E+00,0.000E+00,2.766E-01,0.000E+00,1.669E+00
PM150,0.000E+00,7.485E-04,0.000E+00,2.275E-04,0.000E+00,5.993E-05,0.000E+00,1.178E-03
PM151,0.000E+00,2.719E-01,0.000E+00,6.580E-01,0.000E+00,6.313E-02,0.000E+00,3.101E-01
PM152,0.000E+00,4.698E-04,0.000E+00,1.150E-03,0.000E+00,9.371E-05,0.000E+00,5.347E-04
PM152M,0.000E+00,1.629E-05,0.000E+00,3.235E-05,0.000E+00,1.109E-05,0.000E+00,2.203E-05
PM153,0.000E+00,4.126E-04,0.000E+00,9.954E-04,0.000E+00,7.385E-05,0.000E+00,4.641E-04
PM154,0.000E+00,1.259E-04,0.000E+00,3.395E-04,0.000E+00,1.090E-05,0.000E+00,1.420E-04
PM154M,0.000E+00,1.380E-05,0.000E+00,2.769E-05,0.000E+00,2.623E-06,0.000E+00,1.649E-05
PM155,0.000E+00,1.769E-05,0.000E+00,5.345E-05,0.000E+00,1.630E-06,0.000E+00,2.021E-05
PM156,0.000E+00,3.659E-06,0.000E+00,1.179E-05,0.000E+00,2.278E-07,0.000E+00,4.213E-06
PM157,0.000E+00,9.435E-06,0.000E+00,3.454E-05,0.000E+00,4.226E-07,0.000E+00,1.080E-05
PM158,0.000E+00,1.759E-07,0.000E+00,6.868E-07,0.000E+00,7.839E-09,0.000E+00,1.993E-07
PM159,0.000E+00,4.499E-08,0.000E+00,1.949E-07,0.000E+00,2.933E-10,0.000E+00,0.000E+00
PM160,0.000E+00,1.699E-09,0.000E+00,8.623E-09,0.000E+00,4.944E-12,0.000E+00,0.000E+00
PM161,0.000E+00,2.339E-10,0.000E+00,9.541E-10,0.000E+00,4.430E-13,0.000E+00,0.000E+00
PM162,0.000E+00,3.299E-12,0.000E+00,9.727E-12,0.000E+00,9.193E-15,0.000E+00,0.000E+00
SM146,0.000E+00,1.079E-02,0.000E+00,1.817E-01,0.000E+00,9.418E-03,0.000E+00,1.153E-02
SM147,0.000E+00,9.416E+01,0.000E+00,4.076E+02,0.000E+00,4.627E+01,0.000E+00,7.592E+01
SM148,0.000E+00,3.099E+02,0.000E+00,3.246E+02,0.000E+00,2.127E+01,0.000E+00,3.166E+02
SM149,0.000E+00,2.989E+00,0.000E+00,7.876E+02,0.000E+00,6.798E+01,0.000E+00,2.609E+00
SM150,0.000E+00,4.706E+02,0.000E+00,1.448E+02,0.000E+00,5.620E+00,0.000E+00,4.619E+02
SM151,0.000E+00,2.239E+01,0.000E+00,4.377E+02,0.000E+00,2.716E+01,0.000E+00,2.049E+01
SM152,0.000E+00,1.769E+02,0.000E+00,5.337E+02,0.000E+00,2.296E+01,0.000E+00,1.657E+02
SM153,0.000E+00,1.299E+00,0.000E+00,6.423E-01,0.000E+00,4.251E-02,0.000E+00,1.599E+00
SM154,0.000E+00,5.957E+01,0.000E+00,2.035E+02,0.000E+00,4.787E+00,0.000E+00,6.073E+01
SM155,0.000E+00,7.796E-04,0.000E+00,2.215E-03,0.000E+00,8.963E-05,0.000E+00,9.131E-04
SM156,0.000E+00,1.259E-02,0.000E+00,3.553E-02,0.000E+00,1.389E-03,0.000E+00,1.469E-02
SM157,0.000E+00,1.210E-04,0.000E+00,3.697E-04,0.000E+00,1.352E-05,0.000E+00,1.403E-04
SM158,0.000E+00,3.689E-04,0.000E+00,1.230E-03,0.000E+00,2.669E-05,0.000E+00,4.234E-04
SM159,0.000E+00,1.089E-05,0.000E+00,4.126E-05,0.000E+00,3.733E-07,0.000E+00,1.245E-05
SM160,0.000E+00,8.476E-06,0.000E+00,4.086E-05,0.000E+00,1.366E-07,0.000E+00,9.752E-06
SM161,0.000E+00,8.545E-08,0.000E+00,3.515E-07,0.000E+00,1.120E-09,0.000E+00,9.966E-08
SM162,0.000E+00,1.619E-08,0.000E+00,5.908E-08,0.000E+00,1.742E-10,0.000E+00,0.000E+00
SM163,0.000E+00,2.309E-10,0.000E+00,7.788E-10,0.000E+00,1.703E-12,0.000E+00,0.000E+00
SM164,0.000E+00,3.209E-11,0.000E+00,1.117E-10,0.000E+00,1.819E-13,0.000E+00,0.000E+00
SM165,0.000E+00,4.249E-13,0.000E+00,1.457E-12,0.000E+00,8.487E-16,0.000E+00,0.000E+00
EU150,0.000E+00,4.817E-07,0.000E+00,3.747E-04,0.000E+00,8.314E-06,0.000E+00,4.277E-07
EU151,0.000E+00,1.889E-02,0.000E+00,4.777E+00,0.000E+00,2.475E-01,0.000E+00,1.281E-02
EU152,0.000E+00,6.675E-02,0.000E+00,1.210E+00,0.000E+00,3.065E-02,0.000E+00,4.683E-02
EU152M,0.000E+00,7.036E-05,0.000E+00,9.207E-04,0.000E+00,2.842E-05,0.000E+00,6.416E-05
EU153,0.000E+00,1.939E+02,0.000E+00,2.408E+02,0.000E+00,1.089E+01,0.000E+00,1.942E+02
EU154,0.000E+00,6.556E+01,0.000E+00,5.326E+01,0.000E+00,1.124E+00,0.000E+00,7.100E+01
EU155,0.000E+00,2.569E+01,0.000E+00,9.575E+01,0.000E+00,2.562E+00,0.000E+00,2.802E+01
EU156,0.000E+00,5.247E+00,0.000E+00,2.297E+00,0.000E+00,7.048E-02,0.000E+00,7.442E+00
EU157,0.000E+00,2.329E-02,0.000E+00,4.254E-02,0.000E+00,1.718E-03,0.000E+00,3.400E-02
EU158,0.000E+00,4.119E-04,0.000E+00,1.343E-03,0.000E+00,3.150E-05,0.000E+00,4.747E-04
EU159,0.000E+00,8.825E-05,0.000E+00,3.217E-04,0.000E+00,5.484E-06,0.000E+00,1.014E-04
EU160,0.000E+00,1.889E-06,0.000E+00,8.743E-06,0.000E+00,8.286E-08,0.000E+00,2.203E-06
EU161,0.000E+00,6.787E-07,0.000E+00,2.926E-06,0.000E+00,3.360E-08,0.000E+00,7.934E-07
EU162,0.000E+00,1.249E-06,0.000E+00,5.652E-06,0.000E+00,3.463E-08,0.000E+00,1.478E-06
EU163,0.000E+00,1.579E-08,0.000E+00,6.812E-08,0.000E+00,3.838E-10,0.000E+00,0.000E+00
EU164,0.000E+00,4.518E-10,0.000E+00,2.204E-09,0.000E+00,1.058E-11,0.000E+00,0.000E+00
EU165,0.000E+00,8.096E-11,0.000E+00,3.964E-10,0.000E+00,8.076E-13,0.000E+00,0.000E+00
GD152,0.000E+00,7.838E-02,0.000E+00,5.041E-01,0.000E+00,1.282E-02,0.000E+00,6.608E-02
GD153,0.000E+00,6.898E-03,0.000E+00,9.135E-02,0.000E+00,1.305E-03,0.000E+00,7.634E-03
GD154,0.000E+00,6.437E+00,0.000E+00,5.964E+00,0.000E+00,9.505E-02,0.000E+00,6.544E+00
GD155,0.000E+00,2.299E-01,0.000E+00,2.588E+01,0.000E+00,4.937E-01,0.000E+00,1.933E-01
GD155M,0.000E+00,5.789E-13,0.000E+00,1.118E-13,0.000E+00,1.185E-15,0.000E+00,0.000E+00
GD156,0.000E+00,1.279E+02,0.000E+00,1.280E+02,0.000E+00,2.421E+00,0.000E+00,1.525E+02
GD157,0.000E+00,1.759E-01,0.000E+00,5.457E+01,0.000E+00,1.377E+00,0.000E+00,1.974E-01
GD158,0.000E+00,3.338E+01,0.000E+00,6.625E+01,0.000E+00,7.939E-01,0.000E+00,4.042E+01
GD159,0.000E+00,7.716E-03,0.000E+00,2.364E-02,0.000E+00,4.045E-04,0.000E+00,9.923E-03
GD160,0.000E+00,2.099E+00,0.000E+00,1.572E+01,0.000E+00,1.130E-01,0.000E+00,2.288E+00
GD161,0.000E+00,4.207E-06,0.000E+00,1.955E-05,0.000E+00,4.048E-07,0.000E+00,4.961E-06
GD162,0.000E+00,5.059E-06,0.000E+00,2.558E-05,0.000E+00,2.339E-07,0.000E+00,6.052E-06
GD163,0.000E+00,3.118E-07,0.000E+00,1.618E-06,0.000E+00,1.592E-08,0.000E+00,3.764E-07
GD164,0.000E+00,1.709E-06,0.000E+00,1.126E-05,0.000E+00,1.054E-07,0.000E+00,2.079E-06
GD165,0.000E+00,4.357E-08,0.000E+00,3.129E-07,0.000E+00,1.460E-09,0.000E+00,0.000E+00
TB159,0.000E+00,4.330E+00,0.000E+00,2.513E+01,0.000E+00,2.701E-01,0.000E+00,4.769E+00
TB160,0.000E+00,1.529E-01,0.000E+00,5.567E-01,0.000E+00,3.514E-03,0.000E+00,2.139E-01
TB161,0.000E+00,1.410E-02,0.000E+00,5.284E-02,0.000E+00,1.122E-03,0.000E+00,1.848E-02
TB162,0.000E+00,3.748E-06,0.000E+00,1.900E-05,0.000E+00,1.763E-07,0.000E+00,4.470E-06
TB162M,0.000E+00,2.049E-06,0.000E+00,1.162E-05,0.000E+00,1.541E-07,0.000E+00,2.481E-06
TB163,0.000E+00,4.249E-06,0.000E+00,2.252E-05,0.000E+00,2.406E-07,0.000E+00,5.111E-06
TB164,0.000E+00,2.939E-07,0.000E+00,2.051E-06,0.000E+00,2.297E-08,0.000E+00,3.592E-07
TB165,0.000E+00,2.339E-08,0.000E+00,1.919E-07,0.000E+00,1.227E-09,0.000E+00,0.000E+00
DY160,0.000E+00,4.599E-01,0.000E+00,3.225E+00,0.000E+00,1.518E-02,0.000E+00,5.453E-01
DY161,0.000E+00,6.956E-01,0.000E+00,6.740E+00,0.000E+00,8.359E-02,0.000E+00,7.699E-01
DY162,0.000E+00,5.716E-01,0.000E+00,5.217E+00,0.000E+00,2.824E-02,0.000E+00,6.373E-01
DY163,0.000E+00,5.366E-01,0.000E+00,2.103E+00,0.000E+00,1.102E-02,0.000E+00,6.458E-01
DY164,0.000E+00,1.329E-01,0.000E+00,1.186E+00,0.000E+00,6.813E-03,0.000E+00,1.619E-01
DY165,0.000E+00,9.996E-05,0.000E+00,7.215E-05,0.000E+00,4.343E-07,0.000E+00,1.617E-04
DY165M,0.000E+00,5.558E-07,0.000E+00,3.414E-07,0.000E+00,2.017E-09,0.000E+00,9.003E-07
DY166,0.000E+00,1.519E-04,0.000E+00,1.286E-03,0.000E+00,9.034E-06,0.000E+00,1.939E-04
HO165,0.000E+00,2.849E-01,0.000E+00,5.673E-01,0.000E+00,2.232E-03,0.000E+00,3.892E-01
HO166,0.000E+00,3.139E-04,0.000E+00,6.524E-04,0.000E+00,3.536E-06,0.000E+00,5.475E-04
HO166M,0.000E+00,3.518E-03,0.000E+00,5.278E-03,0.000E+00,1.505E-05,0.000E+00,5.625E-03
ER166,0.000E+00,8.787E-02,0.000E+00,4.750E-01,0.000E+00,1.647E-03,0.000E+00,1.266E-01
ER167,0.000E+00,5.658E-03,0.000E+00,1.791E-01,0.000E+00,2.759E-04,0.000E+00,6.437E-03
ER167M,0.000E+00,1.899E-10,0.000E+00,2.273E-10,0.000E+00,4.861E-13,0.000E+00,0.000E+00
ER168,0.000E+00,1.130E-02,0.000E+00,3.110E-02,0.000E+00,1.997E-05,0.000E+00,1.443E-02
ER169,0.000E+00,4.368E-06,0.000E+00,4.406E-06,0.000E+00,1.901E-09,0.000E+00,7.528E-06
ER170,0.000E+00,3.698E-08,0.000E+00,2.346E-08,0.000E+00,4.202E-12,0.000E+00,5.945E-08
ER171,0.000E+00,4.007E-13,0.000E+00,6.156E-14,0.000E+00,7.884E-18,0.000E+00,0.000E+00
ER172,0.000E+00,6.856E-16,0.000E+00,6.631E-18,0.000E+00,0.000E+00,0.000E+00,0.000E+00
TM169,0.000E+00,9.055E-05,0.000E+00,1.317E-04,0.000E+00,4.606E-08,0.000E+00,1.277E-04
TM170,0.000E+00,1.529E-05,0.000E+00,8.621E-06,0.000E+00,1.930E-09,0.000E+00,2.737E-05
TM170M,0.000E+00,5.819E-19,0.000E+00,2.993E-19,0.000E+00,0.000E+00,0.000E+00,0.000E+00
TM171,0.000E+00,1.719E-06,0.000E+00,3.086E-07,0.000E+00,4.117E-11,0.000E+00,3.678E-06
TM172,0.000E+00,5.927E-10,0.000E+00,4.041E-11,0.000E+00,3.892E-15,0.000E+00,0.000E+00
YB170,0.000E+00,2.409E-05,0.000E+00,1.569E-05,0.000E+00,2.835E-09,0.000E+00,3.828E-05
YB171,0.000E+00,1.659E-06,0.000E+00,4.537E-07,0.000E+00,4.953E-11,0.000E+00,3.144E-06
YB172,0.000E+00,1.449E-07,0.000E+00,1.308E-08,0.000E+00,9.208E-13,0.000E+00,3.422E-07
TL207,0.000E+00,4.998E-15,0.000E+00,2.043E-13,0.000E+00,1.955E-09,0.000E+00,0.000E+00
TL208,0.000E+00,3.328E-12,0.000E+00,3.582E-08,0.000E+00,2.480E-07,0.000E+00,0.000E+00
TL209,0.000E+00,2.999E-17,0.000E+00,8.079E-14,0.000E+00,4.332E-12,0.000E+00,0.000E+00
PB206,0.000E+00,1.069E-12,0.000E+00,1.319E-07,0.000E+00,2.918E-07,0.000E+00,1.346E-08
PB207,0.000E+00,5.708E-10,0.000E+00,4.270E-08,0.000E+00,2.055E-04,0.000E+00,6.716E-08
PB208,0.000E+00,1.140E-06,0.000E+00,2.222E-02,0.000E+00,9.452E-02,0.000E+00,1.416E-02
PB209,0.000E+00,1.249E-13,0.000E+00,3.369E-10,0.000E+00,1.806E-08,0.000E+00,0.000E+00
PB210,0.000E+00,5.839E-11,0.000E+00,3.777E-06,0.000E+00,1.360E-05,0.000E+00,2.952E-07
PB211,0.000E+00,3.869E-14,0.000E+00,1.580E-12,0.000E+00,1.512E-08,0.000E+00,0.000E+00
PB212,0.000E+00,1.969E-09,0.000E+00,2.114E-05,0.000E+00,1.463E-04,0.000E+00,8.319E-06
PB214,0.000E+00,1.180E-15,0.000E+00,1.106E-15,0.000E+00,1.025E-14,0.000E+00,0.000E+00
BI208,0.000E+00,7.815E-16,0.000E+00,2.192E-11,0.000E+00,6.778E-10,0.000E+00,0.000E+00
BI209,0.000E+00,2.129E-10,0.000E+00,8.162E-07,0.000E+00,4.517E-05,0.000E+00,4.063E-05
BI210,0.000E+00,3.608E-14,0.000E+00,2.326E-09,0.000E+00,8.375E-09,0.000E+00,0.000E+00
BI210M,0.000E+00,4.867E-15,0.000E+00,7.047E-12,0.000E+00,2.180E-10,0.000E+00,0.000E+00
BI211,0.000E+00,2.279E-15,0.000E+00,9.319E-14,0.000E+00,8.924E-10,0.000E+00,0.000E+00
BI212,0.000E+00,1.859E-10,0.000E+00,2.005E-06,0.000E+00,1.388E-05,0.000E+00,7.891E-07
BI213,0.000E+00,2.939E-14,0.000E+00,7.911E-11,0.000E+00,4.242E-09,0.000E+00,0.000E+00
BI214,0.000E+00,8.725E-16,0.000E+00,8.218E-16,0.000E+00,7.613E-15,0.000E+00,0.000E+00
PO210,0.000E+00,6.637E-13,0.000E+00,5.230E-08,0.000E+00,1.641E-07,0.000E+00,5.089E-09
PO211,0.000E+00,2.799E-20,0.000E+00,1.145E-18,0.000E+00,1.095E-14,0.000E+00,0.000E+00
PO212,0.000E+00,0.000E+00,0.000E+00,1.060E-16,0.000E+00,7.340E-16,0.000E+00,0.000E+00
PO213,0.000E+00,0.000E+00,0.000E+00,1.186E-19,0.000E+00,6.366E-18,0.000E+00,0.000E+00
PO214,0.000E+00,3.558E-22,0.000E+00,1.084E-17,0.000E+00,7.365E-17,0.000E+00,0.000E+00
PO215,0.000E+00,3.239E-20,0.000E+00,1.315E-18,0.000E+00,1.266E-14,0.000E+00,0.000E+00
PO216,0.000E+00,7.838E-15,0.000E+00,8.431E-11,0.000E+00,5.837E-10,0.000E+00,0.000E+00
PO218,0.000E+00,1.359E-16,0.000E+00,1.283E-16,0.000E+00,1.189E-15,0.000E+00,0.000E+00
AT217,0.000E+00,3.528E-19,0.000E+00,9.503E-16,0.000E+00,5.096E-14,0.000E+00,0.000E+00
RN218,0.000E+00,0.000E+00,0.000E+00,2.353E-15,0.000E+00,1.598E-14,0.000E+00,0.000E+00
RN219,0.000E+00,7.336E-17,0.000E+00,2.982E-15,0.000E+00,2.870E-11,0.000E+00,0.000E+00
RN220,0.000E+00,2.959E-12,0.000E+00,3.185E-08,0.000E+00,2.203E-07,0.000E+00,0.000E+00
RN222,0.000E+00,2.509E-13,0.000E+00,2.360E-13,0.000E+00,2.185E-12,0.000E+00,0.000E+00
FR221,0.000E+00,3.209E-15,0.000E+00,8.629E-12,0.000E+00,4.629E-10,0.000E+00,0.000E+00
FR223,0.000E+00,3.528E-16,0.000E+00,5.700E-16,0.000E+00,1.330E-10,0.000E+00,0.000E+00
RA222,0.000E+00,5.658E-17,0.000E+00,2.602E-12,0.000E+00,1.767E-11,0.000E+00,0.000E+00
RA223,0.000E+00,1.859E-11,0.000E+00,7.572E-10,0.000E+00,7.291E-06,0.000E+00,0.000E+00
RA224,0.000E+00,1.709E-08,0.000E+00,1.844E-04,0.000E+00,1.276E-03,0.000E+00,7.250E-05
RA225,0.000E+00,1.449E-11,0.000E+00,3.902E-08,0.000E+00,2.093E-06,0.000E+00,5.431E-07
RA226,0.000E+00,3.888E-08,0.000E+00,3.670E-08,0.000E+00,3.400E-07,0.000E+00,1.798E-06
RA228,0.000E+00,2.589E-14,0.000E+00,9.442E-16,0.000E+00,1.532E-04,0.000E+00,0.000E+00
AC225,0.000E+00,9.785E-12,0.000E+00,2.636E-08,0.000E+00,1.414E-06,0.000E+00,3.678E-07
AC227,0.000E+00,1.369E-08,0.000E+00,2.209E-08,0.000E+00,5.153E-03,0.000E+00,5.753E-07
AC228,0.000E+00,5.378E-12,0.000E+00,5.468E-13,0.000E+00,9.034E-08,0.000E+00,0.000E+00
TH226,0.000E+00,2.819E-15,0.000E+00,1.296E-10,0.000E+00,8.806E-10,0.000E+00,0.000E+00
TH227,0.000E+00,3.059E-11,0.000E+00,1.261E-09,0.000E+00,1.198E-05,0.000E+00,0.000E+00
TH228,0.000E+00,3.308E-06,0.000E+00,3.574E-02,0.000E+00,2.477E-01,0.000E+00,1.397E-02
TH229,0.000E+00,9.735E-07,0.000E+00,6.036E-03,0.000E+00,3.798E-01,0.000E+00,8.769E-02
TH230,0.000E+00,1.739E-03,0.000E+00,2.977E-03,0.000E+00,3.697E-02,0.000E+00,1.059E-01
TH231,0.000E+00,1.899E-06,0.000E+00,1.540E-07,0.000E+00,1.545E-01,0.000E+00,1.529E-04
TH232,0.000E+00,3.988E-04,0.000E+00,1.476E-05,1.000E+06,9.398E+05,0.000E+00,7.378E-05
TH233,0.000E+00,7.635E-10,0.000E+00,2.452E-11,0.000E+00,8.685E-01,0.000E+00,0.000E+00
TH234,0.000E+00,1.339E-05,0.000E+00,9.213E-06,0.000E+00,1.899E-03,0.000E+00,1.337E-05
PA231,0.000E+00,5.259E-04,0.000E+00,6.692E-04,0.000E+00,1.195E+02,0.000E+00,2.972E-02
PA232,0.000E+00,1.849E-06,0.000E+00,6.780E-07,0.000E+00,7.008E-02,0.000E+00,1.407E-04
PA233,0.000E+00,2.189E-05,0.000E+00,1.518E-04,0.000E+00,1.517E+03,0.000E+00,1.913E-05
PA234,0.000E+00,3.389E-09,0.000E+00,1.440E-08,0.000E+00,1.142E-01,0.000E+00,0.000E+00
PA234M,0.000E+00,4.606E-10,0.000E+00,3.107E-10,0.000E+00,6.405E-08,0.000E+00,0.000E+00
PA235,0.000E+00,6.929E-15,0.000E+00,1.945E-15,0.000E+00,2.504E-13,0.000E+00,0.000E+00
U230,0.000E+00,2.769E-12,0.000E+00,1.274E-07,0.000E+00,8.658E-07,0.000E+00,0.000E+00
U231,0.000E+00,1.689E-10,0.000E+00,5.028E-06,0.000E+00,3.436E-05,0.000E+00,1.501E-06
U232,0.000E+00,4.718E-04,0.000E+00,2.481E+00,0.000E+00,2.636E+01,7.761E-01,1.022E+00
U233,0.000E+00,1.939E-03,0.000E+00,2.278E-01,0.000E+00,4.213E+04,3.417E+04,2.866E+03
U234,3.369E+02,1.689E+02,7.447E+01,3.139E+02,0.000E+00,1.644E+03,3.687E+03,3.550E+03
U235,4.207E+04,7.408E+03,1.786E+03,8.973E+02,0.000E+00,8.419E+01,1.260E+03,1.638E+03
U236,0.000E+00,5.516E+03,8.052E+00,2.253E+02,0.000E+00,4.830E+00,5.148E+02,8.769E+02
U237,0.000E+00,1.079E+01,0.000E+00,2.969E+00,0.000E+00,9.244E-03,0.000E+00,4.683E+00
U238,9.576E+05,9.216E+05,7.117E+05,6.329E+05,0.000E+00,1.726E-04,9.604E+05,9.195E+05
U239,0.000E+00,6.157E-01,0.000E+00,1.028E+00,0.000E+00,1.865E-10,0.000E+00,7.678E-01
U240,0.000E+00,2.379E-05,0.000E+00,2.500E-06,0.000E+00,3.262E-16,0.000E+00,3.978E-05
U241,0.000E+00,8.207E-16,0.000E+00,5.444E-18,0.000E+00,0.000E+00,0.000E+00,0.000E+00
