isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,1.390E-01,0.000E+00,1.020E-01
HE4,0.000E+00,2.531E+01,0.000E+00,1.130E+01
LI6,0.000E+00,7.962E-04,0.000E+00,3.488E-04
LI7,0.000E+00,2.010E-05,0.000E+00,1.489E-05
BE9,0.000E+00,3.831E-05,0.000E+00,2.869E-05
BE10,0.000E+00,2.581E-04,0.000E+00,1.919E-04
C14,0.000E+00,5.221E-05,0.000E+00,3.868E-05
CO72,0.000E+00,2.320E-12,0.000E+00,1.180E-12
CO73,0.000E+00,7.782E-13,0.000E+00,3.659E-13
CO74,0.000E+00,1.020E-13,0.000E+00,5.997E-14
CO75,0.000E+00,1.200E-14,0.000E+00,5.959E-15
NI72,0.000E+00,1.641E-09,0.000E+00,4.819E-10
NI73,0.000E+00,1.460E-10,0.000E+00,6.436E-11
NI74,0.000E+00,1.460E-10,0.000E+00,5.398E-11
NI75,0.000E+00,1.470E-11,0.000E+00,6.049E-12
NI76,0.000E+00,4.702E-12,0.000E+00,2.259E-12
NI77,0.000E+00,2.881E-13,0.000E+00,1.469E-13
NI78,0.000E+00,4.371E-14,0.000E+00,2.339E-14
CU66,0.000E+00,2.561E-13,0.000E+00,8.276E-14
CU67,0.000E+00,1.510E-17,0.000E+00,4.648E-17
CU72,0.000E+00,7.111E-09,0.000E+00,2.529E-09
CU73,0.000E+00,5.142E-09,0.000E+00,2.009E-09
CU74,0.000E+00,7.822E-10,0.000E+00,3.259E-10
CU75,0.000E+00,9.365E-10,0.000E+00,4.140E-10
CU76,0.000E+00,1.680E-10,0.000E+00,8.196E-11
CU77,0.000E+00,9.152E-11,0.000E+00,4.868E-11
CU78,0.000E+00,1.190E-11,0.000E+00,7.116E-12
CU79,0.000E+00,5.402E-12,0.000E+00,3.059E-12
CU80,0.000E+00,3.721E-13,0.000E+00,1.929E-13
CU81,0.000E+00,2.511E-14,0.000E+00,1.209E-14
ZN66,0.000E+00,9.275E-08,0.000E+00,2.329E-08
ZN67,0.000E+00,4.111E-09,0.000E+00,6.408E-10
ZN68,0.000E+00,1.960E-11,0.000E+00,8.377E-12
ZN69,0.000E+00,9.546E-19,0.000E+00,1.399E-18
ZN69M,0.000E+00,9.406E-19,0.000E+00,1.369E-18
ZN70,0.000E+00,7.792E-20,0.000E+00,0.000E+00
ZN71,0.000E+00,1.591E-13,0.000E+00,0.000E+00
ZN72,0.000E+00,2.421E-04,0.000E+00,8.586E-05
ZN73,0.000E+00,4.771E-08,0.000E+00,2.039E-08
ZN74,0.000E+00,3.410E-07,0.000E+00,1.389E-07
ZN75,0.000E+00,5.192E-08,0.000E+00,2.289E-08
ZN76,0.000E+00,3.841E-08,0.000E+00,2.019E-08
ZN77,0.000E+00,1.400E-08,0.000E+00,5.237E-09
ZN78,0.000E+00,7.022E-09,0.000E+00,7.948E-09
ZN79,0.000E+00,4.501E-09,0.000E+00,1.020E-09
ZN80,0.000E+00,7.772E-10,0.000E+00,6.108E-10
ZN81,0.000E+00,4.841E-11,0.000E+00,2.739E-11
ZN82,0.000E+00,7.422E-12,0.000E+00,4.087E-12
ZN83,0.000E+00,4.911E-13,0.000E+00,2.459E-13
GA69,0.000E+00,1.020E-14,0.000E+00,1.150E-14
GA71,0.000E+00,1.310E-05,0.000E+00,2.199E-06
GA72,0.000E+00,7.382E-05,0.000E+00,2.619E-05
GA73,0.000E+00,3.811E-05,0.000E+00,1.619E-05
GA74,0.000E+00,6.162E-07,0.000E+00,7.778E-07
GA75,0.000E+00,8.224E-07,0.000E+00,3.648E-07
GA76,0.000E+00,3.861E-07,0.000E+00,1.669E-07
