isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
XE130,0.000E+00,3.443E+01,0.000E+00,2.522E+00,0.000E+00,3.253E+01
XE131,0.000E+00,1.615E+03,0.000E+00,2.403E+02,0.000E+00,6.061E+02
XE131M,0.000E+00,1.111E-01,0.000E+00,2.618E-02,0.000E+00,1.270E-01
XE132,0.000E+00,2.296E+03,0.000E+00,3.348E+02,0.000E+00,1.839E+03
XE133,0.000E+00,3.454E-01,0.000E+00,8.164E-02,0.000E+00,9.633E+00
XE133M,0.000E+00,1.371E-05,0.000E+00,3.274E-06,0.000E+00,1.297E-01
XE134,0.000E+00,3.136E+03,0.000E+00,4.606E+02,0.000E+00,2.143E+03
XE134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.960E-08
XE135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.912E-01
XE135M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.221E-03
XE136,0.000E+00,3.010E+03,0.000E+00,4.341E+02,0.000E+00,3.524E+03
XE137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.386E-03
XE138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.427E-02
XE139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.085E-04
XE140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.064E-04
XE141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.931E-06
XE142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.148E-06
XE143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.323E-08
XE144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.105E-08
XE145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.423E-09
XE146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.140E-10
XE147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.314E-12
CS132,0.000E+00,1.176E-04,0.000E+00,1.035E-05,0.000E+00,2.316E-03
CS133,0.000E+00,2.755E+03,0.000E+00,4.187E+02,0.000E+00,1.551E+03
CS134,0.000E+00,1.454E+02,0.000E+00,1.058E+01,0.000E+00,2.071E+02
CS134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.510E-03
CS135,0.000E+00,3.154E+03,0.000E+00,4.526E+02,0.000E+00,6.011E+02
CS135M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.544E-03
CS136,0.000E+00,3.853E-01,0.000E+00,5.885E-02,0.000E+00,9.890E-01
CS137,0.000E+00,2.685E+03,0.000E+00,3.904E+02,0.000E+00,1.799E+03
CS138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.661E-02
CS138M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.796E-04
CS139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.021E-02
CS140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.039E-03
CS141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.940E-04
CS142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.166E-05
CS143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.199E-06
CS144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.107E-06
CS145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.504E-07
CS146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.694E-09
CS147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.628E-09
CS148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.648E-11
CS150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.110E-14
BA132,0.000E+00,4.166E-03,0.000E+00,2.838E-04,0.000E+00,3.751E-03
BA134,0.000E+00,5.194E+01,0.000E+00,3.181E+00,0.000E+00,1.091E+02
BA135,0.000E+00,4.379E-01,0.000E+00,1.382E-02,0.000E+00,1.039E+00
BA135M,0.000E+00,3.373E-13,0.000E+00,1.262E-14,0.000E+00,2.763E-04
BA136,0.000E+00,8.190E+01,0.000E+00,8.403E+00,0.000E+00,4.945E+01
BA136M,0.000E+00,1.727E-08,0.000E+00,2.639E-09,0.000E+00,4.433E-08
BA137,0.000E+00,9.123E+01,0.000E+00,1.042E+01,0.000E+00,8.609E+01
BA137M,0.000E+00,4.108E-04,0.000E+00,5.973E-05,0.000E+00,2.757E-04
BA138,0.000E+00,2.787E+03,0.000E+00,4.039E+02,0.000E+00,1.738E+03
BA139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.378E-02
BA140,0.000E+00,7.793E+00,0.000E+00,1.837E+00,0.000E+00,2.014E+01
BA141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.869E-02
BA142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.019E-02
BA143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.831E-04
BA144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.067E-04
BA145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.292E-05
BA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.495E-06
BA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.073E-06
BA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.199E-07
BA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.515E-09
BA150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.407E-09
BA152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.547E-12
LA138,0.000E+00,4.579E-03,0.000E+00,5.358E-04,0.000E+00,1.193E-01
LA139,0.000E+00,2.593E+03,0.000E+00,3.831E+02,0.000E+00,1.675E+03
LA140,0.000E+00,1.175E+00,0.000E+00,2.769E-01,0.000E+00,2.750E+00
LA141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.425E-01
LA142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.073E-02
LA143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.260E-02
LA144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.205E-04
LA145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.858E-04
LA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.563E-05
LA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.384E-05
LA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.720E-06
LA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.002E-06
LA150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.542E-08
LA151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.637E-09
LA152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.035E-10
LA153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.251E-11
LA154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.848E-13
CE140,0.000E+00,2.533E+03,0.000E+00,3.703E+02,0.000E+00,1.685E+03
CE141,0.000E+00,6.172E+01,0.000E+00,1.418E+01,0.000E+00,4.861E+01
CE142,0.000E+00,2.224E+03,0.000E+00,3.297E+02,0.000E+00,1.489E+03
CE143,0.000E+00,2.234E-07,0.000E+00,5.344E-08,0.000E+00,1.794E+00
CE144,0.000E+00,6.126E+02,0.000E+00,1.142E+02,0.000E+00,3.211E+02
CE145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.924E-03
CE146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.636E-03
CE147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.026E-04
CE148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.377E-04
CE149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.244E-06
CE150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.637E-06
CE151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.130E-07
CE152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.596E-06
CE153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.342E-08
CE154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.926E-09
CE155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.712E-10
CE156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.592E-11
CE157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.019E-13
PR140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.563E-08
PR141,0.000E+00,2.390E+03,0.000E+00,3.452E+02,0.000E+00,1.470E+03
PR142,0.000E+00,3.260E-14,0.000E+00,2.709E-15,0.000E+00,7.803E-02
PR142M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.993E-04
PR143,0.000E+00,8.432E+00,0.000E+00,1.988E+00,0.000E+00,1.761E+01
PR144,0.000E+00,2.587E-02,0.000E+00,4.820E-03,0.000E+00,1.365E-02
PR144M,0.000E+00,1.293E-04,0.000E+00,2.411E-05,0.000E+00,6.785E-05
PR145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.302E-01
PR146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.308E-02
PR147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.328E-03
PR148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.547E-04
PR149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.366E-04
PR150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.207E-05
PR151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.938E-06
PR152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.664E-06
PR153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.345E-06
PR154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.007E-07
PR155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.898E-08
PR156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.473E-09
PR157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.747E-10
PR158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.255E-12
PR159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.208E-13
ND142,0.000E+00,4.819E+01,0.000E+00,3.121E+00,0.000E+00,4.657E+01
ND143,0.000E+00,1.977E+03,0.000E+00,2.986E+02,0.000E+00,8.754E+02
ND144,0.000E+00,1.202E+03,0.000E+00,1.559E+02,0.000E+00,1.351E+03
ND145,0.000E+00,1.424E+03,0.000E+00,2.223E+02,0.000E+00,8.293E+02
ND146,0.000E+00,1.283E+03,0.000E+00,1.962E+02,0.000E+00,9.563E+02
ND147,0.000E+00,2.238E+00,0.000E+00,5.201E-01,0.000E+00,7.104E+00
ND148,0.000E+00,8.294E+02,0.000E+00,1.287E+02,0.000E+00,5.552E+02
ND149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.060E-02
ND150,0.000E+00,5.002E+02,0.000E+00,7.792E+01,0.000E+00,3.337E+02
ND151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.225E-03
ND152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.500E-03
ND153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.992E-05
ND154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.040E-05
ND155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.038E-06
ND156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.003E-06
ND157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.418E-07
ND158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.114E-08
ND159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.875E-10
ND160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.542E-11
ND161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.049E-12
PM146,0.000E+00,1.525E-01,0.000E+00,1.242E-02,0.000E+00,1.048E-02
PM147,0.000E+00,5.380E+02,0.000E+00,1.019E+02,0.000E+00,1.395E+02
PM148,0.000E+00,8.091E-02,0.000E+00,8.820E-03,0.000E+00,1.502E+00
PM148M,0.000E+00,8.302E+00,0.000E+00,9.001E-01,0.000E+00,1.414E+00
PM149,0.000E+00,7.444E-05,0.000E+00,1.703E-05,0.000E+00,1.376E+00
PM150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.278E-04
PM151,0.000E+00,2.685E-09,0.000E+00,6.109E-10,0.000E+00,3.063E-01
PM152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.488E-04
PM152M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.937E-05
PM153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.914E-04
PM154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.572E-04
PM154M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.730E-05
PM155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.270E-05
PM156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.897E-06
PM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.297E-05
PM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.469E-07
PM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.425E-08
PM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.312E-09
PM161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.049E-10
PM162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.955E-12
SM146,0.000E+00,9.918E-02,0.000E+00,6.802E-03,0.000E+00,1.146E-02
SM147,0.000E+00,2.251E+02,0.000E+00,3.243E+01,0.000E+00,8.687E+01
SM148,0.000E+00,2.479E+02,0.000E+00,2.004E+01,0.000E+00,2.814E+02
SM149,0.000E+00,5.862E+02,0.000E+00,9.537E+01,0.000E+00,2.759E+00
SM150,0.000E+00,1.143E+02,0.000E+00,8.684E+00,0.000E+00,4.696E+02
SM151,0.000E+00,3.232E+02,0.000E+00,5.374E+01,0.000E+00,2.140E+01
SM152,0.000E+00,3.980E+02,0.000E+00,5.177E+01,0.000E+00,2.090E+02
SM153,0.000E+00,5.499E-06,0.000E+00,1.113E-06,0.000E+00,1.477E+00
SM154,0.000E+00,1.491E+02,0.000E+00,2.099E+01,0.000E+00,9.909E+01
SM155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.008E-03
SM156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.668E-02
SM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.639E-04
SM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.152E-04
SM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.554E-05
SM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.191E-05
SM161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.193E-07
SM162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.124E-08
SM163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.830E-10
SM164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.600E-11
SM165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.450E-13
EU150,0.000E+00,1.927E-04,0.000E+00,1.407E-05,0.000E+00,5.876E-07
EU151,0.000E+00,2.517E+00,0.000E+00,3.928E-01,0.000E+00,1.839E-02
EU152,0.000E+00,6.130E-01,0.000E+00,5.201E-02,0.000E+00,6.699E-02
EU152M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.724E-05
EU153,0.000E+00,1.762E+02,0.000E+00,2.772E+01,0.000E+00,2.296E+02
EU154,0.000E+00,4.114E+01,0.000E+00,3.288E+00,0.000E+00,9.549E+01
EU155,0.000E+00,7.542E+01,0.000E+00,1.121E+01,0.000E+00,3.636E+01
EU156,0.000E+00,6.306E-01,0.000E+00,1.040E-01,0.000E+00,7.513E+00
EU157,0.000E+00,7.502E-18,0.000E+00,1.692E-18,0.000E+00,3.152E-02
EU158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.739E-04
EU159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.253E-04
EU160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.664E-06
EU161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.512E-07
EU162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.666E-06
EU163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.047E-08
EU164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.502E-10
EU165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.249E-11
GD152,0.000E+00,2.477E-01,0.000E+00,2.123E-02,0.000E+00,2.183E-02
GD153,0.000E+00,5.679E-02,0.000E+00,2.530E-03,0.000E+00,2.515E-02
GD154,0.000E+00,3.326E+00,0.000E+00,2.268E-01,0.000E+00,1.096E+01
GD155,0.000E+00,1.417E+01,0.000E+00,1.706E+00,0.000E+00,2.982E-01
GD155M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.487E-13
GD156,0.000E+00,9.548E+01,0.000E+00,1.101E+01,0.000E+00,2.344E+02
GD157,0.000E+00,3.907E+01,0.000E+00,5.898E+00,0.000E+00,2.266E-01
GD158,0.000E+00,4.829E+01,0.000E+00,5.107E+00,0.000E+00,6.746E+01
GD159,0.000E+00,3.244E-15,0.000E+00,6.154E-16,0.000E+00,1.194E-02
GD160,0.000E+00,1.121E+01,0.000E+00,1.401E+00,0.000E+00,4.657E+00
GD161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.932E-06
GD162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.732E-06
GD163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.081E-07
GD164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.174E-06
GD165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.353E-08
TB159,0.000E+00,1.760E+01,0.000E+00,2.255E+00,0.000E+00,9.442E+00
TB160,0.000E+00,4.601E-01,0.000E+00,3.231E-02,0.000E+00,3.071E-01
TB161,0.000E+00,2.170E-03,0.000E+00,4.300E-04,0.000E+00,2.124E-02
TB162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.979E-06
TB162M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.698E-06
TB163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.552E-06
TB164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.751E-07
TB165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.926E-08
DY160,0.000E+00,2.341E+00,0.000E+00,1.346E-01,0.000E+00,1.191E+00
DY161,0.000E+00,4.773E+00,0.000E+00,6.187E-01,0.000E+00,1.443E+00
DY162,0.000E+00,3.805E+00,0.000E+00,4.399E-01,0.000E+00,1.248E+00
DY163,0.000E+00,1.566E+00,0.000E+00,1.918E-01,0.000E+00,1.293E+00
DY164,0.000E+00,8.963E-01,0.000E+00,1.151E-01,0.000E+00,2.030E-01
DY165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.250E-04
DY165M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.301E-07
DY166,0.000E+00,1.682E-06,0.000E+00,3.757E-07,0.000E+00,2.077E-04
HO165,0.000E+00,4.260E-01,0.000E+00,5.915E-02,0.000E+00,7.546E-01
HO166,0.000E+00,8.270E-07,0.000E+00,1.848E-07,0.000E+00,8.738E-04
HO166M,0.000E+00,4.214E-03,0.000E+00,2.952E-04,0.000E+00,1.104E-02
ER166,0.000E+00,3.643E-01,0.000E+00,4.361E-02,0.000E+00,2.733E-01
ER167,0.000E+00,1.296E-01,0.000E+00,1.738E-02,0.000E+00,1.134E-02
ER167M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.678E-10
ER168,0.000E+00,2.399E-02,0.000E+00,1.459E-03,0.000E+00,3.888E-02
ER169,0.000E+00,5.322E-07,0.000E+00,1.867E-08,0.000E+00,1.420E-05
ER170,0.000E+00,2.196E-08,0.000E+00,3.474E-10,0.000E+00,1.582E-07
ER171,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.643E-12
ER172,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.754E-15
TM169,0.000E+00,1.163E-04,0.000E+00,3.810E-06,0.000E+00,3.261E-04
TM170,0.000E+00,9.776E-06,0.000E+00,1.735E-07,0.000E+00,5.476E-05
TM170M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.981E-18
TM171,0.000E+00,5.352E-07,0.000E+00,4.878E-09,0.000E+00,6.878E-06
TM172,0.000E+00,2.595E-14,0.000E+00,1.340E-16,0.000E+00,2.238E-09
YB170,0.000E+00,1.466E-05,0.000E+00,2.347E-07,0.000E+00,1.026E-04
YB171,0.000E+00,4.926E-07,0.000E+00,4.079E-09,0.000E+00,7.831E-06
YB172,0.000E+00,2.096E-08,0.000E+00,9.265E-11,0.000E+00,7.401E-07
TL207,0.000E+00,1.346E-16,0.000E+00,8.100E-18,0.000E+00,2.255E-16
TL208,0.000E+00,1.250E-11,0.000E+00,1.086E-15,0.000E+00,1.167E-13
TL209,0.000E+00,2.527E-17,0.000E+00,0.000E+00,0.000E+00,1.025E-18
PB206,0.000E+00,3.176E-11,0.000E+00,1.868E-15,0.000E+00,3.124E-14
PB207,0.000E+00,2.024E-11,0.000E+00,5.522E-13,0.000E+00,1.760E-11
PB208,0.000E+00,5.313E-06,0.000E+00,2.725E-10,0.000E+00,3.021E-08
PB209,0.000E+00,1.053E-13,0.000E+00,2.791E-16,0.000E+00,4.276E-15
PB210,0.000E+00,1.572E-09,0.000E+00,1.739E-13,0.000E+00,2.329E-12
PB211,0.000E+00,1.042E-15,0.000E+00,6.264E-17,0.000E+00,1.745E-15
PB212,0.000E+00,7.374E-09,0.000E+00,6.409E-13,0.000E+00,6.883E-11
PB214,0.000E+00,1.490E-16,0.000E+00,8.904E-18,0.000E+00,7.096E-17
BI208,0.000E+00,4.915E-15,0.000E+00,6.608E-18,0.000E+00,2.238E-17
BI209,0.000E+00,2.003E-10,0.000E+00,4.677E-13,0.000E+00,5.882E-12
BI210,0.000E+00,9.633E-13,0.000E+00,1.052E-16,0.000E+00,1.438E-15
BI210M,0.000E+00,1.581E-15,0.000E+00,2.125E-18,0.000E+00,1.136E-16
BI211,0.000E+00,6.146E-17,0.000E+00,3.697E-18,0.000E+00,1.030E-16
BI212,0.000E+00,6.995E-10,0.000E+00,6.079E-14,0.000E+00,6.528E-12
BI213,0.000E+00,2.475E-14,0.000E+00,6.560E-17,0.000E+00,1.004E-15
BI214,0.000E+00,1.106E-16,0.000E+00,6.611E-18,0.000E+00,5.269E-17
PO210,0.000E+00,1.971E-11,0.000E+00,1.728E-15,0.000E+00,2.404E-14
PO216,0.000E+00,2.944E-14,0.000E+00,2.557E-18,0.000E+00,2.747E-16
PO218,0.000E+00,1.727E-17,0.000E+00,1.032E-18,0.000E+00,8.226E-18
AT217,0.000E+00,2.972E-19,0.000E+00,0.000E+00,0.000E+00,0.000E+00
RN218,0.000E+00,4.821E-19,0.000E+00,0.000E+00,0.000E+00,0.000E+00
RN219,0.000E+00,1.977E-18,0.000E+00,1.189E-19,0.000E+00,3.312E-18
RN220,0.000E+00,1.111E-11,0.000E+00,9.655E-16,0.000E+00,1.037E-13
RN222,0.000E+00,3.174E-14,0.000E+00,1.899E-15,0.000E+00,1.513E-14
FR221,0.000E+00,2.699E-15,0.000E+00,7.153E-18,0.000E+00,1.095E-16
FR223,0.000E+00,4.344E-18,0.000E+00,6.009E-19,0.000E+00,1.636E-17
RA222,0.000E+00,5.331E-16,0.000E+00,0.000E+00,0.000E+00,2.783E-18
RA223,0.000E+00,5.022E-13,0.000E+00,3.021E-14,0.000E+00,8.408E-13
RA224,0.000E+00,6.433E-08,0.000E+00,5.589E-12,0.000E+00,6.005E-10
RA225,0.000E+00,1.166E-11,0.000E+00,3.280E-14,0.000E+00,4.942E-13
RA226,0.000E+00,4.993E-09,0.000E+00,2.986E-10,0.000E+00,2.352E-09
RA228,0.000E+00,1.779E-15,0.000E+00,1.421E-15,0.000E+00,3.163E-17
AC225,0.000E+00,8.244E-12,0.000E+00,2.185E-14,0.000E+00,3.345E-13
AC227,0.000E+00,1.683E-10,0.000E+00,2.328E-11,0.000E+00,6.341E-10
AC228,0.000E+00,1.858E-19,0.000E+00,1.484E-19,0.000E+00,2.443E-13
TH226,0.000E+00,2.657E-14,0.000E+00,2.346E-18,0.000E+00,1.387E-16
TH227,0.000E+00,6.482E-13,0.000E+00,5.126E-14,0.000E+00,1.381E-12
TH228,0.000E+00,1.258E-05,0.000E+00,1.102E-09,0.000E+00,1.161E-07
TH229,0.000E+00,2.050E-06,0.000E+00,6.117E-09,0.000E+00,3.303E-08
TH230,0.000E+00,4.158E-04,0.000E+00,2.468E-05,0.000E+00,1.837E-04
TH231,0.000E+00,7.511E-10,0.000E+00,9.092E-10,0.000E+00,1.709E-07
TH232,0.000E+00,2.898E-05,0.000E+00,2.333E-05,0.000E+00,5.376E-07
TH233,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.070E-13
TH234,0.000E+00,1.103E-05,0.000E+00,1.373E-05,0.000E+00,1.262E-05
PA231,0.000E+00,7.939E-06,0.000E+00,8.450E-07,0.000E+00,3.519E-05
PA232,0.000E+00,3.004E-16,0.000E+00,1.625E-17,0.000E+00,1.109E-07
PA233,0.000E+00,1.243E-05,0.000E+00,5.005E-06,0.000E+00,3.300E-06
PA234,0.000E+00,1.661E-10,0.000E+00,2.067E-10,0.000E+00,6.083E-10
PA234M,0.000E+00,3.719E-10,0.000E+00,4.629E-10,0.000E+00,4.265E-10
PA235,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.013E-15
