isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
TC98,0.000E+00,1.078E-01,0.000E+00,7.453E-03,0.000E+00,1.287E-02
TC99,0.000E+00,1.802E+03,0.000E+00,2.747E+02,0.000E+00,1.076E+03
TC99M,0.000E+00,1.629E-04,0.000E+00,3.840E-05,0.000E+00,2.688E-01
TC100,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.199E-05
TC101,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.223E-02
TC102,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.817E-05
TC102M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.571E-06
TC103,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.994E-04
TC104,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.653E-02
TC105,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.402E-03
TC106,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.874E-04
TC107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.855E-04
TC108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.893E-05
TC109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.957E-05
TC110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.976E-07
TC111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.306E-07
TC112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.018E-08
TC113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.354E-09
TC114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.750E-10
TC115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.417E-11
TC116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.201E-12
TC117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.187E-13
RU99,0.000E+00,8.172E-03,0.000E+00,1.004E-03,0.000E+00,7.157E-03
RU100,0.000E+00,1.176E+02,0.000E+00,8.194E+00,0.000E+00,2.032E+02
RU101,0.000E+00,1.992E+03,0.000E+00,3.027E+02,0.000E+00,1.230E+03
RU102,0.000E+00,2.260E+03,0.000E+00,3.248E+02,0.000E+00,1.406E+03
RU103,0.000E+00,7.713E+01,0.000E+00,1.696E+01,0.000E+00,5.530E+01
RU104,0.000E+00,2.108E+03,0.000E+00,2.978E+02,0.000E+00,1.366E+03
RU105,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.179E-01
RU106,0.000E+00,6.378E+02,0.000E+00,1.031E+02,0.000E+00,3.521E+02
RU107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.333E-03
RU108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.785E-03
RU109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.415E-04
RU110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.819E-05
RU111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.119E-05
RU112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.928E-07
RU113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.608E-07
RU114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.613E-07
RU115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.667E-08
RU116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.113E-09
RU117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.210E-10
RU118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.040E-09
RU120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.116E-13
RH102,0.000E+00,3.335E-02,0.000E+00,2.210E-03,0.000E+00,2.721E-03
RH103,0.000E+00,1.959E+03,0.000E+00,2.860E+02,0.000E+00,7.568E+02
RH103M,0.000E+00,6.897E-02,0.000E+00,1.516E-02,0.000E+00,4.939E-02
RH104,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.513E-04
RH104M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.372E-04
RH105,0.000E+00,7.174E-07,0.000E+00,1.623E-07,0.000E+00,1.614E+00
RH105M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.718E-04
RH106,0.000E+00,5.996E-04,0.000E+00,9.689E-05,0.000E+00,3.510E-04
RH106M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.406E-03
RH107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.211E-02
RH108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.121E-04
RH108M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.111E-05
RH109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.807E-04
RH109M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.057E-04
RH110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.535E-05
RH110M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.360E-07
RH111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.447E-05
RH112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.233E-06
RH113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.785E-07
RH114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.691E-07
RH115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.455E-07
RH116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.061E-08
RH117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.306E-08
RH118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.151E-08
RH119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.669E-09
RH120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.019E-11
RH121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.728E-11
RH122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.985E-13
RH123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.079E-13
PD104,0.000E+00,2.064E+02,0.000E+00,1.346E+01,0.000E+00,6.514E+02
PD105,0.000E+00,1.545E+03,0.000E+00,2.261E+02,0.000E+00,1.070E+03
PD106,0.000E+00,1.024E+03,0.000E+00,1.056E+02,0.000E+00,8.405E+02
PD107,0.000E+00,9.852E+02,0.000E+00,1.280E+02,0.000E+00,7.781E+02
PD107M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.521E-08
PD108,0.000E+00,8.136E+02,0.000E+00,9.700E+01,0.000E+00,5.518E+02
PD109,0.000E+00,6.985E-19,0.000E+00,1.461E-19,0.000E+00,2.912E-01
PD109M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.030E-04
PD110,0.000E+00,2.419E+02,0.000E+00,3.345E+01,0.000E+00,1.780E+02
PD111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.405E-03
PD111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.605E-04
PD112,0.000E+00,1.244E-13,0.000E+00,3.032E-14,0.000E+00,3.712E-02
PD113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.451E-05
PD114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.502E-05
PD115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.189E-06
PD116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.171E-06
PD117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.377E-07
PD118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.323E-07
PD119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.487E-07
PD120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.234E-07
PD121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.037E-09
PD122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.372E-09
PD123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.392E-10
PD124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.505E-11
PD126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.423E-13
AG106,0.000E+00,1.089E-11,0.000E+00,6.261E-13,0.000E+00,2.299E-11
AG107,0.000E+00,1.442E-04,0.000E+00,1.449E-05,0.000E+00,1.568E-04
AG108,0.000E+00,2.992E-14,0.000E+00,3.522E-15,0.000E+00,7.224E-09
AG108M,0.000E+00,9.475E-06,0.000E+00,1.116E-06,0.000E+00,4.467E-06
AG109,0.000E+00,5.326E+02,0.000E+00,6.856E+01,0.000E+00,2.368E+02
AG109M,0.000E+00,3.635E-10,0.000E+00,1.035E-11,0.000E+00,2.379E-04
AG110,0.000E+00,5.803E-08,0.000E+00,3.686E-09,0.000E+00,1.031E-04
AG110M,0.000E+00,3.830E+00,0.000E+00,2.433E-01,0.000E+00,3.354E+00
AG111,0.000E+00,8.075E-02,0.000E+00,1.789E-02,0.000E+00,7.001E-01
AG111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.959E-05
AG112,0.000E+00,2.292E-14,0.000E+00,5.594E-15,0.000E+00,5.795E-03
AG113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.598E-03
AG113M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.571E-06
AG114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.117E-06
AG115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.947E-04
AG115M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.072E-06
AG116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.418E-05
AG116M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.171E-07
AG117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.195E-06
AG117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.483E-07
AG118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.111E-07
AG118M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.208E-07
AG119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.736E-07
AG120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.231E-07
AG121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.162E-07
AG122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.400E-09
AG123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.956E-08
AG124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.889E-09
AG125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.381E-09
AG126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.838E-10
AG128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.039E-12
CD108,0.000E+00,2.541E-02,0.000E+00,1.431E-03,0.000E+00,2.382E-03
CD109,0.000E+00,3.679E-04,0.000E+00,1.047E-05,0.000E+00,3.762E-06
CD110,0.000E+00,4.124E+01,0.000E+00,2.301E+00,0.000E+00,2.021E+02
CD111,0.000E+00,1.438E+02,0.000E+00,2.193E+01,0.000E+00,9.115E+01
CD111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.072E-06
CD112,0.000E+00,9.490E+01,0.000E+00,1.593E+01,0.000E+00,4.841E+01
CD113,0.000E+00,6.545E+01,0.000E+00,1.259E+01,0.000E+00,2.564E-01
CD113M,0.000E+00,1.281E+00,0.000E+00,2.188E-01,0.000E+00,7.482E-01
CD114,0.000E+00,5.146E+01,0.000E+00,1.018E+01,0.000E+00,5.351E+01
CD115,0.000E+00,5.394E-06,0.000E+00,1.407E-06,0.000E+00,4.257E-02
CD115M,0.000E+00,1.857E-01,0.000E+00,4.932E-02,0.000E+00,8.293E-02
CD116,0.000E+00,3.793E+01,0.000E+00,8.581E+00,0.000E+00,1.553E+01
CD117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.059E-03
CD117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.532E-04
CD118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.227E-04
CD119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.956E-05
CD119M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.687E-05
CD120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.743E-06
CD121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.170E-06
CD122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.788E-07
CD123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.270E-06
CD124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.361E-06
CD125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.738E-07
CD126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.004E-07
CD127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.544E-08
CD128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.667E-08
CD129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.724E-09
CD130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.830E-09
CD131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.048E-10
CD132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.124E-11
IN113,0.000E+00,7.654E-02,0.000E+00,1.253E-02,0.000E+00,5.532E-02
IN113M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.505E-13
IN114,0.000E+00,4.152E-09,0.000E+00,3.764E-10,0.000E+00,2.002E-08
IN114M,0.000E+00,2.581E-04,0.000E+00,2.339E-05,0.000E+00,4.797E-04
IN115,0.000E+00,2.867E+01,0.000E+00,7.984E+00,0.000E+00,3.180E+00
IN115M,0.000E+00,5.242E-07,0.000E+00,1.369E-07,0.000E+00,3.426E-03
IN116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.869E-06
IN116M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.373E-04
IN117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.759E-04
IN117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.235E-04
IN118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.665E-07
IN118M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.425E-08
IN119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.585E-06
IN119M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.424E-04
IN120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.916E-06
IN120M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.716E-07
IN121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.064E-06
IN121M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.202E-06
IN122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.738E-06
IN122M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.120E-08
IN123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.615E-07
IN123M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.009E-06
IN124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.429E-07
IN125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.781E-07
IN125M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.439E-06
IN126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.353E-07
IN127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.584E-07
IN127M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.343E-07
IN128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.314E-06
IN129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.521E-07
IN130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.464E-07
IN131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.996E-08
IN132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.663E-09
IN133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.130E-10
IN134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.283E-11
SN114,0.000E+00,5.859E-03,0.000E+00,5.066E-04,0.000E+00,7.325E-03
SN115,0.000E+00,1.739E+00,0.000E+00,3.791E-01,0.000E+00,6.324E-01
SN116,0.000E+00,2.126E+01,0.000E+00,2.863E+00,0.000E+00,1.626E+01
SN117,0.000E+00,3.841E+01,0.000E+00,8.866E+00,0.000E+00,1.533E+01
SN117M,0.000E+00,4.683E-04,0.000E+00,3.573E-05,0.000E+00,2.373E-03
SN118,0.000E+00,3.942E+01,0.000E+00,8.729E+00,0.000E+00,1.538E+01
SN119,0.000E+00,3.944E+01,0.000E+00,8.699E+00,0.000E+00,1.548E+01
SN119M,0.000E+00,2.025E-01,0.000E+00,4.609E-02,0.000E+00,7.166E-02
SN120,0.000E+00,3.951E+01,0.000E+00,8.826E+00,0.000E+00,1.565E+01
SN121,0.000E+00,7.540E-11,0.000E+00,2.099E-11,0.000E+00,1.757E-02
SN121M,0.000E+00,4.339E-02,0.000E+00,5.261E-03,0.000E+00,9.012E-03
SN122,0.000E+00,4.312E+01,0.000E+00,9.794E+00,0.000E+00,1.689E+01
SN123,0.000E+00,1.652E+00,0.000E+00,4.055E-01,0.000E+00,4.780E-01
SN123M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.131E-04
SN124,0.000E+00,6.050E+01,0.000E+00,1.294E+01,0.000E+00,2.258E+01
SN125,0.000E+00,4.088E-02,0.000E+00,1.117E-02,0.000E+00,1.312E-01
SN125M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.520E-04
SN126,0.000E+00,1.239E+02,0.000E+00,2.236E+01,0.000E+00,5.599E+01
SN127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.590E-03
SN127M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.016E-04
SN128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.559E-03
SN129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.033E-04
SN129M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.022E-04
SN130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.844E-04
SN131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.062E-04
SN132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.346E-05
SN133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.721E-07
SN134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.240E-08
SN135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.202E-09
SN136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.833E-10
SB121,0.000E+00,3.873E+01,0.000E+00,8.934E+00,0.000E+00,1.453E+01
SB122,0.000E+00,4.330E-06,0.000E+00,5.653E-07,0.000E+00,8.553E-03
SB122M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.678E-08
SB123,0.000E+00,4.701E+01,0.000E+00,1.049E+01,0.000E+00,1.749E+01
SB124,0.000E+00,2.025E-01,0.000E+00,2.546E-02,0.000E+00,1.342E-01
SB125,0.000E+00,6.429E+01,0.000E+00,1.322E+01,0.000E+00,2.409E+01
SB126,0.000E+00,2.098E-02,0.000E+00,3.184E-03,0.000E+00,1.690E-02
SB126M,0.000E+00,4.475E-08,0.000E+00,8.078E-09,0.000E+00,7.641E-06
SB127,0.000E+00,3.537E-03,0.000E+00,8.826E-04,0.000E+00,4.565E-01
SB128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.363E-03
SB128M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.279E-03
SB129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.011E-02
SB130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.127E-03
SB130M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.990E-03
SB131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.230E-02
SB132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.433E-04
SB132M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.654E-04
SB133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.669E-04
SB134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.186E-05
SB134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.074E-05
SB135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.103E-07
SB136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.255E-08
SB137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.436E-09
SB138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.550E-10
SB139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.497E-11
TE122,0.000E+00,2.520E+00,0.000E+00,3.016E-01,0.000E+00,1.495E+00
TE123,0.000E+00,9.344E-02,0.000E+00,6.043E-03,0.000E+00,2.105E-02
TE123M,0.000E+00,4.224E-03,0.000E+00,2.777E-04,0.000E+00,4.584E-03
TE124,0.000E+00,1.518E+00,0.000E+00,1.739E-01,0.000E+00,1.070E+00
TE125,0.000E+00,2.446E+01,0.000E+00,4.281E+00,0.000E+00,1.401E+01
TE125M,0.000E+00,8.212E-01,0.000E+00,1.642E-01,0.000E+00,3.079E-01
TE126,0.000E+00,6.681E+00,0.000E+00,7.963E-01,0.000E+00,1.862E+00
TE127,0.000E+00,1.609E-02,0.000E+00,3.646E-03,0.000E+00,4.612E-02
TE127M,0.000E+00,4.498E+00,0.000E+00,1.017E+00,0.000E+00,1.806E+00
TE128,0.000E+00,3.557E+02,0.000E+00,5.861E+01,0.000E+00,2.127E+02
TE129,0.000E+00,2.120E-03,0.000E+00,4.956E-04,0.000E+00,1.590E-02
TE129M,0.000E+00,2.262E+00,0.000E+00,5.291E-01,0.000E+00,1.660E+00
TE130,0.000E+00,9.947E+02,0.000E+00,1.506E+02,0.000E+00,6.399E+02
TE131,0.000E+00,1.450E-11,0.000E+00,3.437E-12,0.000E+00,1.460E-02
TE131M,0.000E+00,4.635E-09,0.000E+00,1.100E-09,0.000E+00,1.807E-01
TE132,0.000E+00,9.226E-03,0.000E+00,2.203E-03,0.000E+00,4.338E+00
TE133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.470E-03
TE133M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.229E-02
TE134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.905E-02
TE135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.695E-04
TE136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.956E-05
TE137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.531E-06
TE138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.034E-07
TE139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.525E-08
TE140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.454E-09
TE141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.985E-11
TE142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.914E-11
I127,0.000E+00,2.216E+02,0.000E+00,3.749E+01,0.000E+00,1.151E+02
I128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.804E-04
I129,0.000E+00,5.793E+02,0.000E+00,9.047E+01,0.000E+00,3.407E+02
I130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.040E-02
I130M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.460E-04
I131,0.000E+00,1.191E+00,0.000E+00,2.826E-01,0.000E+00,7.680E+00
I132,0.000E+00,2.795E-04,0.000E+00,6.674E-05,0.000E+00,1.304E-01
I133,0.000E+00,1.059E-11,0.000E+00,2.535E-12,0.000E+00,1.586E+00
I133M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.051E-06
I134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.322E-02
I134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.304E-04
I135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.861E-01
I136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.061E-04
I136M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.512E-04
I137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.181E-04
I138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.690E-05
I139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.207E-06
I140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.793E-07
I141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.965E-08
I142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.465E-09
I143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.956E-10
I144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.764E-12
XE127,0.000E+00,4.256E-05,0.000E+00,1.907E-06,0.000E+00,6.461E-06
XE128,0.000E+00,1.487E+01,0.000E+00,1.184E+00,0.000E+00,1.037E+01
XE129,0.000E+00,2.517E-01,0.000E+00,1.038E-02,0.000E+00,8.100E-02
XE129M,0.000E+00,4.104E-06,0.000E+00,1.886E-07,0.000E+00,1.383E-04
