isotope,ST1-charged (g),ST1-discharged (g)
TC98,0.000E+00,1.306E-02
TC99,0.000E+00,5.478E+02
RU99,0.000E+00,6.303E-03
RU100,0.000E+00,1.436E+01
RU101,0.000E+00,5.237E+02
RU102,0.000E+00,4.696E+02
RU103,0.000E+00,1.264E-02
RU104,0.000E+00,2.333E+02
RU106,0.000E+00,9.747E+00
RH102,0.000E+00,1.513E-03
RH103,0.000E+00,3.262E+02
RH103M,0.000E+00,1.130E-05
RH106,0.000E+00,9.163E-06
PD104,0.000E+00,1.355E+01
PD105,0.000E+00,1.199E+02
PD106,0.000E+00,6.049E+01
PD107,0.000E+00,4.318E+01
PD108,0.000E+00,2.830E+01
PD110,0.000E+00,1.437E+01
AG107,0.000E+00,1.620E-05
AG108,0.000E+00,2.955E-17
AG108M,0.000E+00,9.356E-09
AG109,0.000E+00,1.876E+01
AG109M,0.000E+00,1.026E-12
AG110,0.000E+00,2.370E-10
AG110M,0.000E+00,1.565E-02
AG111,0.000E+00,1.538E-18
CD108,0.000E+00,3.620E-04
CD109,0.000E+00,1.039E-06
CD110,0.000E+00,6.280E-01
CD111,0.000E+00,1.166E+01
CD112,0.000E+00,1.056E+01
CD113,0.000E+00,1.029E+01
CD113M,0.000E+00,1.566E-01
CD114,0.000E+00,1.034E+01
CD115M,0.000E+00,9.113E-05
CD116,0.000E+00,1.038E+01
IN113,0.000E+00,2.703E-02
IN114,0.000E+00,2.009E-12
IN114M,0.000E+00,1.249E-07
IN115,0.000E+00,7.770E+00
IN115M,0.000E+00,2.574E-11
SN114,0.000E+00,7.351E-04
SN115,0.000E+00,3.455E-01
SN116,0.000E+00,2.163E+00
SN117,0.000E+00,1.021E+01
SN117M,0.000E+00,8.963E-14
SN118,0.000E+00,1.084E+01
SN119,0.000E+00,1.073E+01
SN119M,0.000E+00,1.275E-02
SN120,0.000E+00,1.105E+01
SN121M,0.000E+00,5.193E-03
SN122,0.000E+00,1.195E+01
SN123,0.000E+00,4.673E-02
SN124,0.000E+00,1.542E+01
SN125,0.000E+00,6.331E-15
SN126,0.000E+00,2.724E+01
SB121,0.000E+00,1.067E+01
SB123,0.000E+00,1.265E+01
SB124,0.000E+00,2.519E-04
SB125,0.000E+00,8.064E+00
SB126,0.000E+00,1.295E-06
SB126M,0.000E+00,9.841E-09
TE122,0.000E+00,2.825E-01
TE123,0.000E+00,4.267E-03
TE123M,0.000E+00,1.812E-05
TE124,0.000E+00,1.962E-01
TE125,0.000E+00,9.828E+00
TE125M,0.000E+00,1.127E-01
TE126,0.000E+00,1.086E+00
TE127,0.000E+00,2.576E-04
TE127M,0.000E+00,7.364E-02
TE128,0.000E+00,9.514E+01
TE129,0.000E+00,1.712E-07
TE129M,0.000E+00,1.827E-04
TE130,0.000E+00,2.524E+02
I127,0.000E+00,4.942E+01
I129,0.000E+00,1.404E+02
I131,0.000E+00,1.047E-15
XE127,0.000E+00,9.146E-10
XE128,0.000E+00,1.329E+00
XE129,0.000E+00,9.389E-03
XE130,0.000E+00,3.297E+00
XE131,0.000E+00,4.181E+02
XE131M,0.000E+00,6.534E-12
XE132,0.000E+00,6.110E+02
XE134,0.000E+00,1.010E+03
XE136,0.000E+00,8.567E+02
CS133,0.000E+00,8.354E+02
CS134,0.000E+00,1.115E+01
CS135,0.000E+00,8.427E+02
CS136,0.000E+00,4.437E-11
CS137,0.000E+00,7.513E+02
BA132,0.000E+00,5.112E-04
BA134,0.000E+00,1.357E+01
BA135,0.000E+00,3.759E-02
BA136,0.000E+00,6.673E+00
BA136M,0.000E+00,1.989E-18
BA137,0.000E+00,6.412E+01
BA137M,0.000E+00,1.150E-04
BA138,0.000E+00,8.892E+02
BA140,0.000E+00,2.163E-09
LA138,0.000E+00,3.787E-03
LA139,0.000E+00,8.648E+02
LA140,0.000E+00,3.262E-10
CE140,0.000E+00,8.513E+02
CE141,0.000E+00,5.442E-03
CE142,0.000E+00,7.772E+02
CE144,0.000E+00,7.445E+01
PR141,0.000E+00,8.244E+02
PR143,0.000E+00,8.942E-09
PR144,0.000E+00,3.145E-03
PR144M,0.000E+00,1.571E-05
ND142,0.000E+00,6.589E+00
ND143,0.000E+00,7.920E+02
ND144,0.000E+00,6.782E+02
ND145,0.000E+00,5.336E+02
ND146,0.000E+00,4.252E+02
ND147,0.000E+00,2.243E-11
ND148,0.000E+00,2.433E+02
ND150,0.000E+00,9.879E+01
PM146,0.000E+00,1.533E-02
PM147,0.000E+00,1.326E+02
PM148,0.000E+00,1.206E-05
PM148M,0.000E+00,1.644E-03
SM146,0.000E+00,2.749E-02
SM147,0.000E+00,1.738E+02
SM148,0.000E+00,3.625E+01
SM149,0.000E+00,1.511E+02
SM150,0.000E+00,1.193E+01
SM151,0.000E+00,5.742E+01
SM152,0.000E+00,4.990E+01
SM154,0.000E+00,1.329E+01
EU150,0.000E+00,3.269E-05
EU151,0.000E+00,1.405E+00
EU152,0.000E+00,1.178E-01
EU153,0.000E+00,2.762E+01
EU154,0.000E+00,2.587E+00
EU155,0.000E+00,5.079E+00
EU156,0.000E+00,6.249E-10
GD152,0.000E+00,5.534E-02
GD153,0.000E+00,1.454E-03
GD154,0.000E+00,5.983E-01
GD155,0.000E+00,2.924E+00
GD156,0.000E+00,5.074E+00
GD157,0.000E+00,2.257E+00
GD158,0.000E+00,1.775E+00
GD160,0.000E+00,2.632E-01
TB159,0.000E+00,5.267E-01
TB160,0.000E+00,1.310E-04
DY160,0.000E+00,3.609E-02
DY161,0.000E+00,1.037E-01
DY162,0.000E+00,7.412E-02
DY163,0.000E+00,2.701E-02
DY164,0.000E+00,1.424E-02
HO165,0.000E+00,6.876E-03
HO166M,0.000E+00,3.089E-05
ER166,0.000E+00,4.016E-03
ER167,0.000E+00,2.275E-03
ER168,0.000E+00,1.721E-04
ER170,0.000E+00,4.044E-11
TM169,0.000E+00,3.660E-07
TM170,0.000E+00,1.369E-09
TM171,0.000E+00,1.241E-10
YB170,0.000E+00,2.746E-08
YB171,0.000E+00,2.932E-10
YB172,0.000E+00,3.320E-12
TL207,0.000E+00,2.584E-09
TL208,0.000E+00,2.856E-07
TL209,0.000E+00,1.762E-11
PB206,0.000E+00,3.637E-07
PB207,0.000E+00,4.412E-04
PB208,0.000E+00,2.012E-01
PB209,0.000E+00,7.341E-08
PB210,0.000E+00,6.371E-06
PB211,0.000E+00,1.998E-08
PB212,0.000E+00,1.684E-04
PB214,0.000E+00,2.980E-13
BI208,0.000E+00,4.310E-09
BI209,0.000E+00,4.069E-04
BI210,0.000E+00,3.924E-09
BI210M,0.000E+00,1.387E-09
BI211,0.000E+00,1.179E-09
BI212,0.000E+00,1.598E-05
BI213,0.000E+00,1.726E-08
BI214,0.000E+00,2.212E-13
PO210,0.000E+00,1.029E-07
PO211,0.000E+00,1.447E-14
PO212,0.000E+00,8.453E-16
PO213,0.000E+00,2.589E-17
PO214,0.000E+00,3.046E-20
PO215,0.000E+00,1.674E-14
PO216,0.000E+00,6.721E-10
PO218,0.000E+00,3.455E-14
AT217,0.000E+00,2.072E-13
RN219,0.000E+00,3.792E-11
RN220,0.000E+00,2.537E-07
RN222,0.000E+00,6.351E-11
FR221,0.000E+00,1.882E-09
FR223,0.000E+00,1.815E-10
RA222,0.000E+00,9.775E-18
RA223,0.000E+00,9.633E-06
RA224,0.000E+00,1.469E-03
RA225,0.000E+00,8.572E-06
RA226,0.000E+00,9.879E-06
RA228,0.000E+00,1.930E-04
AC225,0.000E+00,5.749E-06
AC227,0.000E+00,7.034E-03
AC228,0.000E+00,2.015E-08
TH226,0.000E+00,4.871E-16
TH227,3.536E-05,1.601E-05
TH228,4.205E-01,2.843E-01
TH229,3.032E+00,1.598E+00
TH230,6.247E-01,3.950E-01
TH231,1.386E-08,1.403E-08
TH232,9.084E+05,8.838E+05
TH234,9.773E-13,6.676E-09
PA231,0.000E+00,9.788E+01
PA233,0.000E+00,1.957E-02
PA234,0.000E+00,1.006E-13
PA234M,0.000E+00,2.250E-13
U230,0.000E+00,4.785E-13
U232,1.686E+01,1.791E+01
U233,6.769E+04,6.851E+04
U234,1.683E+04,1.702E+04
U235,3.407E+03,3.450E+03
U236,2.502E+03,2.532E+03
U237,6.133E-08,7.894E-08
U238,6.731E-02,6.810E-02
U240,1.867E-17,1.890E-17
NP236,1.374E-02,1.390E-02
NP237,6.748E+02,6.831E+02
NP238,3.622E-08,3.752E-08
NP239,4.524E-07,4.582E-07
NP240M,1.633E-19,1.653E-19
PU236,2.880E-04,9.823E-04
PU237,2.685E-18,3.094E-06
PU238,3.476E+02,3.660E+02
PU239,9.097E+01,9.209E+01
PU240,3.106E+01,3.140E+01
PU241,1.981E+00,2.551E+00
PU242,2.074E+00,2.098E+00
PU243,1.242E-14,1.258E-14
PU244,9.763E-07,9.879E-07
AM241,3.068E+00,2.581E+00
AM242,2.311E-06,2.393E-06
AM242M,1.932E-01,2.000E-01
AM243,5.264E-01,5.330E-01
AM245,1.051E-18,5.556E-17
CM241,0.000E+00,2.673E-12
CM242,4.717E-04,9.978E-03
CM243,2.433E-03,2.782E-03
CM244,1.652E-01,2.024E-01
CM245,6.135E-02,6.211E-02
CM246,2.205E-02,2.233E-02
CM247,3.483E-04,3.526E-04
CM248,6.325E-06,6.402E-06
CM250,6.082E-16,6.155E-16
BK249,2.733E-10,1.445E-08
CF249,5.847E-08,4.556E-08
CF250,7.587E-10,1.001E-09
CF251,9.859E-12,1.002E-11
CF252,1.181E-14,4.447E-14
