isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
GA84,0.000E+00,2.150E-11,0.000E+00,3.969E-11
GE70,0.000E+00,3.361E-08,0.000E+00,0.000E+00
GE72,0.000E+00,3.330E-02,0.000E+00,2.330E-01
GE73,0.000E+00,6.740E-02,0.000E+00,3.020E-01
GE73M,0.000E+00,4.521E-10,0.000E+00,1.540E-09
GE74,0.000E+00,1.490E-01,0.000E+00,6.600E-01
GE75,0.000E+00,1.691E-05,0.000E+00,4.880E-05
GE75M,0.000E+00,7.629E-09,0.000E+00,2.469E-08
GE76,0.000E+00,7.572E-01,0.000E+00,2.199E+00
GE77,0.000E+00,2.380E-04,0.000E+00,7.580E-04
GE77M,0.000E+00,6.861E-07,0.000E+00,1.880E-06
GE78,0.000E+00,1.910E-04,0.000E+00,4.040E-04
GE79,0.000E+00,3.301E-06,0.000E+00,5.800E-06
GE80,0.000E+00,3.491E-06,0.000E+00,4.050E-06
GE81,0.000E+00,1.730E-06,0.000E+00,1.790E-06
GE82,0.000E+00,6.740E-07,0.000E+00,7.690E-07
GE83,0.000E+00,2.001E-07,0.000E+00,2.259E-07
GE84,0.000E+00,4.421E-08,0.000E+00,6.520E-08
GE85,0.000E+00,2.060E-09,0.000E+00,2.280E-09
GE86,0.000E+00,4.391E-10,0.000E+00,5.500E-10
GE87,0.000E+00,2.891E-11,0.000E+00,3.219E-11
GE88,0.000E+00,1.461E-12,0.000E+00,2.890E-12
AS75,0.000E+00,3.021E-01,0.000E+00,9.960E-01
AS76,0.000E+00,3.151E-05,0.000E+00,1.280E-04
AS77,0.000E+00,2.220E-03,0.000E+00,6.480E-03
AS78,0.000E+00,2.050E-04,0.000E+00,4.400E-04
AS79,0.000E+00,4.841E-05,0.000E+00,8.409E-05
AS80,0.000E+00,3.191E-06,0.000E+00,3.910E-06
AS81,0.000E+00,9.711E-06,0.000E+00,1.080E-05
AS82,0.000E+00,5.370E-06,0.000E+00,6.300E-06
AS82M,0.000E+00,1.410E-06,0.000E+00,2.190E-06
AS83,0.000E+00,6.040E-06,0.000E+00,9.580E-06
AS84,0.000E+00,2.161E-06,0.000E+00,3.080E-06
AS85,0.000E+00,4.311E-07,0.000E+00,4.360E-07
AS86,0.000E+00,1.010E-07,0.000E+00,9.060E-08
AS87,0.000E+00,1.600E-08,0.000E+00,9.340E-09
AS88,0.000E+00,6.563E-10,0.000E+00,1.030E-09
AS89,0.000E+00,7.143E-11,0.000E+00,1.160E-10
SE76,0.000E+00,1.230E-02,0.000E+00,5.530E-02
SE77,0.000E+00,1.531E+00,0.000E+00,4.330E+00
SE77M,0.000E+00,8.524E-10,0.000E+00,2.440E-09
SE78,0.000E+00,3.721E+00,0.000E+00,9.380E+00
SE79,0.000E+00,8.963E+00,0.000E+00,1.640E+01
SE79M,0.000E+00,2.101E-05,0.000E+00,3.640E-05
SE80,0.000E+00,2.040E+01,0.000E+00,2.670E+01
SE81,0.000E+00,3.641E-04,0.000E+00,4.199E-04
SE81M,0.000E+00,2.971E-05,0.000E+00,5.929E-05
SE82,0.000E+00,5.101E+01,0.000E+00,7.110E+01
SE83,0.000E+00,3.971E-04,0.000E+00,8.869E-04
SE83M,0.000E+00,2.991E-05,0.000E+00,5.960E-05
SE84,0.000E+00,2.390E-04,0.000E+00,4.259E-04
SE85,0.000E+00,2.671E-05,0.000E+00,4.070E-05
SE85M,0.000E+00,9.711E-06,0.000E+00,1.570E-05
SE86,0.000E+00,2.200E-05,0.000E+00,2.710E-05
SE87,0.000E+00,6.202E-06,0.000E+00,4.820E-06
SE88,0.000E+00,6.333E-07,0.000E+00,7.009E-07
SE89,0.000E+00,5.121E-08,0.000E+00,6.320E-08
SE90,0.000E+00,2.040E-08,0.000E+00,1.890E-08
SE91,0.000E+00,1.080E-09,0.000E+00,9.869E-10
SE92,0.000E+00,8.769E-11,0.000E+00,1.640E-10
BR79,0.000E+00,2.040E-04,0.000E+00,4.190E-04
BR79M,0.000E+00,6.563E-13,0.000E+00,9.560E-13
BR80,0.000E+00,6.782E-09,0.000E+00,1.460E-08
BR80M,0.000E+00,6.573E-08,0.000E+00,1.020E-07
BR81,0.000E+00,3.231E+01,0.000E+00,3.800E+01
BR82,0.000E+00,6.683E-03,0.000E+00,6.810E-03
BR82M,0.000E+00,7.483E-06,0.000E+00,5.770E-07
BR83,0.000E+00,6.364E-03,0.000E+00,1.340E-02
BR84,0.000E+00,2.401E-03,0.000E+00,4.390E-03
BR84M,0.000E+00,1.900E-05,0.000E+00,5.429E-05
BR85,0.000E+00,2.600E-04,0.000E+00,4.699E-04
BR86,0.000E+00,5.904E-05,0.000E+00,9.599E-05
BR86M,0.000E+00,4.841E-06,0.000E+00,7.880E-06
BR87,0.000E+00,1.381E-04,0.000E+00,1.680E-04
BR88,0.000E+00,4.191E-05,0.000E+00,4.270E-05
BR89,0.000E+00,7.833E-06,0.000E+00,7.239E-06
BR90,0.000E+00,1.740E-06,0.000E+00,1.190E-06
BR91,0.000E+00,2.360E-07,0.000E+00,1.620E-07
BR92,0.000E+00,1.550E-08,0.000E+00,2.580E-08
BR93,0.000E+00,1.781E-09,0.000E+00,3.310E-09
BR94,0.000E+00,8.492E-11,0.000E+00,1.920E-10
BR95,0.000E+00,7.860E-12,0.000E+00,1.500E-11
BR96,0.000E+00,3.001E-13,0.000E+00,7.500E-13
KR79,0.000E+00,1.010E-12,0.000E+00,0.000E+00
KR80,0.000E+00,3.591E-04,0.000E+00,1.280E-03
KR81,0.000E+00,4.221E-05,0.000E+00,5.850E-05
KR81M,0.000E+00,3.861E-12,0.000E+00,1.090E-12
KR82,0.000E+00,2.031E+00,0.000E+00,2.840E+00
KR83,0.000E+00,5.862E+01,0.000E+00,1.540E+02
KR83M,0.000E+00,4.891E-03,0.000E+00,1.040E-02
KR84,0.000E+00,1.750E+02,0.000E+00,2.790E+02
KR85,0.000E+00,3.441E+01,0.000E+00,5.920E+01
KR85M,0.000E+00,2.471E-02,0.000E+00,4.460E-02
KR86,0.000E+00,2.860E+02,0.000E+00,4.290E+02
KR87,0.000E+00,1.340E-02,0.000E+00,2.060E-02
KR88,0.000E+00,4.261E-02,0.000E+00,6.500E-02
KR89,0.000E+00,9.564E-04,0.000E+00,1.320E-03
KR90,0.000E+00,1.621E-04,0.000E+00,2.150E-04
KR91,0.000E+00,3.291E-05,0.000E+00,3.920E-05
KR92,0.000E+00,3.611E-06,0.000E+00,4.620E-06
KR93,0.000E+00,9.512E-07,0.000E+00,1.290E-06
KR94,0.000E+00,5.240E-08,0.000E+00,5.719E-08
KR95,0.000E+00,1.980E-08,0.000E+00,3.150E-08
KR96,0.000E+00,2.671E-09,0.000E+00,5.150E-09
KR97,0.000E+00,5.679E-11,0.000E+00,6.020E-11
KR98,0.000E+00,9.852E-12,0.000E+00,2.820E-11
RB85,0.000E+00,1.490E+02,0.000E+00,2.440E+02
RB86,0.000E+00,3.441E-02,0.000E+00,3.210E-01
RB86M,0.000E+00,1.310E-07,0.000E+00,1.219E-07
RB87,0.000E+00,3.671E+02,0.000E+00,5.650E+02
RB88,0.000E+00,4.541E-03,0.000E+00,7.199E-03
RB89,0.000E+00,4.971E-03,0.000E+00,8.150E-03
RB90,0.000E+00,8.111E-04,0.000E+00,1.210E-03
RB90M,0.000E+00,3.381E-04,0.000E+00,7.259E-04
RB91,0.000E+00,3.991E-04,0.000E+00,6.130E-04
RB92,0.000E+00,2.761E-05,0.000E+00,4.210E-05
RB93,0.000E+00,2.780E-05,0.000E+00,3.980E-05
RB94,0.000E+00,6.971E-06,0.000E+00,9.909E-06
RB95,0.000E+00,4.621E-07,0.000E+00,5.320E-07
RB96,0.000E+00,8.194E-08,0.000E+00,1.130E-07
RB97,0.000E+00,1.320E-08,0.000E+00,1.040E-08
RB98,0.000E+00,2.491E-09,0.000E+00,5.050E-09
RB99,0.000E+00,1.381E-10,0.000E+00,3.060E-10
RB100,0.000E+00,1.640E-11,0.000E+00,4.949E-11
SR86,0.000E+00,9.010E-01,0.000E+00,9.790E+00
SR87,0.000E+00,7.692E-03,0.000E+00,2.080E-01
SR87M,0.000E+00,8.131E-07,0.000E+00,7.960E-07
SR88,0.000E+00,5.261E+02,0.000E+00,7.300E+02
SR89,0.000E+00,2.481E+01,0.000E+00,3.960E+01
SR90,0.000E+00,7.880E+02,0.000E+00,1.070E+03
SR91,0.000E+00,2.551E-01,0.000E+00,4.290E-01
SR92,0.000E+00,8.173E-02,0.000E+00,1.449E-01
SR93,0.000E+00,4.441E-03,0.000E+00,8.029E-03
SR94,0.000E+00,7.190E-04,0.000E+00,1.350E-03
SR95,0.000E+00,2.331E-04,0.000E+00,4.090E-04
SR96,0.000E+00,2.520E-05,0.000E+00,3.890E-05
SR97,0.000E+00,6.782E-07,0.000E+00,9.259E-07
SR98,0.000E+00,1.160E-06,0.000E+00,1.640E-06
SR99,0.000E+00,2.181E-07,0.000E+00,3.719E-07
SR100,0.000E+00,8.199E-08,0.000E+00,1.670E-07
SR101,0.000E+00,2.821E-09,0.000E+00,6.529E-09
SR102,0.000E+00,4.391E-10,0.000E+00,1.060E-09
SR103,0.000E+00,5.081E-12,0.000E+00,1.190E-11
SR104,0.000E+00,3.031E-13,0.000E+00,7.120E-13
Y89,0.000E+00,6.610E+02,0.000E+00,9.170E+02
Y89M,0.000E+00,6.782E-11,0.000E+00,3.060E-10
Y90,0.000E+00,2.060E-01,0.000E+00,3.340E-01
Y90M,0.000E+00,1.611E-06,0.000E+00,6.380E-06
Y91,0.000E+00,3.901E+01,0.000E+00,6.400E+01
Y91M,0.000E+00,1.290E-02,0.000E+00,2.160E-02
Y92,0.000E+00,1.070E-01,0.000E+00,1.910E-01
Y93,0.000E+00,3.691E-01,0.000E+00,6.900E-01
Y94,0.000E+00,1.210E-02,0.000E+00,2.380E-02
Y95,0.000E+00,7.352E-03,0.000E+00,1.449E-02
Y96,0.000E+00,1.550E-03,0.000E+00,1.340E-04
Y97,0.000E+00,1.100E-05,0.000E+00,6.730E-05
Y98,0.000E+00,2.130E-06,0.000E+00,7.639E-06
Y99,0.000E+00,3.301E-06,0.000E+00,5.370E-06
Y100,0.000E+00,1.420E-06,0.000E+00,2.310E-06
Y101,0.000E+00,6.014E-07,0.000E+00,9.550E-07
Y102,0.000E+00,4.291E-08,0.000E+00,7.460E-08
Y103,0.000E+00,8.743E-09,0.000E+00,1.650E-08
Y104,0.000E+00,3.281E-10,0.000E+00,5.770E-10
Y105,0.000E+00,1.990E-11,0.000E+00,3.449E-11
Y107,0.000E+00,6.390E-15,0.000E+00,8.650E-15
ZR90,0.000E+00,4.601E+01,0.000E+00,7.290E+01
ZR90M,0.000E+00,3.250E-14,0.000E+00,2.080E-12
ZR91,0.000E+00,8.492E+02,0.000E+00,1.270E+03
ZR92,0.000E+00,9.685E+02,0.000E+00,1.630E+03
ZR93,0.000E+00,1.080E+03,0.000E+00,1.989E+03
ZR94,0.000E+00,1.140E+03,0.000E+00,2.320E+03
ZR95,0.000E+00,6.704E+01,0.000E+00,1.340E+02
ZR96,0.000E+00,1.220E+03,0.000E+00,2.670E+03
ZR97,0.000E+00,7.750E-01,0.000E+00,1.620E+00
ZR98,0.000E+00,4.051E-04,0.000E+00,8.509E-04
ZR99,0.000E+00,3.151E-05,0.000E+00,6.480E-05
ZR100,0.000E+00,8.654E-05,0.000E+00,1.730E-04
ZR101,0.000E+00,2.600E-05,0.000E+00,4.610E-05
ZR102,0.000E+00,1.310E-04,0.000E+00,2.430E-04
ZR103,0.000E+00,3.121E-06,0.000E+00,5.300E-06
ZR104,0.000E+00,1.670E-06,0.000E+00,2.550E-06
ZR105,0.000E+00,3.411E-08,0.000E+00,4.670E-08
ZR106,0.000E+00,6.584E-09,0.000E+00,6.120E-09
ZR107,0.000E+00,7.561E-11,0.000E+00,7.070E-11
ZR108,0.000E+00,3.571E-11,0.000E+00,4.969E-11
ZR109,0.000E+00,9.052E-13,0.000E+00,1.670E-12
NB92,0.000E+00,2.081E-11,0.000E+00,0.000E+00
NB93,0.000E+00,1.430E-04,0.000E+00,4.050E-04
NB93M,0.000E+00,9.784E-04,0.000E+00,2.020E-03
NB94,0.000E+00,1.170E-03,0.000E+00,1.100E-02
NB94M,0.000E+00,3.761E-09,0.000E+00,1.969E-08
NB95,0.000E+00,3.711E+01,0.000E+00,7.340E+01
NB95M,0.000E+00,2.761E-02,0.000E+00,9.190E-02
NB96,0.000E+00,2.181E-03,0.000E+00,1.050E-02
NB97,0.000E+00,5.569E-02,0.000E+00,1.199E-01
NB97M,0.000E+00,7.253E-04,0.000E+00,1.261E-03
NB98,0.000E+00,3.731E-05,0.000E+00,7.830E-05
NB98M,0.000E+00,4.491E-04,0.000E+00,1.610E-03
NB99,0.000E+00,1.960E-04,0.000E+00,4.020E-04
NB99M,0.000E+00,9.250E-05,0.000E+00,2.600E-04
NB100,0.000E+00,1.861E-05,0.000E+00,3.980E-05
NB100M,0.000E+00,1.870E-05,0.000E+00,3.989E-05
NB101,0.000E+00,9.141E-05,0.000E+00,1.989E-04
NB102,0.000E+00,3.411E-05,0.000E+00,8.020E-05
NB103,0.000E+00,1.280E-04,0.000E+00,2.770E-04
NB104,0.000E+00,4.121E-06,0.000E+00,8.560E-06
NB105,0.000E+00,2.600E-06,0.000E+00,4.179E-06
NB106,0.000E+00,2.081E-07,0.000E+00,2.750E-07
NB107,0.000E+00,4.111E-08,0.000E+00,3.560E-08
NB108,0.000E+00,2.620E-09,0.000E+00,3.449E-09
NB109,0.000E+00,6.594E-10,0.000E+00,1.160E-09
NB110,0.000E+00,3.291E-11,0.000E+00,1.449E-11
NB111,0.000E+00,3.491E-12,0.000E+00,1.650E-12
MO95,0.000E+00,1.020E+03,0.000E+00,2.300E+03
MO96,0.000E+00,8.252E+01,0.000E+00,8.060E+01
MO97,0.000E+00,1.210E+03,0.000E+00,2.800E+03
MO98,0.000E+00,1.250E+03,0.000E+00,3.160E+03
MO99,0.000E+00,3.601E+00,0.000E+00,7.400E+00
MO100,0.000E+00,1.430E+03,0.000E+00,3.620E+03
MO101,0.000E+00,1.240E-02,0.000E+00,3.100E-02
MO102,0.000E+00,9.203E-03,0.000E+00,2.350E-02
MO103,0.000E+00,8.304E-04,0.000E+00,2.100E-03
MO104,0.000E+00,1.110E-03,0.000E+00,3.000E-03
MO105,0.000E+00,4.571E-04,0.000E+00,1.070E-03
MO106,0.000E+00,4.291E-05,0.000E+00,1.010E-04
MO107,0.000E+00,1.160E-05,0.000E+00,2.070E-05
MO108,0.000E+00,7.493E-07,0.000E+00,1.120E-06
MO109,0.000E+00,1.570E-07,0.000E+00,4.190E-07
MO110,0.000E+00,5.580E-08,0.000E+00,4.360E-08
MO111,0.000E+00,2.351E-09,0.000E+00,1.040E-09
MO112,0.000E+00,7.603E-10,0.000E+00,1.350E-10
MO113,0.000E+00,1.560E-11,0.000E+00,5.270E-12
MO114,0.000E+00,2.620E-12,0.000E+00,4.710E-13
MO115,0.000E+00,6.380E-14,0.000E+00,9.820E-15
TC98,0.000E+00,1.080E-02,0.000E+00,0.000E+00
TC99,0.000E+00,1.140E+03,0.000E+00,3.179E+03
TC99M,0.000E+00,2.871E-01,0.000E+00,5.820E-01
TC100,0.000E+00,8.320E-05,0.000E+00,4.830E-05
TC101,0.000E+00,1.200E-02,0.000E+00,3.020E-02
TC102,0.000E+00,7.300E-05,0.000E+00,1.880E-04
TC102M,0.000E+00,4.591E-06,0.000E+00,1.900E-05
TC103,0.000E+00,7.033E-04,0.000E+00,1.800E-03
TC104,0.000E+00,1.350E-02,0.000E+00,3.750E-02
TC105,0.000E+00,5.021E-03,0.000E+00,1.280E-02
TC106,0.000E+00,2.841E-04,0.000E+00,8.139E-04
TC107,0.000E+00,1.280E-04,0.000E+00,3.410E-04
TC108,0.000E+00,1.330E-05,0.000E+00,2.750E-05
TC109,0.000E+00,5.940E-05,0.000E+00,1.810E-04
TC110,0.000E+00,2.380E-07,0.000E+00,4.280E-07
TC111,0.000E+00,1.200E-07,0.000E+00,1.370E-07
TC112,0.000E+00,1.040E-08,0.000E+00,5.179E-09
TC113,0.000E+00,3.571E-09,0.000E+00,1.560E-09
TC114,0.000E+00,3.031E-10,0.000E+00,7.380E-11
TC115,0.000E+00,8.241E-11,0.000E+00,1.550E-11
TC116,0.000E+00,2.460E-12,0.000E+00,5.750E-13
TC117,0.000E+00,1.340E-13,0.000E+00,3.570E-14
RU99,0.000E+00,7.713E-03,0.000E+00,2.239E-02
RU100,0.000E+00,2.200E+02,0.000E+00,1.489E+02
RU101,0.000E+00,1.170E+03,0.000E+00,3.380E+03
RU102,0.000E+00,1.220E+03,0.000E+00,4.140E+03
RU103,0.000E+00,4.811E+01,0.000E+00,1.310E+02
RU104,0.000E+00,8.644E+02,0.000E+00,3.730E+03
RU105,0.000E+00,1.710E-01,0.000E+00,4.520E-01
RU106,0.000E+00,2.111E+02,0.000E+00,7.790E+02
RU107,0.000E+00,1.670E-03,0.000E+00,4.050E-03
RU108,0.000E+00,1.260E-03,0.000E+00,3.060E-03
RU109,0.000E+00,1.010E-04,0.000E+00,2.929E-04
RU110,0.000E+00,2.031E-05,0.000E+00,4.759E-05
RU111,0.000E+00,8.482E-06,0.000E+00,1.980E-05
RU112,0.000E+00,1.611E-07,0.000E+00,2.550E-07
RU113,0.000E+00,3.341E-07,0.000E+00,3.640E-07
RU114,0.000E+00,2.690E-07,0.000E+00,1.699E-07
RU115,0.000E+00,1.810E-08,0.000E+00,5.870E-09
RU116,0.000E+00,7.823E-09,0.000E+00,2.259E-09
RU117,0.000E+00,2.540E-10,0.000E+00,7.040E-11
RU118,0.000E+00,3.411E-09,0.000E+00,8.690E-10
RU120,0.000E+00,3.461E-13,0.000E+00,1.150E-13
RH102,0.000E+00,1.520E-03,0.000E+00,0.000E+00
RH103,0.000E+00,5.632E+02,0.000E+00,3.850E+03
RH103M,0.000E+00,4.301E-02,0.000E+00,1.290E-01
RH104,0.000E+00,4.581E-04,0.000E+00,1.080E-08
RH104M,0.000E+00,1.840E-04,0.000E+00,4.219E-09
RH105,0.000E+00,1.260E+00,0.000E+00,3.620E+00
RH105M,0.000E+00,1.350E-04,0.000E+00,2.699E-04
RH106,0.000E+00,2.140E-04,0.000E+00,7.300E-04
RH106M,0.000E+00,1.920E-03,0.000E+00,7.630E-05
RH107,0.000E+00,8.681E-03,0.000E+00,2.100E-02
RH108,0.000E+00,7.901E-05,0.000E+00,1.949E-04
RH108M,0.000E+00,1.541E-05,0.000E+00,5.630E-05
RH109,0.000E+00,2.711E-04,0.000E+00,7.790E-04
RH109M,0.000E+00,7.520E-05,0.000E+00,2.190E-04
RH110,0.000E+00,3.971E-05,0.000E+00,9.429E-05
RH110M,0.000E+00,3.001E-07,0.000E+00,8.350E-07
RH111,0.000E+00,4.761E-05,0.000E+00,1.190E-04
RH112,0.000E+00,1.750E-06,0.000E+00,4.570E-06
RH113,0.000E+00,2.331E-07,0.000E+00,4.489E-07
RH114,0.000E+00,2.471E-07,0.000E+00,4.100E-07
RH115,0.000E+00,6.510E-07,0.000E+00,6.300E-07
RH116,0.000E+00,4.281E-08,0.000E+00,2.860E-08
RH117,0.000E+00,2.901E-08,0.000E+00,1.280E-08
RH118,0.000E+00,1.280E-08,0.000E+00,3.449E-09
RH119,0.000E+00,1.611E-09,0.000E+00,3.699E-09
RH120,0.000E+00,8.754E-11,0.000E+00,2.670E-11
RH121,0.000E+00,1.900E-11,0.000E+00,6.590E-12
RH122,0.000E+00,1.100E-12,0.000E+00,4.739E-13
RH123,0.000E+00,1.200E-13,0.000E+00,7.880E-14
PD104,0.000E+00,4.681E+02,0.000E+00,2.530E-02
PD105,0.000E+00,6.113E+02,0.000E+00,2.719E+03
PD106,0.000E+00,3.781E+02,0.000E+00,2.060E+03
PD107,0.000E+00,3.601E+02,0.000E+00,1.630E+03
PD107M,0.000E+00,2.631E-08,0.000E+00,1.390E-09
PD108,0.000E+00,2.471E+02,0.000E+00,1.400E+03
PD109,0.000E+00,1.890E-01,0.000E+00,4.530E-01
PD109M,0.000E+00,4.271E-04,0.000E+00,1.219E-03
PD110,0.000E+00,8.199E+01,0.000E+00,3.790E+02
PD111,0.000E+00,1.030E-03,0.000E+00,2.750E-03
PD111M,0.000E+00,2.421E-04,0.000E+00,1.170E-03
PD112,0.000E+00,2.901E-02,0.000E+00,7.739E-02
PD113,0.000E+00,2.821E-05,0.000E+00,6.449E-05
PD114,0.000E+00,3.051E-05,0.000E+00,7.460E-05
PD115,0.000E+00,7.614E-06,0.000E+00,1.530E-05
PD116,0.000E+00,2.101E-06,0.000E+00,3.750E-06
PD117,0.000E+00,6.584E-07,0.000E+00,9.349E-07
PD118,0.000E+00,3.431E-07,0.000E+00,3.259E-07
PD119,0.000E+00,1.420E-07,0.000E+00,3.250E-07
PD120,0.000E+00,1.320E-07,0.000E+00,5.929E-08
PD121,0.000E+00,7.541E-09,0.000E+00,2.900E-09
PD122,0.000E+00,4.751E-09,0.000E+00,1.810E-09
PD123,0.000E+00,2.631E-10,0.000E+00,1.270E-10
PD124,0.000E+00,9.041E-11,0.000E+00,6.199E-11
PD126,0.000E+00,7.169E-13,0.000E+00,1.130E-12
AG106,0.000E+00,7.023E-12,0.000E+00,0.000E+00
AG107,0.000E+00,5.763E-05,0.000E+00,3.900E-04
AG108,0.000E+00,2.971E-09,0.000E+00,1.080E-10
AG108M,0.000E+00,1.920E-06,0.000E+00,1.850E-05
AG109,0.000E+00,1.150E+02,0.000E+00,8.860E+02
AG109M,0.000E+00,1.541E-04,0.000E+00,3.699E-04
AG110,0.000E+00,5.459E-05,0.000E+00,4.210E-05
AG110M,0.000E+00,1.470E+00,0.000E+00,8.949E-01
AG111,0.000E+00,5.091E-01,0.000E+00,1.360E+00
AG111M,0.000E+00,5.081E-05,0.000E+00,1.350E-04
AG112,0.000E+00,4.531E-03,0.000E+00,1.210E-02
AG113,0.000E+00,5.381E-03,0.000E+00,1.230E-02
AG113M,0.000E+00,2.101E-06,0.000E+00,4.850E-06
AG114,0.000E+00,9.711E-07,0.000E+00,2.449E-06
AG115,0.000E+00,1.800E-04,0.000E+00,4.000E-04
AG115M,0.000E+00,9.852E-07,0.000E+00,2.239E-06
AG116,0.000E+00,1.350E-05,0.000E+00,2.880E-05
AG116M,0.000E+00,8.754E-07,0.000E+00,1.530E-06
AG117,0.000E+00,6.061E-06,0.000E+00,1.230E-05
AG117M,0.000E+00,4.381E-07,0.000E+00,8.900E-07
AG118,0.000E+00,4.081E-07,0.000E+00,4.250E-08
AG118M,0.000E+00,2.140E-07,0.000E+00,5.830E-07
AG119,0.000E+00,9.334E-07,0.000E+00,2.040E-06
AG120,0.000E+00,1.250E-07,0.000E+00,1.610E-07
AG121,0.000E+00,2.241E-07,0.000E+00,2.050E-07
AG122,0.000E+00,4.651E-09,0.000E+00,3.300E-09
AG123,0.000E+00,2.101E-08,0.000E+00,1.420E-08
AG124,0.000E+00,3.031E-09,0.000E+00,2.030E-09
AG125,0.000E+00,1.370E-09,0.000E+00,1.280E-09
AG126,0.000E+00,1.760E-10,0.000E+00,1.630E-10
AG128,0.000E+00,5.111E-12,0.000E+00,1.480E-11
CD108,0.000E+00,6.913E-04,0.000E+00,3.620E-05
CD109,0.000E+00,1.040E-06,0.000E+00,4.360E-07
CD110,0.000E+00,7.541E+01,0.000E+00,8.670E+01
CD111,0.000E+00,4.471E+01,0.000E+00,1.949E+02
CD111M,0.000E+00,1.580E-06,0.000E+00,5.130E-06
CD112,0.000E+00,2.700E+01,0.000E+00,1.380E+02
