isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,8.581E-02,0.000E+00,0.000E+00
HE4,0.000E+00,9.472E-01,0.000E+00,0.000E+00
LI6,0.000E+00,2.440E-04,0.000E+00,0.000E+00
LI7,0.000E+00,1.560E-05,0.000E+00,0.000E+00
BE9,0.000E+00,3.010E-05,0.000E+00,0.000E+00
BE10,0.000E+00,2.010E-04,0.000E+00,0.000E+00
C14,0.000E+00,4.060E-05,0.000E+00,0.000E+00
CO72,0.000E+00,1.200E-12,0.000E+00,4.430E-13
CO73,0.000E+00,3.710E-13,0.000E+00,8.158E-15
CO74,0.000E+00,6.700E-14,0.000E+00,1.360E-14
CO75,0.000E+00,6.689E-15,0.000E+00,2.530E-15
NI72,0.000E+00,4.529E-10,0.000E+00,9.280E-10
NI73,0.000E+00,6.219E-11,0.000E+00,1.170E-11
NI74,0.000E+00,6.110E-11,0.000E+00,3.030E-11
NI75,0.000E+00,6.918E-12,0.000E+00,2.800E-12
NI76,0.000E+00,2.670E-12,0.000E+00,1.150E-12
NI77,0.000E+00,1.770E-13,0.000E+00,1.490E-13
NI78,0.000E+00,2.800E-14,0.000E+00,3.450E-14
CU66,0.000E+00,1.170E-13,0.000E+00,0.000E+00
CU67,0.000E+00,1.220E-16,0.000E+00,0.000E+00
CU72,0.000E+00,2.220E-09,0.000E+00,1.140E-08
CU73,0.000E+00,1.920E-09,0.000E+00,2.910E-09
CU74,0.000E+00,3.640E-10,0.000E+00,7.350E-10
CU75,0.000E+00,4.819E-10,0.000E+00,5.480E-10
CU76,0.000E+00,1.030E-10,0.000E+00,8.112E-11
CU77,0.000E+00,6.439E-11,0.000E+00,5.370E-11
CU78,0.000E+00,9.506E-12,0.000E+00,8.838E-12
CU79,0.000E+00,3.610E-12,0.000E+00,2.440E-12
CU80,0.000E+00,2.350E-13,0.000E+00,4.310E-13
CU81,0.000E+00,1.450E-14,0.000E+00,3.870E-14
ZN66,0.000E+00,5.429E-08,0.000E+00,0.000E+00
ZN67,0.000E+00,2.260E-09,0.000E+00,0.000E+00
ZN68,0.000E+00,2.160E-03,0.000E+00,0.000E+00
ZN69,0.000E+00,5.179E-10,0.000E+00,0.000E+00
ZN69M,0.000E+00,5.050E-10,0.000E+00,0.000E+00
ZN70,0.000E+00,7.689E-03,0.000E+00,0.000E+00
ZN71,0.000E+00,3.190E-12,0.000E+00,0.000E+00
ZN71M,0.000E+00,3.280E-11,0.000E+00,0.000E+00
ZN72,0.000E+00,7.310E-05,0.000E+00,4.920E-04
ZN73,0.000E+00,1.900E-08,0.000E+00,8.228E-08
ZN74,0.000E+00,1.430E-07,0.000E+00,6.827E-07
