isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,3.399E-02,0.000E+00,6.759E-02
HE4,0.000E+00,7.690E-02,0.000E+00,1.638E+00
LI6,0.000E+00,1.860E-04,0.000E+00,2.327E-04
LI7,0.000E+00,4.399E-06,0.000E+00,1.578E-05
BE9,0.000E+00,8.470E-06,0.000E+00,3.036E-05
BE10,0.000E+00,5.660E-05,0.000E+00,2.027E-04
C14,0.000E+00,1.140E-05,0.000E+00,4.095E-05
CO72,0.000E+00,4.890E-13,0.000E+00,2.017E-13
CO73,0.000E+00,8.949E-14,0.000E+00,2.057E-14
CO74,0.000E+00,1.750E-14,0.000E+00,1.458E-14
CO75,0.000E+00,1.480E-15,0.000E+00,1.438E-15
NI72,0.000E+00,4.940E-10,0.000E+00,1.328E-10
NI73,0.000E+00,3.980E-11,0.000E+00,1.128E-11
NI74,0.000E+00,5.680E-11,0.000E+00,2.916E-11
NI75,0.000E+00,4.280E-12,0.000E+00,3.324E-12
NI76,0.000E+00,1.600E-12,0.000E+00,1.648E-12
NI77,0.000E+00,8.169E-14,0.000E+00,8.837E-14
NI78,0.000E+00,7.610E-15,0.000E+00,1.338E-14
CU66,0.000E+00,1.430E-12,0.000E+00,2.686E-13
CU67,0.000E+00,2.339E-17,0.000E+00,2.936E-16
CU72,0.000E+00,1.780E-09,0.000E+00,7.211E-10
CU73,0.000E+00,2.290E-09,0.000E+00,8.407E-10
CU74,0.000E+00,4.309E-10,0.000E+00,2.716E-10
CU75,0.000E+00,4.810E-10,0.000E+00,4.014E-10
CU76,0.000E+00,1.100E-10,0.000E+00,1.138E-10
CU77,0.000E+00,6.040E-11,0.000E+00,6.610E-11
CU78,0.000E+00,5.961E-12,0.000E+00,1.028E-11
CU79,0.000E+00,7.440E-13,0.000E+00,1.478E-12
CU80,0.000E+00,5.380E-14,0.000E+00,1.258E-13
CU81,0.000E+00,2.339E-15,0.000E+00,5.411E-15
ZN66,0.000E+00,3.850E-07,0.000E+00,8.419E-08
ZN67,0.000E+00,1.620E-08,0.000E+00,3.785E-09
ZN68,0.000E+00,1.620E-11,0.000E+00,6.591E-11
ZN69,0.000E+00,2.180E-19,0.000E+00,1.538E-17
ZN69M,0.000E+00,2.149E-19,0.000E+00,1.498E-17
ZN70,0.000E+00,2.849E-21,0.000E+00,0.000E+00
ZN71,0.000E+00,3.980E-14,0.000E+00,0.000E+00
ZN72,0.000E+00,5.130E-05,0.000E+00,2.257E-05
ZN73,0.000E+00,1.910E-08,0.000E+00,1.068E-08
ZN74,0.000E+00,1.550E-07,0.000E+00,1.108E-07
ZN75,0.000E+00,2.571E-08,0.000E+00,2.327E-08
ZN76,0.000E+00,2.710E-08,0.000E+00,3.286E-08
ZN77,0.000E+00,1.260E-08,0.000E+00,9.986E-09
ZN78,0.000E+00,7.160E-09,0.000E+00,2.007E-08
ZN79,0.000E+00,1.680E-09,0.000E+00,1.228E-09
ZN80,0.000E+00,3.271E-10,0.000E+00,1.048E-09
ZN81,0.000E+00,1.290E-11,0.000E+00,3.376E-11
ZN82,0.000E+00,1.400E-12,0.000E+00,3.596E-12
ZN83,0.000E+00,6.970E-14,0.000E+00,1.727E-13
GA69,0.000E+00,1.790E-15,0.000E+00,1.198E-13
GA70,0.000E+00,0.000E+00,0.000E+00,3.265E-20
GA71,0.000E+00,4.240E-06,0.000E+00,9.735E-07
GA72,0.000E+00,1.560E-05,0.000E+00,6.861E-06
GA73,0.000E+00,1.460E-05,0.000E+00,8.239E-06
GA74,0.000E+00,2.250E-07,0.000E+00,5.860E-07
GA75,0.000E+00,3.589E-07,0.000E+00,3.345E-07
GA76,0.000E+00,2.171E-07,0.000E+00,2.307E-07
GA77,0.000E+00,1.670E-07,0.000E+00,2.257E-07
GA78,0.000E+00,1.020E-07,0.000E+00,1.748E-07
GA79,0.000E+00,4.969E-08,0.000E+00,9.407E-08
GA80,0.000E+00,2.780E-08,0.000E+00,7.329E-08
GA81,0.000E+00,1.070E-08,0.000E+00,1.638E-08
GA82,0.000E+00,1.710E-09,0.000E+00,1.188E-09
GA83,0.000E+00,2.171E-10,0.000E+00,2.856E-10
GA84,0.000E+00,7.670E-12,0.000E+00,1.128E-11
GE70,0.000E+00,6.959E-19,0.000E+00,5.102E-16
GE72,0.000E+00,2.500E-02,0.000E+00,1.208E-02
GE73,0.000E+00,6.760E-02,0.000E+00,3.983E-02
GE73M,0.000E+00,4.099E-10,0.000E+00,2.486E-10
GE74,0.000E+00,3.850E-02,0.000E+00,1.108E-01
GE75,0.000E+00,1.420E-05,0.000E+00,1.468E-05
GE75M,0.000E+00,6.700E-09,0.000E+00,6.012E-09
GE76,0.000E+00,5.559E-01,0.000E+00,7.849E-01
GE77,0.000E+00,1.390E-04,0.000E+00,2.796E-04
GE77M,0.000E+00,6.999E-07,0.000E+00,8.828E-07
GE78,0.000E+00,1.470E-04,0.000E+00,2.107E-04
GE79,0.000E+00,7.250E-07,0.000E+00,3.695E-06
GE80,0.000E+00,2.401E-06,0.000E+00,5.241E-06
GE81,0.000E+00,7.390E-07,0.000E+00,2.906E-06
GE82,0.000E+00,4.110E-07,0.000E+00,1.238E-06
GE83,0.000E+00,1.240E-07,0.000E+00,3.785E-07
GE84,0.000E+00,2.970E-08,0.000E+00,4.773E-08
GE85,0.000E+00,1.290E-09,0.000E+00,3.135E-09
GE86,0.000E+00,1.860E-10,0.000E+00,6.179E-10
GE87,0.000E+00,8.430E-12,0.000E+00,4.832E-11
GE88,0.000E+00,2.900E-13,0.000E+00,6.399E-13
AS75,0.000E+00,2.319E-01,0.000E+00,2.556E-01
AS76,0.000E+00,5.709E-06,0.000E+00,2.416E-05
AS77,0.000E+00,1.939E-03,0.000E+00,2.756E-03
AS78,0.000E+00,1.520E-04,0.000E+00,2.217E-04
AS79,0.000E+00,2.149E-05,0.000E+00,5.631E-05
AS80,0.000E+00,1.390E-06,0.000E+00,4.113E-06
AS81,0.000E+00,4.550E-06,0.000E+00,1.308E-05
AS82,0.000E+00,2.630E-06,0.000E+00,9.147E-06
AS82M,0.000E+00,6.590E-07,0.000E+00,2.147E-06
AS83,0.000E+00,3.529E-06,0.000E+00,1.158E-05
AS84,0.000E+00,1.430E-06,0.000E+00,3.794E-06
AS85,0.000E+00,3.050E-07,0.000E+00,8.778E-07
AS86,0.000E+00,6.230E-08,0.000E+00,2.137E-07
AS87,0.000E+00,6.060E-09,0.000E+00,4.073E-08
AS88,0.000E+00,3.410E-10,0.000E+00,7.338E-10
AS89,0.000E+00,2.370E-11,0.000E+00,5.842E-11
SE76,0.000E+00,2.500E-03,0.000E+00,9.556E-03
SE77,0.000E+00,1.120E+00,0.000E+00,1.657E+00
SE77M,0.000E+00,7.750E-10,0.000E+00,9.865E-10
SE78,0.000E+00,2.299E+00,0.000E+00,3.776E+00
SE79,0.000E+00,3.271E+00,0.000E+00,9.367E+00
SE79M,0.000E+00,9.249E-06,0.000E+00,2.436E-05
SE80,0.000E+00,7.529E+00,0.000E+00,2.257E+01
SE81,0.000E+00,1.560E-04,0.000E+00,4.764E-04
SE81M,0.000E+00,2.401E-05,0.000E+00,4.724E-05
SE82,0.000E+00,1.680E+01,0.000E+00,6.071E+01
SE83,0.000E+00,1.700E-04,0.000E+00,5.572E-04
SE83M,0.000E+00,1.640E-05,0.000E+00,4.773E-05
SE84,0.000E+00,1.410E-04,0.000E+00,4.064E-04
