isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g)
CD109,0.000E+00,4.144E-04,0.000E+00,2.915E-05
CD110,0.000E+00,4.768E+01,0.000E+00,7.173E+00
CD111,0.000E+00,1.545E+02,0.000E+00,4.468E+01
CD111M,0.000E+00,3.531E-07,0.000E+00,1.692E-08
CD112,0.000E+00,1.043E+02,0.000E+00,3.308E+01
CD113,0.000E+00,7.235E+01,0.000E+00,2.598E+01
CD113M,0.000E+00,1.423E+00,0.000E+00,4.413E-01
CD114,0.000E+00,5.724E+01,0.000E+00,2.141E+01
CD115,0.000E+00,1.470E-01,0.000E+00,2.797E-02
CD115M,0.000E+00,2.694E-01,0.000E+00,5.254E-02
CD116,0.000E+00,4.256E+01,0.000E+00,1.799E+01
CD117,0.000E+00,3.785E-03,0.000E+00,7.646E-04
CD117M,0.000E+00,2.579E-03,0.000E+00,5.284E-04
CD118,0.000E+00,1.804E-03,0.000E+00,3.627E-04
CD119,0.000E+00,1.694E-04,0.000E+00,3.393E-05
CD119M,0.000E+00,5.767E-05,0.000E+00,1.155E-05
CD120,0.000E+00,2.991E-05,0.000E+00,6.056E-06
CD121,0.000E+00,7.449E-06,0.000E+00,1.529E-06
CD122,0.000E+00,3.032E-06,0.000E+00,6.375E-07
CD123,0.000E+00,4.452E-06,0.000E+00,9.447E-07
CD124,0.000E+00,8.073E-06,0.000E+00,1.726E-06
CD125,0.000E+00,5.620E-07,0.000E+00,1.174E-07
CD126,0.000E+00,8.382E-07,0.000E+00,1.777E-07
CD127,0.000E+00,7.313E-08,0.000E+00,1.459E-08
CD128,0.000E+00,5.315E-08,0.000E+00,1.073E-08
CD129,0.000E+00,6.394E-09,0.000E+00,1.420E-09
CD130,0.000E+00,9.165E-09,0.000E+00,2.188E-09
CD131,0.000E+00,3.689E-10,0.000E+00,9.005E-11
CD132,0.000E+00,4.213E-11,0.000E+00,1.040E-11
IN113,0.000E+00,9.680E-02,0.000E+00,5.984E-02
IN113M,0.000E+00,9.454E-13,0.000E+00,1.564E-13
IN114,0.000E+00,2.665E-08,0.000E+00,5.341E-09
IN114M,0.000E+00,4.742E-04,0.000E+00,9.890E-05
IN115,0.000E+00,3.032E+01,0.000E+00,1.429E+01
IN115M,0.000E+00,1.184E-02,0.000E+00,2.253E-03
IN116,0.000E+00,8.823E-07,0.000E+00,1.325E-07
IN116M,0.000E+00,1.758E-03,0.000E+00,2.642E-04
IN117,0.000E+00,9.680E-04,0.000E+00,1.967E-04
IN117M,0.000E+00,3.274E-03,0.000E+00,6.633E-04
IN118,0.000E+00,2.992E-06,0.000E+00,6.010E-07
IN118M,0.000E+00,9.972E-08,0.000E+00,1.674E-08
IN119,0.000E+00,2.593E-05,0.000E+00,5.192E-06
IN119M,0.000E+00,4.867E-04,0.000E+00,9.746E-05
IN120,0.000E+00,1.343E-05,0.000E+00,2.709E-06
IN120M,0.000E+00,9.321E-07,0.000E+00,1.879E-07
IN121,0.000E+00,1.403E-05,0.000E+00,2.858E-06
IN121M,0.000E+00,2.545E-05,0.000E+00,5.085E-06
IN122,0.000E+00,6.031E-06,0.000E+00,1.253E-06
IN122M,0.000E+00,7.854E-08,0.000E+00,1.427E-08
IN123,0.000E+00,3.067E-06,0.000E+00,6.334E-07
IN123M,0.000E+00,1.092E-05,0.000E+00,2.178E-06
IN124,0.000E+00,2.669E-06,0.000E+00,5.454E-07
IN125,0.000E+00,1.305E-06,0.000E+00,2.580E-07
IN125M,0.000E+00,5.073E-06,0.000E+00,9.864E-07
IN126,0.000E+00,1.593E-06,0.000E+00,3.157E-07
IN127,0.000E+00,1.075E-06,0.000E+00,2.064E-07
IN127M,0.000E+00,1.957E-06,0.000E+00,3.758E-07
IN128,0.000E+00,2.763E-06,0.000E+00,5.382E-07
IN129,0.000E+00,5.293E-07,0.000E+00,1.063E-07
IN130,0.000E+00,3.530E-07,0.000E+00,7.399E-08
IN131,0.000E+00,7.791E-08,0.000E+00,1.734E-08
IN132,0.000E+00,7.765E-09,0.000E+00,1.845E-09
IN133,0.000E+00,1.041E-09,0.000E+00,2.548E-10
IN134,0.000E+00,4.746E-11,0.000E+00,1.173E-11
SN114,0.000E+00,8.375E-03,0.000E+00,3.370E-03
SN115,0.000E+00,1.953E+00,0.000E+00,7.919E-01
SN116,0.000E+00,2.566E+01,0.000E+00,8.444E+00
SN117,0.000E+00,4.321E+01,0.000E+00,1.858E+01
SN117M,0.000E+00,2.378E-03,0.000E+00,2.491E-04
SN118,0.000E+00,4.427E+01,0.000E+00,1.847E+01
SN119,0.000E+00,4.430E+01,0.000E+00,1.846E+01
SN119M,0.000E+00,2.107E-01,0.000E+00,4.285E-02
SN120,0.000E+00,4.436E+01,0.000E+00,1.864E+01
SN121,0.000E+00,6.159E-02,0.000E+00,1.245E-02
SN121M,0.000E+00,4.583E-02,0.000E+00,1.092E-02
SN122,0.000E+00,4.844E+01,0.000E+00,2.063E+01
SN123,0.000E+00,1.750E+00,0.000E+00,3.434E-01
SN123M,0.000E+00,1.479E-03,0.000E+00,3.025E-04
SN124,0.000E+00,6.740E+01,0.000E+00,2.721E+01
SN125,0.000E+00,3.843E-01,0.000E+00,7.621E-02
SN125M,0.000E+00,5.386E-04,0.000E+00,1.040E-04
SN126,0.000E+00,1.357E+02,0.000E+00,4.732E+01
SN127,0.000E+00,1.655E-02,0.000E+00,3.097E-03
SN127M,0.000E+00,2.725E-04,0.000E+00,4.975E-05
SN128,0.000E+00,1.526E-02,0.000E+00,2.874E-03
SN129,0.000E+00,1.328E-03,0.000E+00,2.448E-04
SN129M,0.000E+00,4.435E-04,0.000E+00,8.176E-05
SN130,0.000E+00,1.920E-03,0.000E+00,3.570E-04
SN131,0.000E+00,4.580E-04,0.000E+00,8.722E-05
SN132,0.000E+00,1.355E-04,0.000E+00,2.794E-05
SN133,0.000E+00,1.545E-06,0.000E+00,3.490E-07
SN134,0.000E+00,1.738E-07,0.000E+00,4.123E-08
SN135,0.000E+00,7.311E-09,0.000E+00,1.777E-09
SN136,0.000E+00,1.037E-09,0.000E+00,2.554E-10
SB121,0.000E+00,4.319E+01,0.000E+00,1.847E+01
SB122,0.000E+00,2.071E-02,0.000E+00,2.822E-03
SB122M,0.000E+00,1.348E-07,0.000E+00,1.844E-08
SB123,0.000E+00,5.256E+01,0.000E+00,2.235E+01
SB124,0.000E+00,2.862E-01,0.000E+00,4.088E-02
SB125,0.000E+00,6.720E+01,0.000E+00,1.901E+01
SB126,0.000E+00,1.168E-01,0.000E+00,1.346E-02
SB126M,0.000E+00,2.412E-05,0.000E+00,4.290E-06
SB127,0.000E+00,1.180E+00,0.000E+00,2.183E-01
SB128,0.000E+00,1.601E-02,0.000E+00,2.872E-03
SB128M,0.000E+00,2.994E-03,0.000E+00,5.614E-04
SB129,0.000E+00,1.354E-01,0.000E+00,2.457E-02
SB130,0.000E+00,6.531E-03,0.000E+00,1.145E-03
SB130M,0.000E+00,4.279E-03,0.000E+00,7.852E-04
SB131,0.000E+00,2.749E-02,0.000E+00,4.990E-03
SB132,0.000E+00,1.754E-03,0.000E+00,3.325E-04
SB132M,0.000E+00,1.779E-03,0.000E+00,3.226E-04
SB133,0.000E+00,1.521E-03,0.000E+00,7.070E-05
SB134,0.000E+00,2.432E-05,0.000E+00,5.029E-06
SB134M,0.000E+00,2.145E-05,0.000E+00,4.370E-06
SB135,0.000E+00,1.919E-06,0.000E+00,4.176E-07
SB136,0.000E+00,5.934E-08,0.000E+00,1.375E-08
SB137,0.000E+00,1.455E-08,0.000E+00,3.525E-09
SB138,0.000E+00,9.326E-10,0.000E+00,2.310E-10
SB139,0.000E+00,9.671E-11,0.000E+00,2.393E-11
TE122,0.000E+00,3.033E+00,0.000E+00,9.560E-01
TE123,0.000E+00,1.135E-01,0.000E+00,2.775E-02
TE123M,0.000E+00,5.203E-03,0.000E+00,6.149E-04
TE124,0.000E+00,1.810E+00,0.000E+00,6.092E-01
TE125,0.000E+00,3.019E+01,0.000E+00,1.731E+01
TE125M,0.000E+00,8.475E-01,0.000E+00,2.475E-01
TE126,0.000E+00,7.616E+00,0.000E+00,2.136E+00
TE127,0.000E+00,1.188E-01,0.000E+00,2.197E-02
TE127M,0.000E+00,4.566E+00,0.000E+00,8.377E-01
TE128,0.000E+00,3.856E+02,0.000E+00,1.266E+02
TE129,0.000E+00,3.642E-02,0.000E+00,6.555E-03
TE129M,0.000E+00,3.736E+00,0.000E+00,6.705E-01
TE130,0.000E+00,1.073E+03,0.000E+00,3.274E+02
TE131,0.000E+00,3.249E-02,0.000E+00,5.856E-03
TE131M,0.000E+00,4.005E-01,0.000E+00,7.111E-02
TE132,0.000E+00,9.172E+00,0.000E+00,1.655E+00
TE133,0.000E+00,1.944E-02,0.000E+00,3.584E-03
TE133M,0.000E+00,4.686E-02,0.000E+00,8.341E-03
TE134,0.000E+00,8.285E-02,0.000E+00,1.528E-02
TE135,0.000E+00,3.793E-04,0.000E+00,7.070E-05
TE136,0.000E+00,1.773E-04,0.000E+00,3.480E-05
TE137,0.000E+00,1.005E-05,0.000E+00,2.145E-06
TE138,0.000E+00,1.167E-06,0.000E+00,2.821E-07
TE139,0.000E+00,7.752E-08,0.000E+00,1.850E-08
TE140,0.000E+00,1.900E-08,0.000E+00,4.636E-09
TE141,0.000E+00,2.930E-10,0.000E+00,7.183E-11
TE142,0.000E+00,7.524E-11,0.000E+00,1.865E-11
I127,0.000E+00,2.347E+02,0.000E+00,7.842E+01
I128,0.000E+00,7.816E-04,0.000E+00,8.320E-05
I129,0.000E+00,6.214E+02,0.000E+00,1.936E+02
I130,0.000E+00,4.723E-02,0.000E+00,4.733E-03
I130M,0.000E+00,5.982E-05,0.000E+00,6.206E-06
I131,0.000E+00,1.708E+01,0.000E+00,3.075E+00
I132,0.000E+00,2.758E-01,0.000E+00,4.974E-02
I133,0.000E+00,3.180E+00,0.000E+00,5.768E-01
I133M,0.000E+00,1.766E-05,0.000E+00,3.046E-06
I134,0.000E+00,1.436E-01,0.000E+00,2.604E-02
I134M,0.000E+00,1.330E-03,0.000E+00,2.306E-04
I135,0.000E+00,9.887E-01,0.000E+00,1.780E-01
I136,0.000E+00,1.607E-03,0.000E+00,2.974E-04
I136M,0.000E+00,5.033E-04,0.000E+00,8.912E-05
I137,0.000E+00,4.309E-04,0.000E+00,8.115E-05
I138,0.000E+00,5.613E-05,0.000E+00,1.111E-05
I139,0.000E+00,8.948E-06,0.000E+00,1.867E-06
I140,0.000E+00,9.361E-07,0.000E+00,2.072E-07
I141,0.000E+00,8.688E-08,0.000E+00,1.992E-08
I142,0.000E+00,8.327E-09,0.000E+00,2.020E-09
I143,0.000E+00,1.010E-09,0.000E+00,2.456E-10
I144,0.000E+00,3.673E-11,0.000E+00,9.072E-12
XE127,0.000E+00,7.394E-05,0.000E+00,5.470E-06
XE128,0.000E+00,1.740E+01,0.000E+00,3.865E+00
XE129,0.000E+00,2.968E-01,0.000E+00,4.720E-02
XE129M,0.000E+00,6.757E-05,0.000E+00,4.786E-06
XE130,0.000E+00,4.006E+01,0.000E+00,8.161E+00
XE131,0.000E+00,1.718E+03,0.000E+00,5.202E+02
XE131M,0.000E+00,2.810E-01,0.000E+00,5.053E-02
XE132,0.000E+00,2.457E+03,0.000E+00,7.338E+02
XE133,0.000E+00,1.973E+01,0.000E+00,3.548E+00
XE133M,0.000E+00,2.763E-01,0.000E+00,4.973E-02
XE134,0.000E+00,3.372E+03,0.000E+00,1.028E+03
XE134M,0.000E+00,1.252E-07,0.000E+00,2.148E-08
XE135,0.000E+00,1.536E+00,0.000E+00,2.742E-01
XE135M,0.000E+00,8.467E-03,0.000E+00,1.510E-03
XE136,0.000E+00,3.233E+03,0.000E+00,9.591E+02
XE137,0.000E+00,8.640E-03,0.000E+00,1.559E-03
XE138,0.000E+00,2.643E-02,0.000E+00,4.868E-03
XE139,0.000E+00,1.095E-03,0.000E+00,2.004E-04
XE140,0.000E+00,2.200E-04,0.000E+00,4.149E-05
XE141,0.000E+00,1.227E-05,0.000E+00,2.344E-06
XE142,0.000E+00,2.912E-06,0.000E+00,6.278E-07
XE143,0.000E+00,1.343E-07,0.000E+00,2.935E-08
XE144,0.000E+00,9.062E-08,0.000E+00,2.144E-08
XE145,0.000E+00,1.132E-08,0.000E+00,2.745E-09
XE146,0.000E+00,7.686E-10,0.000E+00,1.888E-10
XE147,0.000E+00,2.121E-11,0.000E+00,5.264E-12
CS132,0.000E+00,3.710E-03,0.000E+00,3.671E-04
CS133,0.000E+00,2.893E+03,0.000E+00,8.994E+02
CS134,0.000E+00,1.635E+02,0.000E+00,2.536E+01
CS134M,0.000E+00,7.522E-03,0.000E+00,7.456E-04
CS135,0.000E+00,3.383E+03,0.000E+00,9.941E+02
CS135M,0.000E+00,1.589E-04,0.000E+00,1.278E-05
CS136,0.000E+00,1.953E+00,0.000E+00,2.510E-01
CS137,0.000E+00,2.870E+03,0.000E+00,8.331E+02
CS138,0.000E+00,7.835E-02,0.000E+00,1.419E-02
CS138M,0.000E+00,3.614E-04,0.000E+00,6.267E-05
CS139,0.000E+00,2.116E-02,0.000E+00,3.854E-03
CS140,0.000E+00,2.067E-03,0.000E+00,3.779E-04
CS141,0.000E+00,6.556E-04,0.000E+00,1.210E-04
CS142,0.000E+00,2.494E-05,0.000E+00,4.770E-06
CS143,0.000E+00,1.120E-05,0.000E+00,2.194E-06
CS144,0.000E+00,2.420E-06,0.000E+00,5.082E-07
CS145,0.000E+00,3.400E-07,0.000E+00,7.451E-08
CS146,0.000E+00,1.987E-08,0.000E+00,4.564E-09
CS147,0.000E+00,1.258E-08,0.000E+00,3.053E-09
CS148,0.000E+00,3.255E-10,0.000E+00,8.001E-11
CS150,0.000E+00,2.017E-13,0.000E+00,4.992E-14
BA132,0.000E+00,4.805E-03,0.000E+00,9.669E-04
BA134,0.000E+00,6.596E+01,0.000E+00,2.129E+01
BA135,0.000E+00,6.047E-01,0.000E+00,1.320E-01
BA135M,0.000E+00,8.690E-05,0.000E+00,9.000E-06
BA136,0.000E+00,8.893E+01,0.000E+00,1.989E+01
BA136M,0.000E+00,8.756E-08,0.000E+00,1.126E-08
BA137,0.000E+00,1.124E+02,0.000E+00,5.516E+01
BA137M,0.000E+00,4.400E-04,0.000E+00,1.277E-04
BA138,0.000E+00,2.996E+03,0.000E+00,9.030E+02
BA139,0.000E+00,1.911E-01,0.000E+00,3.477E-02
BA140,0.000E+00,3.938E+01,0.000E+00,7.173E+00
BA141,0.000E+00,4.005E-02,0.000E+00,7.296E-03
BA142,0.000E+00,2.047E-02,0.000E+00,3.764E-03
BA143,0.000E+00,3.665E-04,0.000E+00,6.808E-05
BA144,0.000E+00,2.078E-04,0.000E+00,3.942E-05
BA145,0.000E+00,6.442E-05,0.000E+00,1.250E-05
BA146,0.000E+00,9.399E-06,0.000E+00,1.914E-06
BA147,0.000E+00,2.524E-06,0.000E+00,5.470E-07
BA148,0.000E+00,1.477E-06,0.000E+00,3.391E-07
BA149,0.000E+00,3.094E-08,0.000E+00,7.348E-09
BA150,0.000E+00,4.876E-09,0.000E+00,1.177E-09
BA152,0.000E+00,6.102E-12,0.000E+00,1.504E-12
LA138,0.000E+00,4.955E-03,0.000E+00,1.548E-03
LA139,0.000E+00,2.790E+03,0.000E+00,8.573E+02
LA140,0.000E+00,5.238E+00,0.000E+00,9.483E-01
LA141,0.000E+00,5.200E-01,0.000E+00,9.473E-02
LA142,0.000E+00,1.829E-01,0.000E+00,3.356E-02
LA143,0.000E+00,2.523E-02,0.000E+00,4.661E-03
LA144,0.000E+00,1.016E-03,0.000E+00,1.896E-04
LA145,0.000E+00,5.754E-04,0.000E+00,1.075E-04
LA146,0.000E+00,1.127E-04,0.000E+00,2.130E-05
LA147,0.000E+00,6.852E-05,0.000E+00,1.315E-05
LA148,0.000E+00,3.674E-06,0.000E+00,7.312E-07
LA149,0.000E+00,2.371E-06,0.000E+00,4.911E-07
LA150,0.000E+00,1.151E-07,0.000E+00,2.490E-08
LA151,0.000E+00,2.511E-08,0.000E+00,5.619E-09
LA152,0.000E+00,1.047E-09,0.000E+00,2.452E-10
LA153,0.000E+00,1.627E-10,0.000E+00,3.953E-11
LA154,0.000E+00,3.165E-12,0.000E+00,7.698E-13
CE140,0.000E+00,2.582E+03,0.000E+00,7.996E+02
CE141,0.000E+00,1.039E+02,0.000E+00,1.887E+01
CE142,0.000E+00,2.390E+03,0.000E+00,7.410E+02
CE143,0.000E+00,3.621E+00,0.000E+00,6.653E-01
CE144,0.000E+00,6.030E+02,0.000E+00,1.162E+02
CE145,0.000E+00,3.933E-03,0.000E+00,7.276E-04
CE146,0.000E+00,1.559E-02,0.000E+00,2.889E-03
CE147,0.000E+00,1.020E-03,0.000E+00,1.876E-04
CE148,0.000E+00,4.801E-04,0.000E+00,8.814E-05
CE149,0.000E+00,6.922E-06,0.000E+00,1.277E-06
CE150,0.000E+00,3.388E-06,0.000E+00,6.350E-07
CE151,0.000E+00,1.171E-06,0.000E+00,2.237E-07
CE152,0.000E+00,4.282E-06,0.000E+00,8.557E-07
CE153,0.000E+00,1.040E-07,0.000E+00,2.264E-08
CE154,0.000E+00,2.934E-08,0.000E+00,6.463E-09
CE155,0.000E+00,7.335E-10,0.000E+00,1.650E-10
CE156,0.000E+00,1.139E-10,0.000E+00,2.601E-11
CE157,0.000E+00,2.497E-12,0.000E+00,5.984E-13
PR140,0.000E+00,9.198E-07,0.000E+00,9.211E-08
PR141,0.000E+00,2.542E+03,0.000E+00,7.991E+02
PR142,0.000E+00,1.111E-01,0.000E+00,1.114E-02
PR142M,0.000E+00,5.869E-05,0.000E+00,5.876E-06
PR143,0.000E+00,3.566E+01,0.000E+00,6.561E+00
PR144,0.000E+00,2.551E-02,0.000E+00,4.907E-03
PR144M,0.000E+00,1.275E-04,0.000E+00,2.455E-05
PR145,0.000E+00,4.706E-01,0.000E+00,8.706E-02
PR146,0.000E+00,2.670E-02,0.000E+00,4.946E-03
PR147,0.000E+00,1.083E-02,0.000E+00,1.987E-03
PR148,0.000E+00,1.730E-03,0.000E+00,3.155E-04
PR149,0.000E+00,1.324E-03,0.000E+00,2.402E-04
PR150,0.000E+00,8.530E-05,0.000E+00,1.541E-05
PR151,0.000E+00,1.698E-05,0.000E+00,3.044E-06
PR152,0.000E+00,1.769E-05,0.000E+00,3.178E-06
PR153,0.000E+00,5.807E-06,0.000E+00,1.080E-06
PR154,0.000E+00,2.999E-07,0.000E+00,5.573E-08
PR155,0.000E+00,1.141E-07,0.000E+00,2.165E-08
PR156,0.000E+00,6.435E-09,0.000E+00,1.235E-09
PR157,0.000E+00,1.124E-09,0.000E+00,2.325E-10
PR158,0.000E+00,2.825E-11,0.000E+00,6.236E-12
PR159,0.000E+00,1.262E-12,0.000E+00,2.877E-13
ND142,0.000E+00,5.898E+01,0.000E+00,1.212E+01
ND143,0.000E+00,2.084E+03,0.000E+00,6.725E+02
ND144,0.000E+00,1.358E+03,0.000E+00,5.095E+02
ND145,0.000E+00,1.532E+03,0.000E+00,4.973E+02
ND146,0.000E+00,1.389E+03,0.000E+00,4.408E+02
ND147,0.000E+00,1.510E+01,0.000E+00,2.714E+00
ND148,0.000E+00,8.931E+02,0.000E+00,2.808E+02
ND149,0.000E+00,6.562E-02,0.000E+00,1.152E-02
ND150,0.000E+00,5.389E+02,0.000E+00,1.647E+02
ND151,0.000E+00,4.827E-03,0.000E+00,8.223E-04
ND152,0.000E+00,3.173E-03,0.000E+00,5.531E-04
ND153,0.000E+00,1.848E-04,0.000E+00,3.232E-05
ND154,0.000E+00,6.918E-05,0.000E+00,1.189E-05
ND155,0.000E+00,2.330E-05,0.000E+00,4.020E-06
ND156,0.000E+00,2.307E-05,0.000E+00,3.959E-06
ND157,0.000E+00,4.778E-07,0.000E+00,8.392E-08
ND158,0.000E+00,1.345E-07,0.000E+00,2.407E-08
ND159,0.000E+00,2.358E-09,0.000E+00,4.340E-10
ND160,0.000E+00,2.626E-10,0.000E+00,5.156E-11
ND161,0.000E+00,3.946E-12,0.000E+00,8.861E-13
PM146,0.000E+00,1.707E-01,0.000E+00,2.952E-02
PM147,0.000E+00,5.275E+02,0.000E+00,1.481E+02
PM148,0.000E+00,1.346E+00,0.000E+00,1.210E-01
PM148M,0.000E+00,1.254E+01,0.000E+00,1.171E+00
PM149,0.000E+00,2.049E+00,0.000E+00,3.545E-01
PM150,0.000E+00,3.084E-04,0.000E+00,2.337E-05
PM151,0.000E+00,6.666E-01,0.000E+00,1.136E-01
PM152,0.000E+00,1.150E-03,0.000E+00,2.001E-04
PM152M,0.000E+00,3.227E-05,0.000E+00,5.429E-06
PM153,0.000E+00,9.878E-04,0.000E+00,1.722E-04
PM154,0.000E+00,3.368E-04,0.000E+00,5.763E-05
PM154M,0.000E+00,2.710E-05,0.000E+00,4.497E-06
PM155,0.000E+00,5.303E-05,0.000E+00,9.020E-06
PM156,0.000E+00,1.156E-05,0.000E+00,1.934E-06
PM157,0.000E+00,3.391E-05,0.000E+00,5.670E-06
PM158,0.000E+00,6.701E-07,0.000E+00,1.110E-07
PM159,0.000E+00,1.867E-07,0.000E+00,3.049E-08
PM160,0.000E+00,8.450E-09,0.000E+00,1.417E-09
PM161,0.000E+00,9.473E-10,0.000E+00,1.674E-10
PM162,0.000E+00,1.006E-11,0.000E+00,2.039E-12
SM146,0.000E+00,1.398E-01,0.000E+00,4.396E-02
SM147,0.000E+00,2.687E+02,0.000E+00,1.372E+02
SM148,0.000E+00,2.858E+02,0.000E+00,6.257E+01
SM149,0.000E+00,6.236E+02,0.000E+00,1.993E+02
SM150,0.000E+00,1.325E+02,0.000E+00,2.768E+01
SM151,0.000E+00,3.406E+02,0.000E+00,1.065E+02
SM152,0.000E+00,4.342E+02,0.000E+00,1.144E+02
SM153,0.000E+00,6.591E-01,0.000E+00,1.017E-01
SM154,0.000E+00,1.595E+02,0.000E+00,4.308E+01
SM155,0.000E+00,2.215E-03,0.000E+00,3.606E-04
SM156,0.000E+00,3.472E-02,0.000E+00,5.784E-03
SM157,0.000E+00,3.598E-04,0.000E+00,5.948E-05
SM158,0.000E+00,1.188E-03,0.000E+00,1.934E-04
SM159,0.000E+00,3.889E-05,0.000E+00,6.170E-06
SM160,0.000E+00,3.934E-05,0.000E+00,6.350E-06
SM161,0.000E+00,3.312E-07,0.000E+00,5.310E-08
SM162,0.000E+00,5.706E-08,0.000E+00,1.002E-08
SM163,0.000E+00,7.798E-10,0.000E+00,1.479E-10
SM164,0.000E+00,1.181E-10,0.000E+00,2.399E-11
SM165,0.000E+00,1.580E-12,0.000E+00,3.347E-13
EU150,0.000E+00,2.701E-04,0.000E+00,8.907E-05
EU151,0.000E+00,2.874E+00,0.000E+00,1.769E+00
EU152,0.000E+00,8.413E-01,0.000E+00,3.052E-01
EU152M,0.000E+00,7.937E-04,0.000E+00,1.556E-04
EU153,0.000E+00,1.865E+02,0.000E+00,5.598E+01
EU154,0.000E+00,4.721E+01,0.000E+00,8.907E+00
EU155,0.000E+00,7.856E+01,0.000E+00,1.887E+01
EU156,0.000E+00,2.432E+00,0.000E+00,3.070E-01
EU157,0.000E+00,4.141E-02,0.000E+00,6.838E-03
EU158,0.000E+00,1.296E-03,0.000E+00,2.110E-04
EU159,0.000E+00,3.031E-04,0.000E+00,4.798E-05
EU160,0.000E+00,8.394E-06,0.000E+00,1.349E-06
EU161,0.000E+00,2.765E-06,0.000E+00,4.398E-07
EU162,0.000E+00,5.507E-06,0.000E+00,9.221E-07
EU163,0.000E+00,6.677E-08,0.000E+00,1.154E-08
EU164,0.000E+00,2.222E-09,0.000E+00,4.005E-10
EU165,0.000E+00,4.027E-10,0.000E+00,7.502E-11
GD152,0.000E+00,3.422E-01,0.000E+00,1.339E-01
GD153,0.000E+00,8.163E-02,0.000E+00,1.288E-02
GD154,0.000E+00,4.308E+00,0.000E+00,1.574E+00
GD155,0.000E+00,1.670E+01,0.000E+00,7.214E+00
GD155M,0.000E+00,1.156E-13,0.000E+00,1.346E-14
GD156,0.000E+00,1.032E+02,0.000E+00,2.418E+01
GD157,0.000E+00,4.092E+01,0.000E+00,1.140E+01
GD158,0.000E+00,5.295E+01,0.000E+00,1.135E+01
GD159,0.000E+00,2.301E-02,0.000E+00,3.261E-03
GD160,0.000E+00,1.193E+01,0.000E+00,2.820E+00
GD161,0.000E+00,1.875E-05,0.000E+00,2.783E-06
GD162,0.000E+00,2.525E-05,0.000E+00,4.204E-06
GD163,0.000E+00,1.604E-06,0.000E+00,2.701E-07
GD164,0.000E+00,1.135E-05,0.000E+00,1.941E-06
GD165,0.000E+00,3.142E-07,0.000E+00,5.423E-08
TB159,0.000E+00,1.864E+01,0.000E+00,4.501E+00
TB160,0.000E+00,5.793E-01,0.000E+00,4.612E-02
TB161,0.000E+00,5.074E-02,0.000E+00,7.507E-03
TB162,0.000E+00,1.876E-05,0.000E+00,3.123E-06
TB162M,0.000E+00,1.163E-05,0.000E+00,1.937E-06
TB163,0.000E+00,2.237E-05,0.000E+00,3.763E-06
TB164,0.000E+00,2.069E-06,0.000E+00,3.525E-07
TB165,0.000E+00,1.935E-07,0.000E+00,3.298E-08
DY160,0.000E+00,2.616E+00,0.000E+00,4.282E-01
DY161,0.000E+00,5.023E+00,0.000E+00,1.227E+00
DY162,0.000E+00,4.155E+00,0.000E+00,9.355E-01
DY163,0.000E+00,1.704E+00,0.000E+00,4.005E-01
DY164,0.000E+00,9.699E-01,0.000E+00,2.374E-01
DY165,0.000E+00,7.593E-05,0.000E+00,1.086E-05
DY165M,0.000E+00,3.611E-07,0.000E+00,5.039E-08
DY166,0.000E+00,1.248E-03,0.000E+00,2.034E-04
HO165,0.000E+00,4.561E-01,0.000E+00,1.185E-01
HO166,0.000E+00,6.748E-04,0.000E+00,8.876E-05
HO166M,0.000E+00,4.816E-03,0.000E+00,8.053E-04
ER166,0.000E+00,3.783E-01,0.000E+00,8.727E-02
ER167,0.000E+00,1.381E-01,0.000E+00,3.483E-02
ER167M,0.000E+00,2.591E-10,0.000E+00,1.907E-11
ER168,0.000E+00,2.764E-02,0.000E+00,4.329E-03
ER169,0.000E+00,5.609E-06,0.000E+00,2.799E-07
ER170,0.000E+00,2.519E-08,0.000E+00,2.568E-09
ER171,0.000E+00,9.464E-14,0.000E+00,3.074E-15
ER172,0.000E+00,1.461E-17,0.000E+00,1.511E-19
TM169,0.000E+00,1.316E-04,0.000E+00,1.488E-05
TM170,0.000E+00,1.151E-05,0.000E+00,5.146E-07
TM170M,0.000E+00,4.277E-19,0.000E+00,1.541E-20
TM171,0.000E+00,4.920E-07,0.000E+00,1.376E-08
TM172,0.000E+00,9.237E-11,0.000E+00,8.238E-13
YB170,0.000E+00,1.679E-05,0.000E+00,1.724E-06
YB171,0.000E+00,5.635E-07,0.000E+00,4.178E-08
YB172,0.000E+00,1.998E-08,0.000E+00,9.262E-10
TL207,0.000E+00,1.469E-16,0.000E+00,4.229E-16
TL208,0.000E+00,6.998E-12,0.000E+00,6.314E-14
TL209,0.000E+00,2.186E-17,0.000E+00,1.185E-19
PB206,0.000E+00,2.902E-11,0.000E+00,1.471E-13
PB207,0.000E+00,1.691E-11,0.000E+00,6.386E-11
PB208,0.000E+00,3.757E-06,0.000E+00,3.891E-08
PB209,0.000E+00,9.120E-14,0.000E+00,4.940E-16
PB210,0.000E+00,1.022E-09,0.000E+00,3.357E-12
PB211,0.000E+00,1.136E-15,0.000E+00,3.271E-15
PB212,0.000E+00,4.128E-09,0.000E+00,3.725E-11
PB214,0.000E+00,2.016E-16,0.000E+00,5.039E-18
BI208,0.000E+00,6.195E-15,0.000E+00,2.178E-17
BI209,0.000E+00,1.889E-10,0.000E+00,1.377E-12
