isotope,ST1-charged (g),ST1-discharged (g)
SM154,0.00E+00,6.39E+01
SM155,0.00E+00,8.13E-04
SM156,0.00E+00,1.37E-02
SM157,0.00E+00,1.36E-04
SM158,0.00E+00,4.34E-04
SM159,0.00E+00,1.35E-05
SM160,0.00E+00,1.03E-05
SM161,0.00E+00,1.03E-07
SM162,0.00E+00,1.89E-08
SM163,0.00E+00,2.51E-10
SM164,0.00E+00,3.14E-11
SM165,0.00E+00,3.87E-13
EU150,0.00E+00,1.45E-06
EU151,0.00E+00,6.46E-02
EU152,0.00E+00,1.75E-01
EU152M,0.00E+00,1.02E-04
EU153,0.00E+00,1.72E+02
EU154,0.00E+00,5.47E+01
EU155,0.00E+00,1.93E+01
EU156,0.00E+00,3.52E+00
EU157,0.00E+00,2.51E-02
EU158,0.00E+00,4.81E-04
EU159,0.00E+00,1.08E-04
EU160,0.00E+00,2.28E-06
EU161,0.00E+00,8.12E-07
EU162,0.00E+00,1.41E-06
EU163,0.00E+00,1.75E-08
EU164,0.00E+00,4.76E-10
EU165,0.00E+00,8.13E-11
GD152,0.00E+00,5.07E-02
GD153,0.00E+00,2.79E-02
GD154,0.00E+00,4.87E+00
GD155,0.00E+00,4.96E-01
GD155M,0.00E+00,2.40E-13
GD156,0.00E+00,9.48E+01
GD157,0.00E+00,5.64E-01
GD158,0.00E+00,4.00E+01
GD159,0.00E+00,8.44E-03
GD160,0.00E+00,3.18E+00
GD161,0.00E+00,5.00E-06
GD162,0.00E+00,5.51E-06
GD163,0.00E+00,3.33E-07
GD164,0.00E+00,1.80E-06
GD165,0.00E+00,4.56E-08
TB159,0.00E+00,7.99E+00
TB160,0.00E+00,1.73E-01
TB161,0.00E+00,1.52E-02
TB162,0.00E+00,4.07E-06
TB162M,0.00E+00,2.14E-06
TB163,0.00E+00,4.51E-06
TB164,0.00E+00,3.07E-07
TB165,0.00E+00,2.44E-08
DY160,0.00E+00,6.39E-01
DY161,0.00E+00,2.28E+00
DY162,0.00E+00,2.14E+00
DY163,0.00E+00,2.05E+00
DY164,0.00E+00,1.58E-01
DY165,0.00E+00,7.51E-05
DY165M,0.00E+00,2.82E-07
DY166,0.00E+00,1.74E-04
HO165,0.00E+00,2.43E-01
HO166,0.00E+00,2.54E-04
HO166M,0.00E+00,2.12E-03
ER166,0.00E+00,8.56E-02
ER167,0.00E+00,7.01E-03
ER167M,0.00E+00,1.03E-10
ER168,0.00E+00,1.55E-02
ER169,0.00E+00,3.94E-06
ER170,0.00E+00,2.62E-08
ER171,0.00E+00,1.63E-13
ER172,0.00E+00,1.21E-16
TM169,0.00E+00,9.65E-05
TM170,0.00E+00,1.09E-05
TM170M,0.00E+00,4.09E-19
TM171,0.00E+00,7.31E-07
TM172,0.00E+00,1.72E-10
YB170,0.00E+00,1.74E-05
YB171,0.00E+00,7.89E-07
YB172,0.00E+00,4.11E-08
TL207,0.00E+00,0.00E+00
TL208,0.00E+00,0.00E+00
TL209,0.00E+00,0.00E+00
PB206,0.00E+00,0.00E+00
PB207,0.00E+00,0.00E+00
PB208,0.00E+00,0.00E+00
PB209,0.00E+00,0.00E+00
PB210,0.00E+00,0.00E+00
PB211,0.00E+00,0.00E+00
PB212,0.00E+00,0.00E+00
PB214,0.00E+00,0.00E+00
BI209,0.00E+00,0.00E+00
BI210,0.00E+00,0.00E+00
BI211,0.00E+00,0.00E+00
BI212,0.00E+00,0.00E+00
BI213,0.00E+00,0.00E+00
BI214,0.00E+00,0.00E+00
PO210,0.00E+00,0.00E+00
PO211,0.00E+00,0.00E+00
PO213,0.00E+00,0.00E+00
PO214,0.00E+00,0.00E+00
PO215,0.00E+00,0.00E+00
PO216,0.00E+00,0.00E+00
PO218,0.00E+00,0.00E+00
AT217,0.00E+00,0.00E+00
RN219,0.00E+00,0.00E+00
RN220,0.00E+00,0.00E+00
RN222,0.00E+00,0.00E+00
FR221,0.00E+00,0.00E+00
FR223,0.00E+00,0.00E+00
RA223,0.00E+00,0.00E+00
RA224,0.00E+00,0.00E+00
RA225,0.00E+00,0.00E+00
RA226,0.00E+00,0.00E+00
RA228,0.00E+00,0.00E+00
AC225,0.00E+00,0.00E+00
AC227,0.00E+00,0.00E+00
AC228,0.00E+00,0.00E+00
TH227,0.00E+00,0.00E+00
TH228,0.00E+00,0.00E+00
TH229,0.00E+00,0.00E+00
TH230,0.00E+00,0.00E+00
TH231,0.00E+00,0.00E+00
TH232,0.00E+00,0.00E+00
TH234,0.00E+00,0.00E+00
PA231,0.00E+00,0.00E+00
PA233,0.00E+00,0.00E+00
PA234,0.00E+00,0.00E+00
PA234M,0.00E+00,0.00E+00
U233,0.00E+00,1.26E-03
U234,0.00E+00,0.00E+00
U235,3.51E+04,1.16E+04
U236,0.00E+00,4.18E+03
U237,0.00E+00,7.45E+00
U238,8.98E+05,8.72E+05
U240,0.00E+00,0.00E+00
NP237,1.21E+03,1.18E+03
NP238,0.00E+00,0.00E+00
NP239,0.00E+00,6.68E+01
NP240M,0.00E+00,0.00E+00
PU238,6.80E+03,6.90E+03
PU239,1.63E+04,1.63E+04
PU240,1.45E+04,1.37E+04
PU241,4.76E+03,6.65E+03
PU242,1.13E+04,1.13E+04
PU243,0.00E+00,0.00E+00
PU244,0.00E+00,0.00E+00
AM241,3.94E+03,2.11E+03
AM242,0.00E+00,0.00E+00
AM242M,4.64E+01,4.81E+01
AM243,3.06E+03,3.07E+03
AM245,0.00E+00,0.00E+00
CM242,5.81E-03,3.05E+02
CM243,1.94E+01,2.26E+01
CM244,2.60E+03,3.41E+03
CM245,7.62E+02,7.64E+02
CM246,1.16E+03,1.17E+03
CM247,1.00E+02,1.01E+02
CM248,1.97E+02,1.94E+02
BK249,2.16E-02,6.07E+00
CF249,1.27E+01,6.87E+00
CF250,2.32E+00,3.37E+00
CF251,3.30E+00,3.33E+00
CF252,6.25E-01,3.91E+00
CF253,0.00E+00,3.78E-03
ES253,0.00E+00,4.18E-03
