Years,Waste
id,snf
n_wf,1
name,uox
pkg_diameter,0.45
pkg_length,5.0
-0.7581991040587936,6660.695587791142
0.0,6700.600010103282
0.0001095890410982825,5596.06035606986
0.002849315068495543,3890.338380577194
0.022027397260276364,2245.961011063193
0.10421917808219418,1113.6497244853379
0.18641095890411197,800.1475072669592
1.0083287671232901,268.89630358009816
2.00832876712329,211.42800363726778
3.00832876712329,192.1730806423384
4.00832876712329,180.8755704093455
5.00832876712329,172.93898002144041
5.10832876712329,172.26314541487957
5.50832876712329,169.72618194738178
5.75832876712329,168.26179145947432
6.00832876712329,166.8796971100323
8.00832876712329,158.0297920987613
10.00832876712329,151.67821784275895
11.50832876712329,147.84628377350924
15.00832876712329,140.59534312904938
20.008328767123285,132.29622977117788
23.008328767123285,127.94654686249024
25.008328767123285,125.23385051921674
30.008328767123285,118.99152792069951
35.00832876712329,113.40539528429876
40.00832876712329,108.38021466320428
45.00832876712329,103.84633921588956
50.00832876712331,99.74748163554544
60.00832876712331,92.67105778470406
70.00832876712329,86.84005853382354
80.00832876712329,82.01224809044761
90.00832876712329,77.99461113184434
100.00832876712329,74.63200452269876
125.00832876712329,68.32944982521805
150.0083287671233,64.02780630776934
175.00832876712332,60.92873205815999
200.00832876712332,58.570859774012476
225.00832876712334,56.68618832830268
250.00832876712334,55.11687117499979
300.0083287671234,52.58062845516188
350.0083287671234,50.551944056471235
400.0083287671234,48.85101318744211
450.0083287671234,47.38438943087992
500.0083287671234,46.0958765024333
600.0083287671234,43.91531875188648
700.0083287671232,42.12161142725935
800.0083287671232,40.61025570209835
900.0083287671232,39.316862141663776
1000.0083287671234,38.198178215836855
1250.0083287671234,35.978237074214306
1500.0083287671234,34.34476466026303
1750.0083287671234,33.10098287425106
2000.0083287671237,32.11992628531389
2250.0083287671237,31.31757371536066
2500.0083287671237,30.637833111403655
3000.008328767123,29.50820160232021
4000.008328767123,27.76747771655834
5000.008328767123,26.220372822702465
6000.008328767125,24.816253271134382
7000.008328767125,23.52300534096337
8000.008328767125,22.32671475290798
9000.008328767124,21.217860522942612
10000.008328767124,20.188456601258416
20000.008328767122,12.999250940589707
50000.008328767144,176.8419474729656
100000.00832876712,173.2053170884352
200000.0083287671,172.18233261021047
500000.0083287671,0.10443540640810944
1000000.0083287671,172.20160014492976
